mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text
15	15	1/2	1/2	9/8	1	1	1/8		1/8	1	394				
15	15	5/8	5/8	9/8	1	1	1/8		1/8	1	395				
15	15	3/4	3/4	9/8	1	1	1/8		1/8	1	396				
15	15	7/8	7/8	9/8	1	1	1/8		1/8	1	397				
15	15	1	1	9/8	1	1	1/8		1/8	1	398				
15	15	0	0	9/8	2	1	1/8		1/8	1	399				
15	15	1/8	1/8	9/8	2	1	1/8		1/8	1	400				
15	15	1/4	1/4	9/8	2	1	1/8		1/8	1	401				
15	15	3/8	3/8	9/8	2	1	1/8		1/8	1	402				
15	15	1/2	1/2	9/8	2	1	1/8		1/8	1	403				
15	15	5/8	5/8	9/8	2	1	1/8		1/8	1	404				
15	15	3/4	3/4	9/8	2	1	1/8		1/8	1	405				
15	15	7/8	7/8	9/8	2	1	1/8		1/8	1	406				
15	15	1	1	9/8	2	1	1/8		1/8	1	407				
15	15	0	0	9/8	3	1	1/8		1/8	1	408				
15	15	1/8	1/8	9/8	3	1	1/8		1/8	1	409				
15	15	1/4	1/4	9/8	3	1	1/8		1/8	1	410				
15	15	3/8	3/8	9/8	3	1	1/8		1/8	1	411				
15	15	1/2	1/2	9/8	3	1	1/8		1/8	1	412				
15	15	5/8	5/8	9/8	3	1	1/8		1/8	1	413				
15	15	3/4	3/4	9/8	3	1	1/8		1/8	1	414				
15	15	7/8	7/8	9/8	3	1	1/8		1/8	1	415				
15	15	1	1	9/8	3	1	1/8		1/8	1	416				
15	15	0	0	9/8	4	1	3/8		1/4	3/2	417				
15	15	3/8	3/8	9/8	4	1	3/8		1/4	3/2	418				
15	15	3/4	3/4	9/8	4	1	3/8		1/4	3/2	419				
16	16	0	0	9/8	1	1	0					p			
16	16	0	0	9/8	1	1	1/4		1/4	1	420				
16	16	0	0	9/8	2	1	0					p			
16	16	0	0	9/8	2	1	3/8		1/4	3/2	421				
16	16	3/8	3/8	9/8	2	1	3/8		1/4	3/2	422				
16	16	3/4	3/4	9/8	2	1	3/8		1/4	3/2	423				
16	16	0	0	9/8	3	1	0					p			
16	16	0	0	9/8	3	1	1/8		1/8	1	424				
16	16	1/8	1/8	9/8	3	1	1/8		1/8	1	425				
16	16	1/4	1/4	9/8	3	1	1/8		1/8	1	426				
16	16	3/8	3/8	9/8	3	1	1/8		1/8	1	427				
16	16	1/2	1/2	9/8	3	1	1/8		1/8	1	428				
16	16	5/8	5/8	9/8	3	1	1/8		1/8	1	429				
16	16	3/4	3/4	9/8	3	1	1/8		1/8	1	430				
16	16	7/8	7/8	9/8	3	1	1/8		1/8	1	431				
16	16	1	1	9/8	3	1	1/8		1/8	1	432				
16	16	0	0	9/8	4	1	0					p			
16	16	0	0	9/8	4	1	3/4		1/2	3/2	433				
16	16	3/4	3/4	9/8	4	1	1/8		1/8	1	434				
16	16	7/8	7/8	9/8	4	1	1/8		1/8	1	435				
16	16	1	1	9/8	4	1	1/8		1/8	1	436				
17	17	0	0	9/8	1	1	3/4		1/2	3/2	437				
17	17	3/4	3/4	9/8	1	1	1/8		1/8	1	438				
17	17	7/8	7/8	9/8	1	1	1/8		1/8	1	439				
17	17	1	1	9/8	1	1	1/8		1/8	1	440				
17	17	0	0	9/8	2	1	1/8		1/8	1	441				
17	17	1/8	1/8	9/8	2	1	1/8		1/8	1	442				
17	17	1/4	1/4	9/8	2	1	1/8		1/8	1	443				
17	17	3/8	3/8	9/8	2	1	1/8		1/8	1	444				
17	17	1/2	1/2	9/8	2	1	1/8		1/8	1	445				
17	17	5/8	5/8	9/8	2	1	1/8		1/8	1	446				
17	17	3/4	3/4	9/8	2	1	1/8		1/8	1	447				
17	17	7/8	7/8	9/8	2	1	1/8		1/8	1	448				
17	17	1	1	9/8	2	1	1/8		1/8	1	449				
17	17	0	0	9/8	3	1	1/8		1/8	1	450				
17	17	1/8	1/8	9/8	3	1	1/8		1/8	1	451				
17	17	1/4	1/4	9/8	3	1	1/8		1/8	1	452				
17	17	3/8	3/8	9/8	3	1	1/8		1/8	1	453				
17	17	1/2	1/2	9/8	3	1	1/8		1/8	1	454				
17	17	5/8	5/8	9/8	3	1	1/8		1/8	1	455				
17	17	3/4	3/4	9/8	3	1	1/8		1/8	1	456				
17	17	7/8	7/8	9/8	3	1	1/8		1/8	1	457				
17	17	1	1	9/8	3	1	1/8		1/8	1	458				
17	17	0	0	9/8	4	1	3/8		1/4	3/2	459				
17	17	3/8	3/8	9/8	4	1	1/8		1/8	1	460				
17	17	1/2	1/2	9/8	4	1	1/8		1/8	1	461				
17	17	5/8	5/8	9/8	4	1	1/8		1/8	1	462				
17	17	3/4	3/4	9/8	4	1	1/8		1/8	1	463				
17	17	7/8	7/8	9/8	4	1	1/8		1/8	1	464				
17	17	1	1	9/8	4	1	1/8		1/8	1	465				
18	18	0	0	9/8	1	1	3/8		1/4	3/2	466				
18	18	3/8	3/8	9/8	1	1	1/8		1/8	1	467				
18	18	1/2	1/2	9/8	1	1	1/8		1/8	1	468				
18	18	5/8	5/8	9/8	1	1	1/8		1/8	1	469				
18	18	3/4	3/4	9/8	1	1	1/8		1/8	1	470				
18	18	7/8	7/8	9/8	1	1	1/8		1/8	1	471				
18	18	1	1	9/8	1	1	1/8		1/8	1	472				
18	18	0	0	9/8	2	1	3/4		1/2	3/2	473				
18	18	3/4	3/4	9/8	2	1	1/8		1/8	1	474				
18	18	7/8	7/8	9/8	2	1	1/8		1/8	1	475				
18	18	1	1	9/8	2	1	1/8		1/8	1	476				
18	18	0	0	9/8	3	1	1/8		1/8	1	477				
18	18	1/8	1/8	9/8	3	1	1/8		1/8	1	478				
18	18	1/4	1/4	9/8	3	1	1/8		1/8	1	479				
18	18	3/8	3/8	9/8	3	1	1/8		1/8	1	480				
18	18	1/2	1/2	9/8	3	1	1/8		1/8	1	481				
18	18	5/8	5/8	9/8	3	1	1/8		1/8	1	482				
18	18	3/4	3/4	9/8	3	1	1/8		1/8	1	483				
18	18	7/8	7/8	9/8	3	1	1/8		1/8	1	484				
18	18	1	1	9/8	3	1	1/8		1/8	1	485				
18	18	0	0	9/8	4	1	3/8		1/4	3/2	486				
18	18	3/8	3/8	9/8	4	1	1/8		1/8	1	487				
18	18	1/2	1/2	9/8	4	1	1/8		1/8	1	488				
18	18	5/8	5/8	9/8	4	1	1/8		1/8	1	489				
18	18	3/4	3/4	9/8	4	1	1/8		1/8	1	490				
18	18	7/8	7/8	9/8	4	1	1/8		1/8	1	491				
18	18	1	1	9/8	4	1	1/8		1/8	1	492				
19	19	0	0	9/8	1	1	0								
19	19	0	0	9/8	1	1	3/8		1/4	3/2	493				
19	19	3/8	3/8	9/8	1	1	1/4		1/4	1	494				
19	19	5/8	5/8	9/8	1	1	1/16		1/16	1	495				
19	19	11/16	11/16	9/8	1	1	1/16		1/16	1	496				
19	19	3/4	3/4	9/8	1	1	1/16		1/16	1	497				
19	19	13/16	13/16	9/8	1	1	1/16		1/16	1	498				
19	19	7/8	7/8	9/8	1	1	1/16		1/16	1	499				
19	19	15/16	15/16	9/8	1	1	1/16		1/16	1	500				
19	19	0	0	9/8	2	1	0								
19	19	0	0	9/8	2	1	3/8		1/4	3/2	501				
19	19	3/8	3/8	9/8	2	1	1/4		1/4	1	502				
19	19	5/8	5/8	9/8	2	1	1/8		1/8	1	503				
19	19	3/4	3/4	9/8	2	1	1/8		1/8	1	504				
19	19	7/8	7/8	9/8	2	1	1/8		1/8	1	505				
19	19	0	0	9/8	3	1	0								
19	19	0	0	9/8	3	1	1/2		1/2	1	506				
19	19	1/2	1/2	9/8	3	1	1/8		1/8	1	507				
19	19	5/8	5/8	9/8	3	1	1/8		1/8	1	508				
19	19	3/4	3/4	9/8	3	1	1/8		1/8	1	509				
19	19	0	0	9/8	4	1	0								
19	19	0	0	9/8	4	1	1/8		1/8	1	510				
19	19	1/8	1/8	9/8	4	1	1/8		1/8	1	511				
19	19	1/4	1/4	9/8	4	1	1/8		1/8	1	512				
19	19	3/8	3/8	9/8	4	1	1/8		1/8	1	513				
19	19	1/2	1/2	9/8	4	1	1/8		1/8	1	514				
19	19	5/8	5/8	9/8	4	1	1/8		1/8	1	515				
19	19	3/4	3/4	9/8	4	1	1/8		1/8	1	516				
19	19	7/8	7/8	9/8	4	1	1/8		1/8	1	517				
19	19	1	1	9/8	4	1	1/8		1/8	1	518				
20	20	0	0	9/8	1	1	1/4		1/4	1	519				
20	20	0	0	9/8	2	1	1/8		1/8	1	520				
20	20	1/8	1/8	9/8	2	1	1/8		1/8	1	521				
20	20	1/4	1/4	9/8	2	1	0					pp			
20	20	1/4	1/4	9/8	2	1	1/8		1/8	1	522				
20	20	3/8	3/8	9/8	2	1	1/8		1/8	1	523				
20	20	1/2	1/2	9/8	2	1	1/8		1/8	1	524				
20	20	5/8	5/8	9/8	2	1	1/8		1/8	1	525				
20	20	3/4	3/4	9/8	2	1	1/8		1/8	1	526				
20	20	7/8	7/8	9/8	2	1	1/8		1/8	1	527				
20	20	1	1	9/8	2	1	1/8		1/8	1	528				
20	20	0	0	9/8	3	1	1/4		1/4	1	529				
20	20	0	0	9/8	4	1	1/4		1/4	1	530				
21	21	1/8	1/8	9/8	1	1	1/8		1/8	1	531				
21	21	1/4	1/4	9/8	1	1	0					pp			
21	21	1/4	1/4	9/8	1	1	1/8		1/8	1	532				
21	21	3/8	3/8	9/8	1	1	1/8		1/8	1	533				
21	21	1/2	1/2	9/8	1	1	1/4		1/4	1	534				
21	21	3/4	3/4	9/8	1	1	1/8		1/8	1	535				
21	21	7/8	7/8	9/8	1	1	1/8		1/8	1	536		articStaccatoAbove		
21	21	1	1	9/8	1	1	1/8		1/8	1	537		articStaccatoAbove		
21	21	0	0	9/8	2	1	3/4		1/2	3/2	538				
21	21	3/4	3/4	9/8	2	1	1/8		1/8	1	539				
21	21	7/8	7/8	9/8	2	1	1/8		1/8	1	540		articStaccatoBelow		
21	21	1	1	9/8	2	1	1/8		1/8	1	541		articStaccatoBelow		
21	21	1/2	1/2	9/8	3	1	1/8		1/8	1	542				
21	21	5/8	5/8	9/8	3	1	0					pp			
21	21	5/8	5/8	9/8	3	1	1/8		1/8	1	543				
21	21	3/4	3/4	9/8	3	1	1/8		1/8	1	544				
21	21	7/8	7/8	9/8	3	1	1/8		1/8	1	545				
21	21	1	1	9/8	3	1	1/8		1/8	1	546				
22	22	0	0	9/8	1	1	1/4		1/4	1	547				
22	22	0	0	9/8	2	1	1/4		1/4	1	548				
22	22	0	0	9/8	3	1	1/4		1/4	1	549				
22	22	0	0	9/8	4	1	0					pp			
22	22	0	0	9/8	4	1	1/8		1/8	1	550				
22	22	1/8	1/8	9/8	4	1	1/8		1/8	1	551				
22	22	1/4	1/4	9/8	4	1	1/8		1/8	1	552				
22	22	3/8	3/8	9/8	4	1	1/8		1/8	1	553				
22	22	1/2	1/2	9/8	4	1	1/8		1/8	1	554				
22	22	5/8	5/8	9/8	4	1	1/8		1/8	1	555				
22	22	3/4	3/4	9/8	4	1	1/8		1/8	1	556				
22	22	7/8	7/8	9/8	4	1	1/8		1/8	1	557				
22	22	1	1	9/8	4	1	1/8		1/8	1	558				
23	23	1/8	1/8	9/8	1	1	1/8		1/8	1	559				
23	23	1/4	1/4	9/8	1	1	1/8		1/8	1	560				
23	23	3/8	3/8	9/8	1	1	1/8		1/8	1	561				
23	23	1/2	1/2	9/8	1	1	1/8		1/8	1	562				
23	23	5/8	5/8	9/8	1	1	1/8		1/8	1	563				
23	23	3/4	3/4	9/8	1	1	1/8		1/8	1	564				
23	23	7/8	7/8	9/8	1	1	1/8		1/8	1	565				
23	23	1	1	9/8	1	1	1/8		1/8	1	566				
23	23	13/16	13/16	9/8	2	1	1/16		1/16	1	567				
23	23	7/8	7/8	9/8	2	1	1/16		1/16	1	568				
23	23	15/16	15/16	9/8	2	1	1/16		1/16	1	569				
23	23	1	1	9/8	2	1	1/16		1/16	1	570				
23	23	17/16	17/16	9/8	2	1	1/16		1/16	1	571				
23	23	0	0	9/8	3	1	1/8		1/8	1	572				
23	23	1/8	1/8	9/8	3	1	1/8		1/8	1	573				
23	23	1/4	1/4	9/8	3	1	1/8		1/8	1	574				
23	23	3/8	3/8	9/8	3	1	1/8		1/8	1	575				
23	23	1/2	1/2	9/8	3	1	1/8		1/8	1	576				
23	23	5/8	5/8	9/8	3	1	1/8		1/8	1	577				
23	23	3/4	3/4	9/8	3	1	1/8		1/8	1	578				
23	23	7/8	7/8	9/8	3	1	1/8		1/8	1	579				
23	23	1	1	9/8	3	1	1/8		1/8	1	580				
23	23	0	0	9/8	4	1	3/4		1/2	3/2	581				
23	23	3/4	3/4	9/8	4	1	3/8		1/4	3/2	582				
24	24	1/8	1/8	9/8	1	1	1/8		1/8	1	583				
24	24	1/4	1/4	9/8	1	1	1/8		1/8	1	584				
24	24	3/8	3/8	9/8	1	1	1/8		1/8	1	585				
24	24	1/2	1/2	9/8	1	1	1/8		1/8	1	586				
24	24	5/8	5/8	9/8	1	1	1/8		1/8	1	587				
24	24	3/4	3/4	9/8	1	1	1/8		1/8	1	588				
24	24	7/8	7/8	9/8	1	1	1/8		1/8	1	589				
24	24	1	1	9/8	1	1	1/8		1/8	1	590				
24	24	0	0	9/8	2	1	1/4		1/4	1	591				
24	24	13/16	13/16	9/8	2	1	1/16		1/16	1	592				
24	24	7/8	7/8	9/8	2	1	1/16		1/16	1	593				
24	24	15/16	15/16	9/8	2	1	1/16		1/16	1	594				
24	24	1	1	9/8	2	1	1/16		1/16	1	595				
24	24	17/16	17/16	9/8	2	1	1/16		1/16	1	596				
24	24	0	0	9/8	3	1	1/8		1/8	1	597				
24	24	1/8	1/8	9/8	3	1	1/8		1/8	1	598				
24	24	1/4	1/4	9/8	3	1	1/8		1/8	1	599				
24	24	3/8	3/8	9/8	3	1	1/8		1/8	1	600				
24	24	1/2	1/2	9/8	3	1	1/8		1/8	1	601				
24	24	5/8	5/8	9/8	3	1	1/8		1/8	1	602				
24	24	3/4	3/4	9/8	3	1	1/8		1/8	1	603				
24	24	7/8	7/8	9/8	3	1	1/8		1/8	1	604				
24	24	1	1	9/8	3	1	1/8		1/8	1	605				
24	24	0	0	9/8	4	1	3/4		1/2	3/2	606				
24	24	3/4	3/4	9/8	4	1	3/8		1/4	3/2	607				
25	25	1/8	1/8	9/8	1	1	1/8		1/8	1	608				
25	25	1/4	1/4	9/8	1	1	0								
25	25	1/4	1/4	9/8	1	1	1/8		1/8	1	609				
25	25	3/8	3/8	9/8	1	1	1/8		1/8	1	610				
25	25	1/2	1/2	9/8	1	1	1/8		1/8	1	611				
25	25	5/8	5/8	9/8	1	1	1/8		1/8	1	612				
25	25	3/4	3/4	9/8	1	1	1/8		1/8	1	613				
25	25	7/8	7/8	9/8	1	1	1/8		1/8	1	614				
25	25	1	1	9/8	1	1	1/8		1/8	1	615				
25	25	0	0	9/8	2	1	1/4		1/4	1	616				
25	25	13/16	13/16	9/8	2	1	1/16		1/16	1	617				
25	25	7/8	7/8	9/8	2	1	0								
25	25	7/8	7/8	9/8	2	1	1/16		1/16	1	618				
25	25	15/16	15/16	9/8	2	1	1/16		1/16	1	619				
25	25	1	1	9/8	2	1	1/16		1/16	1	620				
25	25	17/16	17/16	9/8	2	1	1/16		1/16	1	621				
25	25	0	0	9/8	3	1	1/8		1/8	1	622				
25	25	1/8	1/8	9/8	3	1	0								
25	25	1/8	1/8	9/8	3	1	1/8		1/8	1	623				
25	25	1/4	1/4	9/8	3	1	1/8		1/8	1	624				
25	25	3/8	3/8	9/8	3	1	1/8		1/8	1	625				
25	25	1/2	1/2	9/8	3	1	1/8		1/8	1	626				
25	25	5/8	5/8	9/8	3	1	1/8		1/8	1	627				
25	25	3/4	3/4	9/8	3	1	1/8		1/8	1	628				
25	25	7/8	7/8	9/8	3	1	1/8		1/8	1	629				
25	25	1	1	9/8	3	1	1/8		1/8	1	630				
25	25	0	0	9/8	4	1	0								
25	25	0	0	9/8	4	1	3/4		1/2	3/2	631				
25	25	3/4	3/4	9/8	4	1	3/8		1/4	3/2	632				
26	26	0	0	9/8	1	1	0					p			
26	26	0	0	9/8	1	1	1/4		1/4	1	633				
26	26	0	0	9/8	2	1	0					p			
26	26	0	0	9/8	2	1	3/8		1/4	3/2	634				
26	26	3/8	3/8	9/8	2	1	3/8		1/4	3/2	635				
26	26	3/4	3/4	9/8	2	1	1/8		1/8	1	636				
26	26	7/8	7/8	9/8	2	1	0	grace32	1/32	1	637				
26	26	7/8	7/8	9/8	2	1	1/16		1/16	1	638				
26	26	15/16	15/16	9/8	2	1	1/16		1/16	1	639				
26	26	1	1	9/8	2	1	1/16		1/16	1	640				
26	26	17/16	17/16	9/8	2	1	1/16		1/16	1	641				
26	26	0	0	9/8	3	1	0					p			
26	26	0	0	9/8	3	1	1/8		1/8	1	642				
26	26	1/8	1/8	9/8	3	1	1/8		1/8	1	643				
26	26	1/4	1/4	9/8	3	1	1/8		1/8	1	644				
26	26	3/8	3/8	9/8	3	1	1/8		1/8	1	645				
26	26	1/2	1/2	9/8	3	1	1/8		1/8	1	646				
26	26	5/8	5/8	9/8	3	1	1/8		1/8	1	647				
26	26	3/4	3/4	9/8	3	1	1/8		1/8	1	648				
26	26	7/8	7/8	9/8	3	1	1/8		1/8	1	649				
26	26	1	1	9/8	3	1	1/8		1/8	1	650				
26	26	0	0	9/8	4	1	0					p			
26	26	0	0	9/8	4	1	1/4		1/4	1	651				
27	27	0	0	9/8	1	1	3/8		1/4	3/2	652				
27	27	3/8	3/8	9/8	1	1	3/8		1/4	3/2	653				
27	27	3/4	3/4	9/8	1	1	0	appoggiatura	1/8	1	654				
27	27	3/4	3/4	9/8	1	1	1/8		1/8	1	655				
27	27	7/8	7/8	9/8	1	1	1/16		1/16	1	656				
27	27	15/16	15/16	9/8	1	1	1/16		1/16	1	657				
27	27	1	1	9/8	1	1	1/16		1/16	1	658				
27	27	17/16	17/16	9/8	1	1	1/16		1/16	1	659				
27	27	0	0	9/8	2	1	1/4		1/4	1	660				
27	27	0	0	9/8	3	1	1/8		1/8	1	661				
27	27	1/8	1/8	9/8	3	1	1/8		1/8	1	662				
27	27	1/4	1/4	9/8	3	1	1/8		1/8	1	663				
27	27	3/8	3/8	9/8	3	1	1/8		1/8	1	664				
27	27	1/2	1/2	9/8	3	1	1/8		1/8	1	665				
27	27	5/8	5/8	9/8	3	1	1/8		1/8	1	666				
27	27	3/4	3/4	9/8	3	1	1/8		1/8	1	667				
27	27	7/8	7/8	9/8	3	1	1/8		1/8	1	668				
27	27	1	1	9/8	3	1	1/8		1/8	1	669				
27	27	0	0	9/8	4	1	3/8		1/4	3/2	670				
27	27	3/8	3/8	9/8	4	1	3/8		1/4	3/2	671				
27	27	3/4	3/4	9/8	4	1	3/8		1/4	3/2	672				
28	28	0	0	9/8	1	1	1/4		1/4	1	673				
28	28	0	0	9/8	2	1	1/8		1/8	1	674				
28	28	1/8	1/8	9/8	2	1	1/16		1/16	1	675				
28	28	3/16	3/16	9/8	2	1	1/16		1/16	1	676				
28	28	1/4	1/4	9/8	2	1	1/16		1/16	1	677				
28	28	5/16	5/16	9/8	2	1	1/16		1/16	1	678				
28	28	3/8	3/8	9/8	2	1	1/16		1/16	1	679				
28	28	7/16	7/16	9/8	2	1	1/16		1/16	1	680				
28	28	1/2	1/2	9/8	2	1	1/16		1/16	1	681				
28	28	9/16	9/16	9/8	2	1	1/16		1/16	1	682				
28	28	5/8	5/8	9/8	2	1	1/16		1/16	1	683				
28	28	11/16	11/16	9/8	2	1	1/16		1/16	1	684				
28	28	3/4	3/4	9/8	2	1	1/16		1/16	1	685				
28	28	13/16	13/16	9/8	2	1	1/16		1/16	1	686				
28	28	7/8	7/8	9/8	2	1	1/16		1/16	1	687				
28	28	15/16	15/16	9/8	2	1	1/16		1/16	1	688				
28	28	1	1	9/8	2	1	1/16		1/16	1	689				
28	28	17/16	17/16	9/8	2	1	1/16		1/16	1	690				
28	28	0	0	9/8	3	1	1/8		1/8	1	691				
28	28	1/8	1/8	9/8	3	1	1/8		1/8	1	692				
28	28	1/4	1/4	9/8	3	1	1/8		1/8	1	693				
28	28	3/8	3/8	9/8	3	1	1/8		1/8	1	694				
28	28	1/2	1/2	9/8	3	1	1/8		1/8	1	695				
28	28	5/8	5/8	9/8	3	1	1/8		1/8	1	696				
28	28	3/4	3/4	9/8	3	1	1/8		1/8	1	697				
28	28	7/8	7/8	9/8	3	1	1/8		1/8	1	698				
28	28	1	1	9/8	3	1	1/8		1/8	1	699				
28	28	0	0	9/8	4	1	1/4		1/4	1	700				
29	29	0	0	9/8	1	1	1/8		1/8	1	701				
29	29	1/8	1/8	9/8	1	1	1/16		1/16	1	702				
29	29	3/16	3/16	9/8	1	1	1/16		1/16	1	703				
29	29	1/4	1/4	9/8	1	1	1/16		1/16	1	704				
29	29	5/16	5/16	9/8	1	1	1/16		1/16	1	705				
29	29	3/8	3/8	9/8	1	1	1/16		1/16	1	706				
29	29	7/16	7/16	9/8	1	1	1/16		1/16	1	707				
29	29	1/2	1/2	9/8	1	1	1/16		1/16	1	708				
29	29	9/16	9/16	9/8	1	1	1/16		1/16	1	709				
29	29	5/8	5/8	9/8	1	1	1/16		1/16	1	710				
29	29	11/16	11/16	9/8	1	1	1/16		1/16	1	711				
29	29	3/4	3/4	9/8	1	1	1/16		1/16	1	712				
29	29	13/16	13/16	9/8	1	1	1/16		1/16	1	713				
29	29	7/8	7/8	9/8	1	1	1/16		1/16	1	714				
29	29	15/16	15/16	9/8	1	1	1/16		1/16	1	715				
29	29	1	1	9/8	1	1	1/16		1/16	1	716				
29	29	17/16	17/16	9/8	1	1	1/16		1/16	1	717				
29	29	0	0	9/8	2	1	1/8		1/8	1	718				
29	29	1/8	1/8	9/8	2	1	1/8		1/8	1	719				
29	29	1/4	1/4	9/8	2	1	1/8		1/8	1	720		articStaccatoBelow		
29	29	3/8	3/8	9/8	2	1	1/8		1/8	1	721				
29	29	1/2	1/2	9/8	2	1	1/8		1/8	1	722				
29	29	5/8	5/8	9/8	2	1	1/8		1/8	1	723		articStaccatoBelow		
29	29	3/4	3/4	9/8	2	1	1/8		1/8	1	724				
29	29	7/8	7/8	9/8	2	1	1/8		1/8	1	725				
29	29	1	1	9/8	2	1	1/8		1/8	1	726		articStaccatoBelow		
29	29	0	0	9/8	3	1	3/8		1/4	3/2	727				
29	29	3/8	3/8	9/8	3	1	3/8		1/4	3/2	728				
29	29	3/4	3/4	9/8	3	1	3/8		1/4	3/2	729				
29	29	0	0	9/8	4	1	3/8		1/4	3/2	730				
29	29	3/8	3/8	9/8	4	1	3/8		1/4	3/2	731				
29	29	3/4	3/4	9/8	4	1	3/8		1/4	3/2	732				
30	30	0	0	9/8	1	1	1/16		1/16	1	733				
30	30	1/16	1/16	9/8	1	1	1/16		1/16	1	734				
30	30	1/8	1/8	9/8	1	1	1/16		1/16	1	735				
30	30	3/16	3/16	9/8	1	1	1/16		1/16	1	736				
30	30	1/4	1/4	9/8	1	1	1/16		1/16	1	737				
30	30	5/16	5/16	9/8	1	1	1/16		1/16	1	738				
30	30	3/8	3/8	9/8	1	1	1/16		1/16	1	739				
30	30	7/16	7/16	9/8	1	1	1/16		1/16	1	740				
30	30	1/2	1/2	9/8	1	1	1/16		1/16	1	741				
30	30	9/16	9/16	9/8	1	1	1/16		1/16	1	742				
30	30	5/8	5/8	9/8	1	1	1/16		1/16	1	743				
30	30	11/16	11/16	9/8	1	1	1/16		1/16	1	744				
30	30	3/4	3/4	9/8	1	1	1/16		1/16	1	745				
30	30	13/16	13/16	9/8	1	1	1/16		1/16	1	746				
30	30	7/8	7/8	9/8	1	1	1/16		1/16	1	747				
30	30	15/16	15/16	9/8	1	1	1/16		1/16	1	748				
30	30	1	1	9/8	1	1	1/16		1/16	1	749				
30	30	17/16	17/16	9/8	1	1	1/16		1/16	1	750				
30	30	0	0	9/8	2	1	1/4		1/4	1	751				
30	30	0	0	9/8	3	1	1/4		1/4	1	752				
30	30	0	0	9/8	4	1	1/4		1/4	1	753				
31	31	0	0	9/8	1	1	1/4		1/4	1	754				
31	31	1/4	1/4	9/8	1	1	1/16		1/16	1	755				
31	31	5/16	5/16	9/8	1	1	1/16		1/16	1	756				
31	31	3/8	3/8	9/8	1	1	1/4		1/4	1	757				
31	31	5/8	5/8	9/8	1	1	1/16		1/16	1	758				
31	31	11/16	11/16	9/8	1	1	1/16		1/16	1	759				
31	31	3/4	3/4	9/8	1	1	3/8		1/4	3/2	760				
31	31	3/8	3/8	9/8	2	1	1/4		1/4	1	761				
31	31	5/8	5/8	9/8	2	1	1/16		1/16	1	762				
31	31	11/16	11/16	9/8	2	1	1/16		1/16	1	763				
31	31	3/4	3/4	9/8	2	1	3/8		1/4	3/2	764				
31	31	0	0	9/8	3	1	3/8		1/4	3/2	765				
31	31	3/8	3/8	9/8	3	1	1/4		1/4	1	766				
31	31	5/8	5/8	9/8	3	1	1/16		1/16	1	767				
31	31	11/16	11/16	9/8	3	1	1/16		1/16	1	768				
31	31	3/4	3/4	9/8	3	1	1/16		1/16	1	769				
31	31	13/16	13/16	9/8	3	1	1/16		1/16	1	770				
31	31	7/8	7/8	9/8	3	1	1/16		1/16	1	771				
31	31	15/16	15/16	9/8	3	1	1/16		1/16	1	772				
31	31	1	1	9/8	3	1	1/16		1/16	1	773				
31	31	17/16	17/16	9/8	3	1	1/16		1/16	1	774				
31	31	0	0	9/8	4	1	1/16		1/16	1	775				
31	31	1/16	1/16	9/8	4	1	1/16		1/16	1	776				
31	31	1/8	1/8	9/8	4	1	1/16		1/16	1	777				
31	31	3/16	3/16	9/8	4	1	1/16		1/16	1	778				
31	31	1/4	1/4	9/8	4	1	1/16		1/16	1	779				
31	31	5/16	5/16	9/8	4	1	1/16		1/16	1	780				
31	31	3/8	3/8	9/8	4	1	1/16		1/16	1	781				
31	31	7/16	7/16	9/8	4	1	1/16		1/16	1	782				
31	31	1/2	1/2	9/8	4	1	1/16		1/16	1	783				
31	31	9/16	9/16	9/8	4	1	1/16		1/16	1	784				
31	31	5/8	5/8	9/8	4	1	1/16		1/16	1	785				
31	31	11/16	11/16	9/8	4	1	1/16		1/16	1	786				
31	31	3/4	3/4	9/8	4	1	1/16		1/16	1	787				
31	31	13/16	13/16	9/8	4	1	1/16		1/16	1	788				
31	31	7/8	7/8	9/8	4	1	1/16		1/16	1	789				
31	31	15/16	15/16	9/8	4	1	1/16		1/16	1	790				
31	31	1	1	9/8	4	1	1/16		1/16	1	791				
31	31	17/16	17/16	9/8	4	1	1/16		1/16	1	792				
32	32	0	0	9/8	1	1	0								
32	32	0	0	9/8	1	1	3/4		1/2	3/2	793				
32	32	3/4	3/4	9/8	1	1	3/8		1/4	3/2	794				
32	32	0	0	9/8	2	1	0								
32	32	0	0	9/8	2	1	1/16		1/16	1	795				
32	32	1/16	1/16	9/8	2	1	1/16		1/16	1	796				
32	32	1/8	1/8	9/8	2	1	1/16		1/16	1	797				
32	32	3/16	3/16	9/8	2	1	1/16		1/16	1	798				
32	32	1/4	1/4	9/8	2	1	1/16		1/16	1	799				
32	32	5/16	5/16	9/8	2	1	1/16		1/16	1	800				
32	32	3/8	3/8	9/8	2	1	1/16		1/16	1	801				
32	32	7/16	7/16	9/8	2	1	1/16		1/16	1	802				
32	32	1/2	1/2	9/8	2	1	1/16		1/16	1	803				
32	32	9/16	9/16	9/8	2	1	1/16		1/16	1	804				
32	32	5/8	5/8	9/8	2	1	1/16		1/16	1	805				
32	32	11/16	11/16	9/8	2	1	1/16		1/16	1	806				
32	32	3/4	3/4	9/8	2	1	3/8		1/4	3/2	807				
32	32	0	0	9/8	3	1	0								
