mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text
3	3	3/4	3/4	9/8	1	1	3/8		1/4	3/2	58				
3	3	0	0	9/8	2	1	1/8		1/8	1	59				
3	3	1/8	1/8	9/8	2	1	1/8		1/8	1	60				
3	3	1/4	1/4	9/8	2	1	1/8		1/8	1	61				
3	3	3/8	3/8	9/8	2	1	1/8		1/8	1	62				
3	3	1/2	1/2	9/8	2	1	1/8		1/8	1	63				
3	3	5/8	5/8	9/8	2	1	1/8		1/8	1	64				
3	3	3/4	3/4	9/8	2	1	1/8		1/8	1	65				
3	3	7/8	7/8	9/8	2	1	1/8		1/8	1	66				
3	3	1	1	9/8	2	1	1/8		1/8	1	67				
3	3	0	0	9/8	3	1	1/8		1/8	1	68				
3	3	1/8	1/8	9/8	3	1	1/8		1/8	1	69				
3	3	1/4	1/4	9/8	3	1	1/8		1/8	1	70				
3	3	3/8	3/8	9/8	3	1	1/8		1/8	1	71				
3	3	1/2	1/2	9/8	3	1	1/8		1/8	1	72				
3	3	5/8	5/8	9/8	3	1	1/8		1/8	1	73				
3	3	3/4	3/4	9/8	3	1	1/8		1/8	1	74				
3	3	7/8	7/8	9/8	3	1	1/8		1/8	1	75				
3	3	1	1	9/8	3	1	1/8		1/8	1	76				
3	3	0	0	9/8	4	1	1/8		1/8	1	77				
3	3	1/8	1/8	9/8	4	1	1/8		1/8	1	78				
3	3	1/4	1/4	9/8	4	1	1/8		1/8	1	79				
3	3	3/8	3/8	9/8	4	1	1/8		1/8	1	80				
3	3	1/2	1/2	9/8	4	1	1/8		1/8	1	81				
3	3	5/8	5/8	9/8	4	1	1/8		1/8	1	82				
3	3	3/4	3/4	9/8	4	1	1/8		1/8	1	83				
3	3	7/8	7/8	9/8	4	1	1/8		1/8	1	84				
3	3	1	1	9/8	4	1	1/8		1/8	1	85				
4	4	0	0	9/8	1	1	3/8		1/4	3/2	86				
4	4	3/8	3/8	9/8	1	1	1/4		1/4	1	87				
4	4	5/8	5/8	9/8	1	1	1/16		1/16	1	88				
4	4	11/16	11/16	9/8	1	1	1/16		1/16	1	89				
4	4	3/4	3/4	9/8	1	1	1/16		1/16	1	90				
4	4	13/16	13/16	9/8	1	1	1/32		1/32	1	91				
4	4	27/32	27/32	9/8	1	1	1/32		1/32	1	92				
4	4	7/8	7/8	9/8	1	1	1/16		1/16	1	93				
4	4	15/16	15/16	9/8	1	1	1/16		1/16	1	94				
4	4	1	1	9/8	1	1	1/16		1/16	1	95				
4	4	17/16	17/16	9/8	1	1	1/16		1/16	1	96				
4	4	0	0	9/8	2	1	1/8		1/8	1	97				
4	4	1/8	1/8	9/8	2	1	1/8		1/8	1	98				
4	4	1/4	1/4	9/8	2	1	1/8		1/8	1	99				
4	4	3/8	3/8	9/8	2	1	1/8		1/8	1	100				
4	4	1/2	1/2	9/8	2	1	1/8		1/8	1	101				
4	4	5/8	5/8	9/8	2	1	1/8		1/8	1	102				
4	4	3/4	3/4	9/8	2	1	1/8		1/8	1	103				
4	4	7/8	7/8	9/8	2	1	1/8		1/8	1	104				
4	4	1	1	9/8	2	1	1/8		1/8	1	105				
4	4	0	0	9/8	3	1	1/8		1/8	1	106				
4	4	1/8	1/8	9/8	3	1	1/8		1/8	1	107				
4	4	1/4	1/4	9/8	3	1	1/8		1/8	1	108				
4	4	3/8	3/8	9/8	3	1	1/8		1/8	1	109				
4	4	1/2	1/2	9/8	3	1	1/8		1/8	1	110				
4	4	5/8	5/8	9/8	3	1	1/8		1/8	1	111				
4	4	3/4	3/4	9/8	3	1	1/8		1/8	1	112				
4	4	7/8	7/8	9/8	3	1	1/8		1/8	1	113				
4	4	1	1	9/8	3	1	1/8		1/8	1	114				
4	4	0	0	9/8	4	1	1/8		1/8	1	115				
4	4	1/8	1/8	9/8	4	1	1/8		1/8	1	116				
4	4	1/4	1/4	9/8	4	1	1/8		1/8	1	117				
4	4	3/8	3/8	9/8	4	1	1/8		1/8	1	118				
4	4	1/2	1/2	9/8	4	1	1/8		1/8	1	119				
4	4	5/8	5/8	9/8	4	1	1/8		1/8	1	120				
4	4	3/4	3/4	9/8	4	1	1/8		1/8	1	121				
4	4	7/8	7/8	9/8	4	1	1/8		1/8	1	122				
4	4	1	1	9/8	4	1	1/8		1/8	1	123				
5	5	0	0	9/8	1	1	3/8		1/4	3/2	124				
5	5	3/8	3/8	9/8	1	1	3/8		1/4	3/2	125				
5	5	3/4	3/4	9/8	1	1	1/8		1/8	1	126				
5	5	7/8	7/8	9/8	1	1	1/16		1/16	1	127				
5	5	15/16	15/16	9/8	1	1	1/16		1/16	1	128				
5	5	1	1	9/8	1	1	1/16		1/16	1	129				
5	5	17/16	17/16	9/8	1	1	1/16		1/16	1	130				
5	5	0	0	9/8	2	1	1/8		1/8	1	131				
5	5	1/8	1/8	9/8	2	1	1/8		1/8	1	132				
5	5	1/4	1/4	9/8	2	1	1/8		1/8	1	133				
5	5	3/8	3/8	9/8	2	1	1/8		1/8	1	134				
5	5	1/2	1/2	9/8	2	1	1/8		1/8	1	135				
5	5	5/8	5/8	9/8	2	1	1/8		1/8	1	136				
5	5	3/4	3/4	9/8	2	1	1/8		1/8	1	137				
5	5	7/8	7/8	9/8	2	1	1/8		1/8	1	138				
5	5	1	1	9/8	2	1	1/8		1/8	1	139				
5	5	0	0	9/8	3	1	1/8		1/8	1	140				
5	5	1/8	1/8	9/8	3	1	1/8		1/8	1	141				
5	5	1/4	1/4	9/8	3	1	1/8		1/8	1	142				
5	5	3/8	3/8	9/8	3	1	1/8		1/8	1	143				
5	5	1/2	1/2	9/8	3	1	1/8		1/8	1	144				
5	5	5/8	5/8	9/8	3	1	1/8		1/8	1	145				
5	5	3/4	3/4	9/8	3	1	1/8		1/8	1	146				
5	5	7/8	7/8	9/8	3	1	1/8		1/8	1	147				
5	5	1	1	9/8	3	1	1/8		1/8	1	148				
5	5	0	0	9/8	4	1	1/8		1/8	1	149				
5	5	1/8	1/8	9/8	4	1	1/8		1/8	1	150				
5	5	1/4	1/4	9/8	4	1	1/8		1/8	1	151				
5	5	3/8	3/8	9/8	4	1	1/8		1/8	1	152				
5	5	1/2	1/2	9/8	4	1	1/8		1/8	1	153				
5	5	5/8	5/8	9/8	4	1	1/8		1/8	1	154				
5	5	3/4	3/4	9/8	4	1	1/8		1/8	1	155				
5	5	7/8	7/8	9/8	4	1	1/8		1/8	1	156				
5	5	1	1	9/8	4	1	1/8		1/8	1	157				
6	6	0	0	9/8	1	1	3/8		1/4	3/2	158				
6	6	3/8	3/8	9/8	1	1	1/8		1/8	1	159				
6	6	1/2	1/2	9/8	1	1	0	grace32	1/32	1	160				
6	6	1/2	1/2	9/8	1	1	1/16		1/16	1	161				
6	6	9/16	9/16	9/8	1	1	1/16		1/16	1	162				
6	6	5/8	5/8	9/8	1	1	1/16		1/16	1	163				
6	6	11/16	11/16	9/8	1	1	1/16		1/16	1	164				
6	6	3/4	3/4	9/8	1	1	1/4		1/4	1	165				
6	6	1	1	9/8	1	1	1/8		1/8	1	166				
6	6	0	0	9/8	2	1	1/8		1/8	1	167				
6	6	1/8	1/8	9/8	2	1	1/8		1/8	1	168				
6	6	1/4	1/4	9/8	2	1	1/8		1/8	1	169				
6	6	3/8	3/8	9/8	2	1	1/8		1/8	1	170				
6	6	1/2	1/2	9/8	2	1	1/8		1/8	1	171				
6	6	5/8	5/8	9/8	2	1	1/8		1/8	1	172				
6	6	3/4	3/4	9/8	2	1	1/8		1/8	1	173				
6	6	7/8	7/8	9/8	2	1	1/8		1/8	1	174				
6	6	1	1	9/8	2	1	1/8		1/8	1	175				
6	6	0	0	9/8	3	1	1/8		1/8	1	176				
6	6	1/8	1/8	9/8	3	1	1/8		1/8	1	177				
6	6	1/4	1/4	9/8	3	1	1/8		1/8	1	178				
6	6	3/8	3/8	9/8	3	1	1/8		1/8	1	179				
6	6	1/2	1/2	9/8	3	1	1/8		1/8	1	180				
6	6	5/8	5/8	9/8	3	1	1/8		1/8	1	181				
6	6	3/4	3/4	9/8	3	1	1/8		1/8	1	182				
6	6	7/8	7/8	9/8	3	1	1/8		1/8	1	183				
6	6	1	1	9/8	3	1	1/8		1/8	1	184				
6	6	0	0	9/8	4	1	1/8		1/8	1	185				
6	6	1/8	1/8	9/8	4	1	1/8		1/8	1	186				
6	6	1/4	1/4	9/8	4	1	1/8		1/8	1	187				
6	6	3/8	3/8	9/8	4	1	1/8		1/8	1	188				
6	6	1/2	1/2	9/8	4	1	1/8		1/8	1	189				
6	6	5/8	5/8	9/8	4	1	1/8		1/8	1	190				
6	6	3/4	3/4	9/8	4	1	1/8		1/8	1	191				
6	6	7/8	7/8	9/8	4	1	1/8		1/8	1	192				
6	6	1	1	9/8	4	1	1/8		1/8	1	193				
7	7	0	0	9/8	1	1	3/8		1/4	3/2	194				
7	7	3/8	3/8	9/8	1	1	3/8		1/4	3/2	195				
7	7	3/4	3/4	9/8	1	1	1/8		1/8	1	196				
7	7	7/8	7/8	9/8	1	1	1/8		1/8	1	197				
7	7	1	1	9/8	1	1	1/8		1/8	1	198				
7	7	0	0	9/8	2	1	1/8		1/8	1	199				
7	7	1/8	1/8	9/8	2	1	1/8		1/8	1	200				
7	7	1/4	1/4	9/8	2	1	1/8		1/8	1	201				
7	7	3/8	3/8	9/8	2	1	1/8		1/8	1	202				
7	7	1/2	1/2	9/8	2	1	1/8		1/8	1	203				
7	7	5/8	5/8	9/8	2	1	1/8		1/8	1	204				
7	7	3/4	3/4	9/8	2	1	1/8		1/8	1	205				
7	7	7/8	7/8	9/8	2	1	1/8		1/8	1	206				
7	7	1	1	9/8	2	1	1/8		1/8	1	207				
7	7	0	0	9/8	3	1	1/8		1/8	1	208				
7	7	1/8	1/8	9/8	3	1	1/8		1/8	1	209				
7	7	1/4	1/4	9/8	3	1	1/8		1/8	1	210				
7	7	3/8	3/8	9/8	3	1	1/8		1/8	1	211				
7	7	1/2	1/2	9/8	3	1	1/8		1/8	1	212				
7	7	5/8	5/8	9/8	3	1	1/8		1/8	1	213				
7	7	3/4	3/4	9/8	3	1	1/8		1/8	1	214				
7	7	7/8	7/8	9/8	3	1	1/8		1/8	1	215				
7	7	1	1	9/8	3	1	1/8		1/8	1	216				
7	7	0	0	9/8	4	1	1/8		1/8	1	217				
7	7	1/8	1/8	9/8	4	1	1/8		1/8	1	218				
7	7	1/4	1/4	9/8	4	1	1/8		1/8	1	219				
7	7	3/8	3/8	9/8	4	1	1/8		1/8	1	220				
7	7	1/2	1/2	9/8	4	1	1/8		1/8	1	221				
7	7	5/8	5/8	9/8	4	1	1/8		1/8	1	222				
7	7	3/4	3/4	9/8	4	1	1/8		1/8	1	223				
7	7	7/8	7/8	9/8	4	1	1/8		1/8	1	224				
7	7	1	1	9/8	4	1	1/8		1/8	1	225				
8	8	0	0	9/8	1	1	0								
8	8	0	0	9/8	1	1	3/8		1/4	3/2	226				
8	8	3/8	3/8	9/8	1	1	3/8		1/4	3/2	227				
8	8	3/4	3/4	9/8	1	1	1/8		1/8	1	228				
8	8	7/8	7/8	9/8	1	1	1/8		1/8	1	229				
8	8	1	1	9/8	1	1	1/8		1/8	1	230				
8	8	0	0	9/8	2	1	0								
8	8	0	0	9/8	2	1	1/8		1/8	1	231				
8	8	1/8	1/8	9/8	2	1	1/8		1/8	1	232				
8	8	1/4	1/4	9/8	2	1	1/8		1/8	1	233				
8	8	3/8	3/8	9/8	2	1	1/8		1/8	1	234				
8	8	1/2	1/2	9/8	2	1	1/8		1/8	1	235				
8	8	5/8	5/8	9/8	2	1	1/8		1/8	1	236				
8	8	3/4	3/4	9/8	2	1	1/8		1/8	1	237				
8	8	7/8	7/8	9/8	2	1	1/8		1/8	1	238				
8	8	1	1	9/8	2	1	1/8		1/8	1	239				
8	8	0	0	9/8	3	1	0								
8	8	0	0	9/8	3	1	1/8		1/8	1	240				
8	8	1/8	1/8	9/8	3	1	1/8		1/8	1	241				
8	8	1/4	1/4	9/8	3	1	1/8		1/8	1	242				
8	8	3/8	3/8	9/8	3	1	1/8		1/8	1	243				
8	8	1/2	1/2	9/8	3	1	1/8		1/8	1	244				
8	8	5/8	5/8	9/8	3	1	1/8		1/8	1	245				
8	8	3/4	3/4	9/8	3	1	1/8		1/8	1	246				
8	8	7/8	7/8	9/8	3	1	1/8		1/8	1	247				
8	8	1	1	9/8	3	1	1/8		1/8	1	248				
8	8	0	0	9/8	4	1	0								
8	8	0	0	9/8	4	1	1/8		1/8	1	249				
8	8	1/8	1/8	9/8	4	1	1/8		1/8	1	250				
8	8	1/4	1/4	9/8	4	1	1/8		1/8	1	251				
8	8	3/8	3/8	9/8	4	1	1/8		1/8	1	252				
8	8	1/2	1/2	9/8	4	1	1/8		1/8	1	253				
8	8	5/8	5/8	9/8	4	1	1/8		1/8	1	254				
8	8	3/4	3/4	9/8	4	1	1/8		1/8	1	255				
8	8	7/8	7/8	9/8	4	1	1/8		1/8	1	256				
8	8	1	1	9/8	4	1	1/8		1/8	1	257				
9	9	0	0	9/8	1	1	0					p			
9	9	0	0	9/8	1	1	1/4		1/4	1	258				
9	9	1/2	1/2	9/8	1	1	1/8		1/8	1	259				
9	9	5/8	5/8	9/8	1	1	1/8		1/8	1	260				
9	9	3/4	3/4	9/8	1	1	1/8		1/8	1	261				
9	9	7/8	7/8	9/8	1	1	1/8		1/8	1	262				
9	9	1	1	9/8	1	1	1/8		1/8	1	263				
9	9	0	0	9/8	2	1	0					p			
9	9	0	0	9/8	2	1	1/4		1/4	1	264				
9	9	1/2	1/2	9/8	2	1	1/8		1/8	1	265				
9	9	5/8	5/8	9/8	2	1	1/8		1/8	1	266				
9	9	3/4	3/4	9/8	2	1	1/8		1/8	1	267				
9	9	7/8	7/8	9/8	2	1	1/8		1/8	1	268				
9	9	1	1	9/8	2	1	1/8		1/8	1	269				
9	9	0	0	9/8	3	1	0					p			
9	9	0	0	9/8	3	1	1/8		1/8	1	270				
9	9	1/8	1/8	9/8	3	1	1/8		1/8	1	271				
9	9	1/4	1/4	9/8	3	1	1/8		1/8	1	272		articStaccatoBelow		
9	9	3/8	3/8	9/8	3	1	3/8		1/4	3/2	273				
9	9	3/4	3/4	9/8	3	1	1/8		1/8	1	274				
9	9	7/8	7/8	9/8	3	1	1/8		1/8	1	275				
9	9	1	1	9/8	3	1	1/8		1/8	1	276				
9	9	0	0	9/8	4	1	0					p			
9	9	0	0	9/8	4	1	1/4		1/4	1	277				
9	9	1/2	1/2	9/8	4	1	1/8		1/8	1	278				
9	9	5/8	5/8	9/8	4	1	1/8		1/8	1	279				
9	9	3/4	3/4	9/8	4	1	1/8		1/8	1	280				
9	9	7/8	7/8	9/8	4	1	1/8		1/8	1	281				
9	9	1	1	9/8	4	1	1/8		1/8	1	282				
10	10	0	0	9/8	1	1	1/4		1/4	1	283				
10	10	3/8	3/8	9/8	1	1	1/4		1/4	1	284				
10	10	5/8	5/8	9/8	1	1	1/8		1/8	1	285				
10	10	3/4	3/4	9/8	1	1	1/8		1/8	1	286				
10	10	7/8	7/8	9/8	1	1	1/8		1/8	1	287				
10	10	1	1	9/8	1	1	1/8		1/8	1	288				
10	10	0	0	9/8	2	1	1/4		1/4	1	289				
10	10	3/8	3/8	9/8	2	1	1/4		1/4	1	290				
10	10	5/8	5/8	9/8	2	1	1/8		1/8	1	291				
10	10	3/4	3/4	9/8	2	1	1/8		1/8	1	292				
10	10	7/8	7/8	9/8	2	1	1/8		1/8	1	293				
10	10	1	1	9/8	2	1	1/8		1/8	1	294				
10	10	0	0	9/8	3	1	3/8		1/4	3/2	295				
10	10	3/8	3/8	9/8	3	1	1/8		1/8	1	296				
10	10	1/2	1/2	9/8	3	1	1/8		1/8	1	297		articStaccatoBelow		
10	10	5/8	5/8	9/8	3	1	1/8		1/8	1	298		articStaccatoBelow		
10	10	3/4	3/4	9/8	3	1	1/8		1/8	1	299				
10	10	7/8	7/8	9/8	3	1	1/8		1/8	1	300				
10	10	1	1	9/8	3	1	1/8		1/8	1	301				
10	10	0	0	9/8	4	1	1/8		1/8	1	302				
10	10	1/8	1/8	9/8	4	1	1/8		1/8	1	303				
10	10	1/4	1/4	9/8	4	1	1/8		1/8	1	304				
10	10	3/8	3/8	9/8	4	1	1/8		1/8	1	305				
10	10	1/2	1/2	9/8	4	1	1/8		1/8	1	306				
10	10	5/8	5/8	9/8	4	1	1/8		1/8	1	307				
10	10	3/4	3/4	9/8	4	1	1/8		1/8	1	308				
10	10	7/8	7/8	9/8	4	1	1/8		1/8	1	309				
10	10	1	1	9/8	4	1	1/8		1/8	1	310				
11	11	0	0	9/8	1	1	1/4		1/4	1	311				
11	11	3/4	3/4	9/8	1	1	0					pp			
11	11	3/4	3/4	9/8	1	1	3/8		1/4	3/2	312				
11	11	0	0	9/8	2	1	1/4		1/4	1	313				
11	11	3/4	3/4	9/8	2	1	0					pp			
11	11	3/4	3/4	9/8	2	1	3/8		1/4	3/2	314				
11	11	0	0	9/8	3	1	1/4		1/4	1	315				
11	11	3/4	3/4	9/8	3	1	0					pp			
11	11	3/4	3/4	9/8	3	1	3/8		1/4	3/2	316				
11	11	0	0	9/8	4	1	1/4		1/4	1	317				
11	11	3/4	3/4	9/8	4	1	0					pp			
11	11	3/4	3/4	9/8	4	1	3/8		1/4	3/2	318				
12	12	0	0	9/8	1	1	1/4		1/4	1	319				
12	12	3/4	3/4	9/8	1	1	3/8		1/4	3/2	320				
12	12	0	0	9/8	2	1	1/4		1/4	1	321				
12	12	3/4	3/4	9/8	2	1	0					sf			
12	12	3/4	3/4	9/8	2	1	3/8		1/4	3/2	322				
12	12	0	0	9/8	3	1	1/4		1/4	1	323				
12	12	3/4	3/4	9/8	3	1	0					sf			
12	12	3/4	3/4	9/8	3	1	0					sf			
12	12	3/4	3/4	9/8	3	1	3/8		1/4	3/2	324				
12	12	0	0	9/8	4	1	1/4		1/4	1	325				
12	12	3/4	3/4	9/8	4	1	0					sf			
12	12	3/4	3/4	9/8	4	1	3/8		1/4	3/2	326				
13	13	0	0	9/8	1	1	1/8		1/8	1	327				
13	13	1/8	1/8	9/8	1	1	1/8		1/8	1	328				
13	13	1/4	1/4	9/8	1	1	1/8		1/8	1	329				
13	13	3/8	3/8	9/8	1	1	1/8		1/8	1	330				
13	13	1/2	1/2	9/8	1	1	1/16		1/16	1	331				
13	13	9/16	9/16	9/8	1	1	1/16		1/16	1	332				
13	13	5/8	5/8	9/8	1	1	1/16		1/16	1	333				
13	13	11/16	11/16	9/8	1	1	1/16		1/16	1	334				
13	13	3/4	3/4	9/8	1	1	1/16		1/16	1	335				
13	13	13/16	13/16	9/8	1	1	1/16		1/16	1	336				
13	13	7/8	7/8	9/8	1	1	1/16		1/16	1	337				
13	13	15/16	15/16	9/8	1	1	1/16		1/16	1	338				
13	13	1	1	9/8	1	1	1/16		1/16	1	339				
13	13	17/16	17/16	9/8	1	1	1/16		1/16	1	340				
13	13	0	0	9/8	2	1	0					p			
13	13	0	0	9/8	2	1	1/4		1/4	1	341				
13	13	1/2	1/2	9/8	2	1	0								
13	13	1/2	1/2	9/8	2	1	1/8		1/8	1	342				
13	13	5/8	5/8	9/8	2	1	1/8		1/8	1	343				
13	13	3/4	3/4	9/8	2	1	1/8		1/8	1	344				
13	13	7/8	7/8	9/8	2	1	1/8		1/8	1	345				
13	13	1	1	9/8	2	1	1/8		1/8	1	346				
13	13	0	0	9/8	3	1	0					p			
13	13	0	0	9/8	3	1	0					p			
13	13	0	0	9/8	3	1	1/4		1/4	1	347				
13	13	1/4	1/4	9/8	3	1	1/8		1/8	1	348				
13	13	3/8	3/8	9/8	3	1	1/8		1/8	1	349				
13	13	1/2	1/2	9/8	3	1	0								
13	13	1/2	1/2	9/8	3	1	0								
13	13	1/2	1/2	9/8	3	1	1/8		1/8	1	350				
13	13	5/8	5/8	9/8	3	1	1/8		1/8	1	351				
13	13	3/4	3/4	9/8	3	1	1/8		1/8	1	352				
13	13	7/8	7/8	9/8	3	1	1/8		1/8	1	353				
13	13	0	0	9/8	4	1	0					p			
13	13	0	0	9/8	4	1	1/8		1/8	1	354				
13	13	1/8	1/8	9/8	4	1	1/8		1/8	1	355				
13	13	1/4	1/4	9/8	4	1	1/8		1/8	1	356				
13	13	3/8	3/8	9/8	4	1	0								
13	13	3/8	3/8	9/8	4	1	3/8		1/4	3/2	357				
13	13	3/4	3/4	9/8	4	1	1/8		1/8	1	358				
13	13	7/8	7/8	9/8	4	1	1/8		1/8	1	359		articStaccatoAbove		
13	13	1	1	9/8	4	1	1/8		1/8	1	360		articStaccatoAbove		
14	14	0	0	9/8	1	1	0					pp			
14	14	0	0	9/8	1	1	1/8		1/8	1	361				
14	14	1/8	1/8	9/8	1	1	1/8		1/8	1	362		articStaccatoBelow		
14	14	1/4	1/4	9/8	1	1	1/8		1/8	1	363		articStaccatoBelow		
14	14	3/8	3/8	9/8	1	1	1/8		1/8	1	364		articStaccatoBelow		
14	14	1/2	1/2	9/8	1	1	1/8		1/8	1	365		articStaccatoBelow		
14	14	5/8	5/8	9/8	1	1	1/8		1/8	1	366		articStaccatoBelow		
14	14	3/4	3/4	9/8	1	1	1/8		1/8	1	367		articStaccatoAbove		
14	14	7/8	7/8	9/8	1	1	1/8		1/8	1	368		articStaccatoAbove		
14	14	1	1	9/8	1	1	1/8		1/8	1	369		articStaccatoAbove		
14	14	0	0	9/8	2	1	0					pp			
14	14	0	0	9/8	2	1	1/8		1/8	1	370		articStaccatoBelow		
14	14	1/8	1/8	9/8	2	1	1/8		1/8	1	371		articStaccatoBelow		
14	14	1/4	1/4	9/8	2	1	1/8		1/8	1	372		articStaccatoBelow		
14	14	3/8	3/8	9/8	2	1	1/8		1/8	1	373				
14	14	1/2	1/2	9/8	2	1	1/8		1/8	1	374				
14	14	5/8	5/8	9/8	2	1	1/8		1/8	1	375				
14	14	3/4	3/4	9/8	2	1	1/8		1/8	1	376				
14	14	7/8	7/8	9/8	2	1	1/8		1/8	1	377				
14	14	1	1	9/8	2	1	1/8		1/8	1	378				
14	14	0	0	9/8	3	1	0					pp			
14	14	0	0	9/8	3	1	1/8		1/8	1	379		articStaccatoBelow		
14	14	1/8	1/8	9/8	3	1	1/8		1/8	1	380		articStaccatoBelow		
14	14	1/4	1/4	9/8	3	1	1/8		1/8	1	381		articStaccatoBelow		
14	14	3/8	3/8	9/8	3	1	1/8		1/8	1	382				
14	14	1/2	1/2	9/8	3	1	1/8		1/8	1	383				
14	14	5/8	5/8	9/8	3	1	1/8		1/8	1	384				
14	14	3/4	3/4	9/8	3	1	1/8		1/8	1	385				
14	14	7/8	7/8	9/8	3	1	1/8		1/8	1	386				
14	14	1	1	9/8	3	1	1/8		1/8	1	387				
14	14	0	0	9/8	4	1	0					pp			
14	14	0	0	9/8	4	1	3/4		1/2	3/2	388				
14	14	3/4	3/4	9/8	4	1	3/8		1/4	3/2	389				
15	15	0	0	9/8	1	1	1/8		1/8	1	390				
15	15	1/8	1/8	9/8	1	1	1/8		1/8	1	391				
15	15	1/4	1/4	9/8	1	1	1/8		1/8	1	392				
15	15	3/8	3/8	9/8	1	1	1/8		1/8	1	393				
