mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm
132	132	3/8	3/8	2/4	3	1	0					p				
132	132	3/8	3/8	2/4	3	1	1/16		1/16	1	1716					
132	132	7/16	7/16	2/4	3	1	1/16		1/16	1	1717					
132	132	0	0	2/4	4	1	0					sf				
132	132	0	0	2/4	4	1	3/8		1/4	3/2	1718					
132	132	3/8	3/8	2/4	4	1	0					p				
132	132	3/8	3/8	2/4	4	1	1/8		1/8	1	1719					
133	133	0	0	2/4	1	1	1/16		1/16	1	1720					
133	133	1/16	1/16	2/4	1	1	1/16		1/16	1	1721					
133	133	1/8	1/8	2/4	1	1	1/16		1/16	1	1722					
133	133	3/16	3/16	2/4	1	1	1/16		1/16	1	1723					
133	133	1/4	1/4	2/4	1	1	1/16		1/16	1	1724					
133	133	5/16	5/16	2/4	1	1	1/16		1/16	1	1725					
133	133	3/8	3/8	2/4	1	1	1/16		1/16	1	1726					
133	133	7/16	7/16	2/4	1	1	1/16		1/16	1	1727					
133	133	0	0	2/4	2	1	1/8		1/8	1	1728		articStaccatoAbove			
133	133	1/8	1/8	2/4	2	1	1/8		1/8	1	1729		articStaccatoAbove			
133	133	1/4	1/4	2/4	2	1	1/8		1/8	1	1730		articStaccatoAbove			
133	133	3/8	3/8	2/4	2	1	1/8		1/8	1	1731		articStaccatoAbove			
133	133	0	0	2/4	3	1	1/16		1/16	1	1732					
133	133	1/16	1/16	2/4	3	1	1/16		1/16	1	1733					
133	133	1/8	1/8	2/4	3	1	1/16		1/16	1	1734					
133	133	3/16	3/16	2/4	3	1	1/16		1/16	1	1735					
133	133	1/4	1/4	2/4	3	1	1/16		1/16	1	1736					
133	133	5/16	5/16	2/4	3	1	1/16		1/16	1	1737					
133	133	3/8	3/8	2/4	3	1	1/16		1/16	1	1738					
133	133	7/16	7/16	2/4	3	1	1/16		1/16	1	1739					
133	133	0	0	2/4	4	1	1/8		1/8	1	1740		articStaccatoAbove			
133	133	1/8	1/8	2/4	4	1	1/8		1/8	1	1741		articStaccatoAbove			
133	133	1/4	1/4	2/4	4	1	1/8		1/8	1	1742		articStaccatoAbove			
133	133	3/8	3/8	2/4	4	1	1/8		1/8	1	1743		articStaccatoAbove			
134	134	0	0	2/4	1	1	1/16		1/16	1	1744					
134	134	1/16	1/16	2/4	1	1	1/16		1/16	1	1745					
134	134	0	0	2/4	2	1	1/8		1/8	1	1746					
134	134	0	0	2/4	3	1	1/16		1/16	1	1747					
134	134	1/16	1/16	2/4	3	1	1/16		1/16	1	1748					
134	134	0	0	2/4	4	1	1/4		1/4	1	1749					
135	135	0	0	2/4	1	1	0									
135	135	0	0	2/4	1	1	1/4		1/4	1	1750		articStaccatoAbove			
135	135	1/4	1/4	2/4	1	1	1/4		1/4	1	1751		articStaccatoAbove			
135	135	0	0	2/4	2	1	0									
135	135	0	0	2/4	2	1	1/4		1/4	1	1752		articStaccatoBelow			
135	135	1/4	1/4	2/4	2	1	1/4		1/4	1	1753		articStaccatoBelow			
135	135	0	0	2/4	3	1	0									
135	135	0	0	2/4	3	1	1/4		1/4	1	1754		articStaccatoAbove			
135	135	1/4	1/4	2/4	3	1	1/4		1/4	1	1755		articStaccatoAbove			
135	135	0	0	2/4	4	1	0									
135	135	0	0	2/4	4	1	1/4		1/4	1	1756		articStaccatoAbove			
135	135	1/4	1/4	2/4	4	1	1/4		1/4	1	1757		articStaccatoAbove			
136	136	0	0	2/4	1	1	0					sf				
136	136	0	0	2/4	1	1	3/8		1/4	3/2	1758					
136	136	3/8	3/8	2/4	1	1	0					p				
136	136	3/8	3/8	2/4	1	1	1/16		1/16	1	1759					
136	136	7/16	7/16	2/4	1	1	1/16		1/16	1	1760					
136	136	0	0	2/4	2	1	0					sf				
136	136	0	0	2/4	2	1	3/8		1/4	3/2	1761					
136	136	3/8	3/8	2/4	2	1	0					p				
136	136	3/8	3/8	2/4	2	1	1/16		1/16	1	1762					
136	136	7/16	7/16	2/4	2	1	1/16		1/16	1	1763					
136	136	0	0	2/4	3	1	0					sf				
136	136	0	0	2/4	3	1	3/8		1/4	3/2	1764					
136	136	3/8	3/8	2/4	3	1	0					p				
136	136	3/8	3/8	2/4	3	1	1/8		1/8	1	1765					
136	136	0	0	2/4	4	1	0					sf				
136	136	0	0	2/4	4	1	3/8		1/4	3/2	1766					
136	136	3/8	3/8	2/4	4	1	0					p				
136	136	3/8	3/8	2/4	4	1	1/8		1/8	1	1767					
137	137	0	0	2/4	1	1	1/16		1/16	1	1768					
137	137	1/16	1/16	2/4	1	1	1/16		1/16	1	1769					
137	137	1/8	1/8	2/4	1	1	1/16		1/16	1	1770					
137	137	3/16	3/16	2/4	1	1	1/16		1/16	1	1771					
137	137	1/4	1/4	2/4	1	1	1/16		1/16	1	1772					
137	137	5/16	5/16	2/4	1	1	1/16		1/16	1	1773					
137	137	3/8	3/8	2/4	1	1	1/16		1/16	1	1774					
137	137	7/16	7/16	2/4	1	1	1/16		1/16	1	1775					
137	137	0	0	2/4	2	1	1/16		1/16	1	1776					
137	137	1/16	1/16	2/4	2	1	1/16		1/16	1	1777					
137	137	1/8	1/8	2/4	2	1	1/16		1/16	1	1778					
137	137	3/16	3/16	2/4	2	1	1/16		1/16	1	1779					
137	137	1/4	1/4	2/4	2	1	1/16		1/16	1	1780					
137	137	5/16	5/16	2/4	2	1	1/16		1/16	1	1781					
137	137	3/8	3/8	2/4	2	1	1/16		1/16	1	1782					
137	137	7/16	7/16	2/4	2	1	1/16		1/16	1	1783					
137	137	0	0	2/4	3	1	1/8		1/8	1	1784					
137	137	1/8	1/8	2/4	3	1	1/8		1/8	1	1785					
137	137	1/4	1/4	2/4	3	1	1/8		1/8	1	1786					
137	137	3/8	3/8	2/4	3	1	1/8		1/8	1	1787					
137	137	0	0	2/4	4	1	1/8		1/8	1	1788					
137	137	1/8	1/8	2/4	4	1	1/8		1/8	1	1789					
137	137	1/4	1/4	2/4	4	1	1/8		1/8	1	1790					
137	137	3/8	3/8	2/4	4	1	1/8		1/8	1	1791					
138	138	0	0	2/4	1	1	1/16		1/16	1	1792					
138	138	1/16	1/16	2/4	1	1	1/16		1/16	1	1793					
138	138	3/8	3/8	2/4	1	1	1/16		1/16	1	1794					
138	138	7/16	7/16	2/4	1	1	1/16		1/16	1	1795					
138	138	0	0	2/4	2	1	1/16		1/16	1	1796					
138	138	1/16	1/16	2/4	2	1	1/16		1/16	1	1797					
138	138	3/8	3/8	2/4	2	1	1/16		1/16	1	1798					
138	138	7/16	7/16	2/4	2	1	1/16		1/16	1	1799					
138	138	0	0	2/4	3	1	1/8		1/8	1	1800					
138	138	0	0	2/4	4	1	1/4		1/4	1	1801					
139	139	0	0	2/4	1	1	1/16		1/16	1	1802					
139	139	1/16	1/16	2/4	1	1	1/16		1/16	1	1803					
139	139	1/8	1/8	2/4	1	1	1/16		1/16	1	1804					
139	139	3/16	3/16	2/4	1	1	1/16		1/16	1	1805					
139	139	1/4	1/4	2/4	1	1	1/16		1/16	1	1806					
139	139	5/16	5/16	2/4	1	1	1/16		1/16	1	1807					
139	139	3/8	3/8	2/4	1	1	1/16		1/16	1	1808					
139	139	7/16	7/16	2/4	1	1	1/16		1/16	1	1809					
139	139	0	0	2/4	2	1	1/16		1/16	1	1810					
139	139	1/16	1/16	2/4	2	1	1/16		1/16	1	1811					
139	139	1/8	1/8	2/4	2	1	1/16		1/16	1	1812					
139	139	3/16	3/16	2/4	2	1	1/16		1/16	1	1813					
139	139	1/4	1/4	2/4	2	1	1/16		1/16	1	1814					
139	139	5/16	5/16	2/4	2	1	1/16		1/16	1	1815					
139	139	3/8	3/8	2/4	2	1	1/16		1/16	1	1816					
139	139	7/16	7/16	2/4	2	1	1/16		1/16	1	1817					
140	140	0	0	2/4	1	1	1/16		1/16	1	1818					
140	140	1/16	1/16	2/4	1	1	1/16		1/16	1	1819					
140	140	3/8	3/8	2/4	1	1	0									
140	140	3/8	3/8	2/4	1	1	1/16		1/16	1	1820					
140	140	7/16	7/16	2/4	1	1	1/16		1/16	1	1821					
140	140	0	0	2/4	2	1	1/16		1/16	1	1822					
140	140	1/16	1/16	2/4	2	1	1/16		1/16	1	1823					
140	140	3/8	3/8	2/4	2	1	0									
140	140	3/8	3/8	2/4	2	1	1/16		1/16	1	1824					
140	140	7/16	7/16	2/4	2	1	1/16		1/16	1	1825					
140	140	1/8	1/8	2/4	3	1	0									
140	140	1/8	1/8	2/4	3	1	1/16		1/16	1	1826					
140	140	3/16	3/16	2/4	3	1	1/16		1/16	1	1827					
140	140	1/4	1/4	2/4	3	1	1/16		1/16	1	1828					
140	140	5/16	5/16	2/4	3	1	1/16		1/16	1	1829					
140	140	1/8	1/8	2/4	4	1	0									
140	140	1/8	1/8	2/4	4	1	1/16		1/16	1	1830					
140	140	3/16	3/16	2/4	4	1	1/16		1/16	1	1831					
140	140	1/4	1/4	2/4	4	1	1/16		1/16	1	1832					
140	140	5/16	5/16	2/4	4	1	1/16		1/16	1	1833					
141	141	0	0	2/4	1	1	0					pp				
141	141	0	0	2/4	1	1	1/16		1/16	1	1834					
141	141	1/16	1/16	2/4	1	1	1/16		1/16	1	1835					
141	141	3/8	3/8	2/4	1	1	1/16		1/16	1	1836					
141	141	7/16	7/16	2/4	1	1	1/16		1/16	1	1837					
141	141	0	0	2/4	2	1	0					pp				
141	141	0	0	2/4	2	1	1/16		1/16	1	1838					
141	141	1/16	1/16	2/4	2	1	1/16		1/16	1	1839					
141	141	3/8	3/8	2/4	2	1	1/16		1/16	1	1840					
141	141	7/16	7/16	2/4	2	1	1/16		1/16	1	1841					
141	141	1/8	1/8	2/4	3	1	0					pp				
141	141	1/8	1/8	2/4	3	1	1/16		1/16	1	1842					
141	141	3/16	3/16	2/4	3	1	1/16		1/16	1	1843					
141	141	1/4	1/4	2/4	3	1	1/16		1/16	1	1844					
141	141	5/16	5/16	2/4	3	1	1/16		1/16	1	1845					
141	141	1/8	1/8	2/4	4	1	0					pp				
141	141	1/8	1/8	2/4	4	1	1/16		1/16	1	1846					
141	141	3/16	3/16	2/4	4	1	1/16		1/16	1	1847					
141	141	1/4	1/4	2/4	4	1	1/16		1/16	1	1848					
141	141	5/16	5/16	2/4	4	1	1/16		1/16	1	1849					
142	142	0	0	2/4	1	1	1/16		1/16	1	1850					
142	142	1/16	1/16	2/4	1	1	1/16		1/16	1	1851					
142	142	0	0	2/4	2	1	1/16		1/16	1	1852					
142	142	1/16	1/16	2/4	2	1	1/16		1/16	1	1853					
142	142	0	0	2/4	4	1	0					f				
142	142	0	0	2/4	4	1	1/4		1/4	1	1854		articStaccatoAbove			
142	142	1/4	1/4	2/4	4	1	1/4		1/4	1	1855		articStaccatoAbove			
143	143	0	0	2/4	4	1	0					sf				
143	143	0	0	2/4	4	1	1/2		1/2	1	1856					
144	144	0	0	2/4	3	1	0					f				
144	144	0	0	2/4	3	1	1/4		1/4	1	1857		articStaccatoAbove			
144	144	1/4	1/4	2/4	3	1	1/4		1/4	1	1858		articStaccatoAbove			
144	144	0	0	2/4	4	1	0					f				
144	144	0	0	2/4	4	1	1/4		1/4	1	1859		articStaccatoAbove			
144	144	1/4	1/4	2/4	4	1	1/4		1/4	1	1860		articStaccatoAbove			
145	145	0	0	2/4	3	1	0					sf				
145	145	0	0	2/4	3	1	1/2		1/2	1	1861					
145	145	0	0	2/4	4	1	0					sf				
145	145	0	0	2/4	4	1	1/2		1/2	1	1862					
146	146	0	0	2/4	1	1	1/4		1/4	1	1863		articStaccatoBelow			
146	146	1/4	1/4	2/4	1	1	1/4		1/4	1	1864		articStaccatoBelow			
146	146	0	0	2/4	2	1	0					f				
146	146	0	0	2/4	3	1	1/8		1/8	1	1865		articStaccatoAbove			
146	146	1/8	1/8	2/4	3	1	1/8		1/8	1	1866		articStaccatoAbove			
146	146	1/4	1/4	2/4	3	1	1/8		1/8	1	1867		articStaccatoAbove			
146	146	3/8	3/8	2/4	3	1	1/8		1/8	1	1868		articStaccatoAbove			
146	146	0	0	2/4	4	1	1/4		1/4	1	1869					
146	146	1/4	1/4	2/4	4	1	1/32		1/32	1	1870					
146	146	9/32	9/32	2/4	4	1	1/32		1/32	1	1871					
146	146	5/16	5/16	2/4	4	1	1/32		1/32	1	1872					
146	146	11/32	11/32	2/4	4	1	1/32		1/32	1	1873					
146	146	3/8	3/8	2/4	4	1	1/32		1/32	1	1874					
146	146	13/32	13/32	2/4	4	1	1/32		1/32	1	1875					
146	146	7/16	7/16	2/4	4	1	1/32		1/32	1	1876					
146	146	15/32	15/32	2/4	4	1	1/32		1/32	1	1877					
147	147	0	0	2/4	1	1	1/2		1/2	1	1878					
147	147	0	0	2/4	2	1	0					sf				
147	147	0	0	2/4	3	1	1/8		1/8	1	1879		articStaccatoBelow			
147	147	1/8	1/8	2/4	3	1	1/8		1/8	1	1880		articStaccatoBelow			
147	147	1/4	1/4	2/4	3	1	1/8		1/8	1	1881		articStaccatoBelow			
147	147	3/8	3/8	2/4	3	1	1/8		1/8	1	1882		articStaccatoBelow			
147	147	0	0	2/4	4	1	1/4		1/4	1	1883					
147	147	7/16	7/16	2/4	4	1	1/16		1/16	1	1884					
148	148	0	0	2/4	1	1	1/4		1/4	1	1885		articStaccatoBelow			
148	148	1/4	1/4	2/4	1	1	1/4		1/4	1	1886		articStaccatoBelow			
148	148	0	0	2/4	2	1	1/4		1/4	1	1887		articStaccatoBelow			
148	148	1/4	1/4	2/4	2	1	1/4		1/4	1	1888		articStaccatoBelow			
148	148	0	0	2/4	3	1	0					f				
148	148	0	0	2/4	3	1	1/8		1/8	1	1889		articStaccatoBelow			
148	148	1/8	1/8	2/4	3	1	1/8		1/8	1	1890		articStaccatoBelow			
148	148	1/4	1/4	2/4	3	1	1/8		1/8	1	1891		articStaccatoBelow			
148	148	3/8	3/8	2/4	3	1	1/8		1/8	1	1892		articStaccatoBelow			
148	148	0	0	2/4	4	1	0	acciaccatura	1/8	1	1893					
148	148	0	0	2/4	4	1	1/8		1/8	1	1894					
148	148	7/32	7/32	2/4	4	1	1/32		1/32	1	1895					
148	148	1/4	1/4	2/4	4	1	1/8		1/8	1	1896					
148	148	15/32	15/32	2/4	4	1	1/32		1/32	1	1897					
149	149	0	0	2/4	1	1	0					sf				
149	149	0	0	2/4	1	1	1/2		1/2	1	1898					
149	149	0	0	2/4	2	1	0					sf				
149	149	0	0	2/4	2	1	3/8		1/4	3/2	1899					
149	149	3/8	3/8	2/4	2	1	1/8		1/8	1	1900					
149	149	0	0	2/4	3	1	0					sf				
149	149	0	0	2/4	3	1	1/8		1/8	1	1901		articStaccatoBelow			
149	149	1/8	1/8	2/4	3	1	1/8		1/8	1	1902		articStaccatoBelow			
149	149	1/4	1/4	2/4	3	1	1/8		1/8	1	1903		articStaccatoBelow			
149	149	3/8	3/8	2/4	3	1	1/8		1/8	1	1904		articStaccatoBelow			
149	149	0	0	2/4	4	1	0					sf				
149	149	0	0	2/4	4	1	3/8		1/4	3/2	1905					
149	149	3/8	3/8	2/4	4	1	1/8		1/8	1	1906					
150	150	0	0	2/4	1	1	0					f				
150	150	0	0	2/4	1	1	1/4		1/4	1	1907					
150	150	1/4	1/4	2/4	1	1	1/32		1/32	1	1908					
150	150	9/32	9/32	2/4	1	1	1/32		1/32	1	1909					
150	150	5/16	5/16	2/4	1	1	1/32		1/32	1	1910					
150	150	11/32	11/32	2/4	1	1	1/32		1/32	1	1911					
150	150	3/8	3/8	2/4	1	1	1/32		1/32	1	1912					
150	150	13/32	13/32	2/4	1	1	1/32		1/32	1	1913					
150	150	7/16	7/16	2/4	1	1	1/32		1/32	1	1914					
150	150	15/32	15/32	2/4	1	1	1/32		1/32	1	1915					
150	150	0	0	2/4	2	1	1/4		1/4	1	1916					
150	150	0	0	2/4	3	1	0					f				
150	150	0	0	2/4	3	1	1/8		1/8	1	1917					
150	150	1/8	1/8	2/4	3	1	1/4		1/4	1	1918					
150	150	3/8	3/8	2/4	3	1	1/8		1/8	1	1919					
150	150	0	0	2/4	4	1	0					f				
150	150	0	0	2/4	4	1	1/8		1/8	1	1920		articStaccatoAbove			
150	150	1/8	1/8	2/4	4	1	1/8		1/8	1	1921		articStaccatoAbove			
150	150	1/4	1/4	2/4	4	1	1/8		1/8	1	1922		articStaccatoBelow			
150	150	3/8	3/8	2/4	4	1	1/8		1/8	1	1923		articStaccatoBelow			
151	151	0	0	2/4	1	1	1/4		1/4	1	1924					
151	151	7/16	7/16	2/4	1	1	1/16		1/16	1	1925					
151	151	0	0	2/4	2	1	1/4		1/4	1	1926					
151	151	1/4	1/4	2/4	2	1	1/32		1/32	1	1927					
151	151	9/32	9/32	2/4	2	1	1/32		1/32	1	1928					
151	151	5/16	5/16	2/4	2	1	1/32		1/32	1	1929					
151	151	11/32	11/32	2/4	2	1	1/32		1/32	1	1930					
151	151	3/8	3/8	2/4	2	1	1/32		1/32	1	1931					
151	151	13/32	13/32	2/4	2	1	1/32		1/32	1	1932					
151	151	7/16	7/16	2/4	2	1	1/32		1/32	1	1933					
151	151	15/32	15/32	2/4	2	1	1/32		1/32	1	1934					
151	151	0	0	2/4	3	1	0					f				
151	151	0	0	2/4	3	1	1/8		1/8	1	1935					
151	151	1/8	1/8	2/4	3	1	1/4		1/4	1	1936					
151	151	3/8	3/8	2/4	3	1	1/8		1/8	1	1937					
151	151	0	0	2/4	4	1	1/8		1/8	1	1938		articStaccatoBelow			
151	151	1/8	1/8	2/4	4	1	1/8		1/8	1	1939		articStaccatoBelow			
151	151	1/4	1/4	2/4	4	1	1/8		1/8	1	1940		articStaccatoBelow			
151	151	3/8	3/8	2/4	4	1	1/8		1/8	1	1941		articStaccatoBelow			
152	152	0	0	2/4	1	1	0	acciaccatura	1/8	1	1942					
152	152	0	0	2/4	1	1	1/8		1/8	1	1943					
152	152	7/32	7/32	2/4	1	1	1/32		1/32	1	1944					
152	152	1/4	1/4	2/4	1	1	1/8		1/8	1	1945					
152	152	15/32	15/32	2/4	1	1	1/32		1/32	1	1946					
152	152	0	0	2/4	2	1	1/4		1/4	1	1947					
152	152	15/32	15/32	2/4	2	1	1/32		1/32	1	1948					
152	152	0	0	2/4	3	1	1/8		1/8	1	1949					
152	152	1/8	1/8	2/4	3	1	1/4		1/4	1	1950					
152	152	3/8	3/8	2/4	3	1	1/8		1/8	1	1951					
152	152	0	0	2/4	4	1	1/8		1/8	1	1952		articStaccatoBelow			
152	152	1/8	1/8	2/4	4	1	1/8		1/8	1	1953		articStaccatoBelow			
152	152	1/4	1/4	2/4	4	1	1/8		1/8	1	1954		articStaccatoBelow			
152	152	3/8	3/8	2/4	4	1	1/8		1/8	1	1955		articStaccatoBelow			
153	153	0	0	2/4	1	1	0									
153	153	0	0	2/4	1	1	1/4		1/4	1	1956					
153	153	3/8	3/8	2/4	1	1	1/8		1/8	1	1957					
153	153	0	0	2/4	2	1	0									
153	153	0	0	2/4	2	1	1/8		1/8	1	1958					
153	153	7/32	7/32	2/4	2	1	1/32		1/32	1	1959					
153	153	1/4	1/4	2/4	2	1	1/8		1/8	1	1960					
153	153	15/32	15/32	2/4	2	1	1/32		1/32	1	1961					
153	153	0	0	2/4	3	1	0									
153	153	0	0	2/4	3	1	1/8		1/8	1	1962					
153	153	1/8	1/8	2/4	3	1	1/4		1/4	1	1963					
153	153	3/8	3/8	2/4	3	1	1/8		1/8	1	1964					
153	153	0	0	2/4	4	1	0									
153	153	0	0	2/4	4	1	1/8		1/8	1	1965		articStaccatoAbove			
153	153	1/8	1/8	2/4	4	1	1/8		1/8	1	1966		articStaccatoAbove			
153	153	1/4	1/4	2/4	4	1	1/8		1/8	1	1967		articStaccatoAbove			
153	153	3/8	3/8	2/4	4	1	1/8		1/8	1	1968		articStaccatoAbove			
154	154	0	0	2/4	1	1	1/8		1/8	1	1969					
154	154	1/8	1/8	2/4	1	1	1/8		1/8	1	1970					
154	154	1/4	1/4	2/4	1	1	1/16		1/16	1	1971					
154	154	5/16	5/16	2/4	1	1	1/16		1/16	1	1972					
154	154	3/8	3/8	2/4	1	1	1/16		1/16	1	1973					
154	154	7/16	7/16	2/4	1	1	1/16		1/16	1	1974					
154	154	0	0	2/4	2	1	0					sf				
154	154	0	0	2/4	2	1	1/8		1/8	1	1975					
154	154	1/8	1/8	2/4	2	1	1/4		1/4	1	1976					
154	154	3/8	3/8	2/4	2	1	1/8		1/8	1	1977					
154	154	0	0	2/4	3	1	1/8		1/8	1	1978					
154	154	1/4	1/4	2/4	3	1	0					sf				
154	154	1/4	1/4	2/4	3	1	1/4		1/4	1	1979					
154	154	0	0	2/4	4	1	1/8		1/8	1	1980		articStaccatoAbove			
154	154	1/8	1/8	2/4	4	1	1/8		1/8	1	1981		articStaccatoAbove			
154	154	1/4	1/4	2/4	4	1	1/8		1/8	1	1982		articStaccatoBelow			
154	154	3/8	3/8	2/4	4	1	1/8		1/8	1	1983		articStaccatoBelow			
155	155	0	0	2/4	1	1	1/8		1/8	1	1984					
155	155	1/8	1/8	2/4	1	1	1/8		1/8	1	1985					
155	155	1/4	1/4	2/4	1	1	1/8		1/8	1	1986					
155	155	3/8	3/8	2/4	1	1	1/8		1/8	1	1987					
155	155	0	0	2/4	2	1	0					sf				
155	155	0	0	2/4	2	1	3/8		1/4	3/2	1988					
155	155	3/8	3/8	2/4	2	1	1/8		1/8	1	1989					
155	155	0	0	2/4	3	1	1/8		1/8	1	1990					
155	155	1/8	1/8	2/4	3	1	1/8		1/8	1	1991					
155	155	1/4	1/4	2/4	3	1	0					sf				
155	155	1/4	1/4	2/4	3	1	1/4		1/4	1	1992					
155	155	0	0	2/4	4	1	1/8		1/8	1	1993		articStaccatoBelow			
155	155	1/8	1/8	2/4	4	1	1/8		1/8	1	1994		articStaccatoBelow			
155	155	1/4	1/4	2/4	4	1	1/8		1/8	1	1995		articStaccatoBelow			
155	155	3/8	3/8	2/4	4	1	1/8		1/8	1	1996		articStaccatoBelow			
156	156	0	0	2/4	1	1	0					p				
156	156	0	0	2/4	1	1	1/8		1/8	1	1997					
156	156	1/8	1/8	2/4	1	1	1/8		1/8	1	1998					
156	156	1/4	1/4	2/4	1	1	1/16		1/16	1	1999					
156	156	5/16	5/16	2/4	1	1	1/16		1/16	1	2000					
156	156	3/8	3/8	2/4	1	1	1/16		1/16	1	2001					
156	156	7/16	7/16	2/4	1	1	1/16		1/16	1	2002					
156	156	0	0	2/4	2	1	0					p				
156	156	0	0	2/4	2	1	1/8		1/8	1	2003		articStaccatoAbove			
156	156	1/8	1/8	2/4	2	1	1/8		1/8	1	2004		articStaccatoAbove			
156	156	1/4	1/4	2/4	2	1	1/8		1/8	1	2005		articStaccatoBelow			
156	156	3/8	3/8	2/4	2	1	1/16		1/16	1	2006					
156	156	7/16	7/16	2/4	2	1	1/16		1/16	1	2007					
156	156	0	0	2/4	3	1	0					p				
156	156	0	0	2/4	3	1	1/8		1/8	1	2008		articStaccatoAbove			
156	156	1/8	1/8	2/4	3	1	1/8		1/8	1	2009		articStaccatoAbove			
156	156	1/4	1/4	2/4	3	1	1/8		1/8	1	2010		articStaccatoBelow			
156	156	3/8	3/8	2/4	3	1	1/16		1/16	1	2011					
156	156	7/16	7/16	2/4	3	1	1/16		1/16	1	2012					
156	156	0	0	2/4	4	1	0					p				
156	156	0	0	2/4	4	1	1/8		1/8	1	2013					
156	156	1/8	1/8	2/4	4	1	1/8		1/8	1	2014					
156	156	1/4	1/4	2/4	4	1	1/8		1/8	1	2015					
156	156	3/8	3/8	2/4	4	1	1/8		1/8	1	2016					
157	157	0	0	2/4	1	1	1/4		1/4	1	2017					
157	157	0	0	2/4	2	1	1/4		1/4	1	2018					
157	157	0	0	2/4	3	1	1/4		1/4	1	2019					
157	157	0	0	2/4	4	1	1/4		1/4	1	2020					
158	158	0	0	2/4	1	1	0					f				
158	158	0	0	2/4	1	1	1/4		1/4	1	2021					
158	158	1/4	1/4	2/4	1	1	1/32		1/32	1	2022					
158	158	9/32	9/32	2/4	1	1	1/32		1/32	1	2023					
158	158	5/16	5/16	2/4	1	1	1/32		1/32	1	2024					
158	158	11/32	11/32	2/4	1	1	1/32		1/32	1	2025					
158	158	3/8	3/8	2/4	1	1	1/32		1/32	1	2026					
158	158	13/32	13/32	2/4	1	1	1/32		1/32	1	2027					
158	158	7/16	7/16	2/4	1	1	1/32		1/32	1	2028					
158	158	15/32	15/32	2/4	1	1	1/32		1/32	1	2029					
158	158	0	0	2/4	2	1	1/2		1/2	1	2030					
158	158	0	0	2/4	3	1	0					f				
158	158	0	0	2/4	3	1	1/2		1/2	1	2031					
158	158	0	0	2/4	4	1	0					f				
158	158	0	0	2/4	4	1	0					f				
158	158	0	0	2/4	4	1	1/2		1/2	1	2032					
159	159	0	0	2/4	1	1	0					p				
159	159	0	0	2/4	1	1	1/4		1/4	1	2033					
159	159	7/16	7/16	2/4	1	1	1/16		1/16	1	2034					
159	159	0	0	2/4	2	1	1/4		1/4	1	2035					
159	159	7/16	7/16	2/4	2	1	1/16		1/16	1	2036					
159	159	0	0	2/4	3	1	0					p				
159	159	0	0	2/4	3	1	1/4		1/4	1	2037					
159	159	7/16	7/16	2/4	3	1	1/16		1/16	1	2038					
159	159	0	0	2/4	4	1	0					p				
159	159	0	0	2/4	4	1	0					p				
159	159	0	0	2/4	4	1	1/4		1/4	1	2039					
159	159	7/16	7/16	2/4	4	1	1/16		1/16	1	2040					
160	160	0	0	2/4	1	1	1/8		1/8	1	2041					
160	160	7/32	7/32	2/4	1	1	1/32		1/32	1	2042					
160	160	1/4	1/4	2/4	1	1	1/8		1/8	1	2043					
160	160	15/32	15/32	2/4	1	1	1/32		1/32	1	2044					
160	160	0	0	2/4	2	1	1/8		1/8	1	2045					
160	160	7/32	7/32	2/4	2	1	1/32		1/32	1	2046					
160	160	1/4	1/4	2/4	2	1	1/8		1/8	1	2047					
160	160	15/32	15/32	2/4	2	1	1/32		1/32	1	2048					
160	160	0	0	2/4	3	1	1/8		1/8	1	2049					
160	160	7/32	7/32	2/4	3	1	1/32		1/32	1	2050					
160	160	1/4	1/4	2/4	3	1	1/8		1/8	1	2051					
160	160	15/32	15/32	2/4	3	1	1/32		1/32	1	2052					
160	160	0	0	2/4	4	1	7/32		1/8	7/4	2053					
160	160	7/32	7/32	2/4	4	1	1/32		1/32	1	2054					
160	160	1/4	1/4	2/4	4	1	7/32		1/8	7/4	2055					
160	160	15/32	15/32	2/4	4	1	1/32		1/32	1	2056					
161	161	0	0	2/4	1	1	1/8		1/8	1	2057					
161	161	0	0	2/4	2	1	1/8		1/8	1	2058					
161	161	0	0	2/4	3	1	1/8		1/8	1	2059					
161	161	0	0	2/4	4	1	1/8		1/8	1	2060					
162	162	0	0	2/4	2	1	0					pp				
162	162	0	0	2/4	2	1	1/4		1/4	1	2061					
162	162	1/4	1/4	2/4	2	1	1/32		1/32	1	2062					
162	162	9/32	9/32	2/4	2	1	1/32		1/32	1	2063					
162	162	5/16	5/16	2/4	2	1	1/32		1/32	1	2064					
162	162	11/32	11/32	2/4	2	1	1/32		1/32	1	2065					
162	162	3/8	3/8	2/4	2	1	1/32		1/32	1	2066					
162	162	13/32	13/32	2/4	2	1	1/32		1/32	1	2067					
162	162	7/16	7/16	2/4	2	1	1/32		1/32	1	2068					
162	162	15/32	15/32	2/4	2	1	1/32		1/32	1	2069					
162	162	0	0	2/4	3	1	0					pp				
162	162	0	0	2/4	3	1	1/4		1/4	1	2070					
162	162	1/4	1/4	2/4	3	1	1/4		1/4	1	2071					
163	163	0	0	2/4	1	1	0					pp				
163	163	0	0	2/4	1	1	1/4		1/4	1	2072					
163	163	1/4	1/4	2/4	1	1	1/32		1/32	1	2073					
