mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	Trill:trill
44	44	1/4	1/4	2/4	1	1	0					f					
44	44	1/4	1/4	2/4	1	1	3/16		1/8	3/2	777						
44	44	7/16	7/16	2/4	1	1	1/32		1/32	1	778						
44	44	15/32	15/32	2/4	1	1	1/32		1/32	1	779						
44	44	0	0	2/4	2	1	0					sf					
44	44	0	0	2/4	2	1	1/8		1/8	1	780						
44	44	1/8	1/8	2/4	2	1	1/16		1/16	1	781						
44	44	3/16	3/16	2/4	2	1	1/32		1/32	1	782						
44	44	7/32	7/32	2/4	2	1	1/32		1/32	1	783						
44	44	1/4	1/4	2/4	2	1	0					f					
44	44	1/4	1/4	2/4	2	1	1/8		1/8	1	784						
44	44	3/8	3/8	2/4	2	1	1/8		1/8	1	785						
44	44	0	0	2/4	3	1	0					sf					
44	44	0	0	2/4	3	1	1/8		1/8	1	786						
44	44	1/8	1/8	2/4	3	1	1/16		1/16	1	787						
44	44	3/16	3/16	2/4	3	1	1/32		1/32	1	788						
44	44	7/32	7/32	2/4	3	1	1/32		1/32	1	789						
44	44	1/4	1/4	2/4	3	1	0					f					
44	44	1/4	1/4	2/4	3	1	1/8		1/8	1	790						
44	44	3/8	3/8	2/4	3	1	1/8		1/8	1	791						
44	44	0	0	2/4	4	1	0					sf					
44	44	0	0	2/4	4	1	1/16		1/16	1	792						
44	44	1/16	1/16	2/4	4	1	1/16		1/16	1	793						
44	44	1/8	1/8	2/4	4	1	1/16		1/16	1	794						
44	44	3/16	3/16	2/4	4	1	1/16		1/16	1	795						
44	44	1/4	1/4	2/4	4	1	0					f					
44	44	1/4	1/4	2/4	4	1	1/16		1/16	1	796						
44	44	5/16	5/16	2/4	4	1	1/16		1/16	1	797						
44	44	3/8	3/8	2/4	4	1	1/16		1/16	1	798						
44	44	7/16	7/16	2/4	4	1	1/16		1/16	1	799						
45	45	0	0	2/4	1	1	1/32		1/32	1	800						
45	45	1/32	1/32	2/4	1	1	1/32		1/32	1	801						
45	45	1/16	1/16	2/4	1	1	1/32		1/32	1	802						
45	45	3/32	3/32	2/4	1	1	1/32		1/32	1	803						
45	45	1/8	1/8	2/4	1	1	1/32		1/32	1	804						
45	45	5/32	5/32	2/4	1	1	1/32		1/32	1	805						
45	45	3/16	3/16	2/4	1	1	1/32		1/32	1	806						
45	45	7/32	7/32	2/4	1	1	1/32		1/32	1	807						
45	45	1/4	1/4	2/4	1	1	0							decresc.			
45	45	1/4	1/4	2/4	1	1	1/16		1/16	1	808						
45	45	5/16	5/16	2/4	1	1	1/16		1/16	1	809						
45	45	3/8	3/8	2/4	1	1	1/16		1/16	1	810						
45	45	7/16	7/16	2/4	1	1	1/16		1/16	1	811						
46	46	0	0	2/4	1	1	1/8		1/8	1	812						
46	46	1/8	1/8	2/4	1	1	1/8		1/8	1	813						
46	46	1/4	1/4	2/4	1	1	1/8		1/8	1	814						
46	46	3/8	3/8	2/4	1	1	1/8		1/8	1	815						
47	47	0	0	2/4	1	1	0					p					
47	47	0	0	2/4	1	1	1/8		1/8	1	816						
47	47	1/8	1/8	2/4	1	1	1/8		1/8	1	817						
47	47	1/4	1/4	2/4	1	1	1/8		1/8	1	818						
47	47	3/8	3/8	2/4	1	1	1/8		1/8	1	819						
47	47	0	0	2/4	2	1	0					p					
47	47	0	0	2/4	2	1	1/4		1/4	1	820						
47	47	1/4	1/4	2/4	2	1	1/8		1/8	1	821						
47	47	3/8	3/8	2/4	2	1	1/8		1/8	1	822						
47	47	0	0	2/4	3	1	0					p					
47	47	0	0	2/4	3	1	1/4		1/4	1	823						
47	47	1/4	1/4	2/4	3	1	1/8		1/8	1	824						
47	47	3/8	3/8	2/4	3	1	1/8		1/8	1	825						
47	47	0	0	2/4	4	1	0					p					
47	47	0	0	2/4	4	1	1/4		1/4	1	826						
47	47	1/4	1/4	2/4	4	1	1/8		1/8	1	827						
47	47	3/8	3/8	2/4	4	1	1/8		1/8	1	828						
48	48	0	0	2/4	1	1	1/8		1/8	1	829						
48	48	1/8	1/8	2/4	1	1	1/8		1/8	1	830						
48	48	1/4	1/4	2/4	1	1	1/8		1/8	1	831						
48	48	3/8	3/8	2/4	1	1	1/8		1/8	1	832						
48	48	0	0	2/4	2	1	1/4		1/4	1	833						
48	48	1/4	1/4	2/4	2	1	1/8		1/8	1	834						
48	48	3/8	3/8	2/4	2	1	1/8		1/8	1	835						
48	48	0	0	2/4	3	1	1/4		1/4	1	836						
48	48	1/4	1/4	2/4	3	1	1/8		1/8	1	837						
48	48	3/8	3/8	2/4	3	1	1/8		1/8	1	838						
48	48	0	0	2/4	4	1	3/16		1/8	3/2	839						
48	48	3/16	3/16	2/4	4	1	1/16		1/16	1	840						
48	48	1/4	1/4	2/4	4	1	1/8		1/8	1	841						
48	48	3/8	3/8	2/4	4	1	1/8		1/8	1	842						
49	49	0	0	2/4	1	1	1/8		1/8	1	843						
49	49	1/8	1/8	2/4	1	1	1/8		1/8	1	844						
49	49	1/4	1/4	2/4	1	1	1/8		1/8	1	845						
49	49	3/8	3/8	2/4	1	1	1/8		1/8	1	846						
49	49	0	0	2/4	2	1	1/4		1/4	1	847						
49	49	1/4	1/4	2/4	2	1	1/8		1/8	1	848						
49	49	3/8	3/8	2/4	2	1	1/8		1/8	1	849						
49	49	0	0	2/4	3	1	1/4		1/4	1	850						
49	49	1/4	1/4	2/4	3	1	1/8		1/8	1	851						
49	49	3/8	3/8	2/4	3	1	1/8		1/8	1	852						
49	49	0	0	2/4	4	1	3/16		1/8	3/2	853						
49	49	3/16	3/16	2/4	4	1	1/16		1/16	1	854						
49	49	1/4	1/4	2/4	4	1	1/8		1/8	1	855						
49	49	3/8	3/8	2/4	4	1	1/8		1/8	1	856						
50	50	0	0	2/4	1	1	1/16		1/16	1	857						
50	50	1/16	1/16	2/4	1	1	1/16		1/16	1	858						
50	50	1/8	1/8	2/4	1	1	1/16		1/16	1	859						
50	50	3/16	3/16	2/4	1	1	1/16		1/16	1	860						
50	50	1/4	1/4	2/4	1	1	1/8		1/8	1	861						
50	50	0	0	2/4	2	1	1/8		1/8	1	862						
50	50	1/4	1/4	2/4	2	1	3/16		1/8	3/2	863						
50	50	7/16	7/16	2/4	2	1	1/16		1/16	1	864						
50	50	0	0	2/4	3	1	1/8		1/8	1	865						
50	50	1/8	1/8	2/4	3	1	1/8		1/8	1	866						
50	50	1/4	1/4	2/4	3	1	1/16		1/16	1	867						
50	50	5/16	5/16	2/4	3	1	1/16		1/16	1	868						
50	50	3/8	3/8	2/4	3	1	1/16		1/16	1	869						
50	50	7/16	7/16	2/4	3	1	1/16		1/16	1	870						
50	50	0	0	2/4	4	1	1/4		1/4	1	871						
50	50	1/4	1/4	2/4	4	1	1/4		1/4	1	872						
51	51	0	0	2/4	1	1	1/8		1/8	1	873						
51	51	1/8	1/8	2/4	1	1	1/8		1/8	1	874						
51	51	1/4	1/4	2/4	1	1	1/8		1/8	1	875						
51	51	3/8	3/8	2/4	1	1	1/8		1/8	1	876						
51	51	0	0	2/4	2	1	1/16		1/16	1	877						
51	51	1/16	1/16	2/4	2	1	1/16		1/16	1	878						
51	51	1/8	1/8	2/4	2	1	1/16		1/16	1	879						
51	51	3/16	3/16	2/4	2	1	1/16		1/16	1	880						
51	51	1/4	1/4	2/4	2	1	1/8		1/8	1	881						
51	51	3/8	3/8	2/4	2	1	1/8		1/8	1	882						
51	51	0	0	2/4	3	1	1/8		1/8	1	883						
51	51	1/8	1/8	2/4	3	1	1/4		1/4	1	884						
51	51	3/8	3/8	2/4	3	1	1/8		1/8	1	885						
51	51	0	0	2/4	4	1	1/8		1/8	1	886						
51	51	1/8	1/8	2/4	4	1	1/8		1/8	1	887						
51	51	1/4	1/4	2/4	4	1	1/8		1/8	1	888						
51	51	3/8	3/8	2/4	4	1	1/8		1/8	1	889						
52	52	0	0	2/4	1	1	1/8		1/8	1	890						
52	52	1/8	1/8	2/4	1	1	1/8		1/8	1	891						
52	52	1/4	1/4	2/4	1	1	1/8		1/8	1	892						
52	52	3/8	3/8	2/4	1	1	1/8		1/8	1	893						
52	52	0	0	2/4	2	1	1/16		1/16	1	894						
52	52	1/16	1/16	2/4	2	1	1/16		1/16	1	895						
52	52	1/8	1/8	2/4	2	1	1/16		1/16	1	896						
52	52	3/16	3/16	2/4	2	1	1/16		1/16	1	897						
52	52	1/4	1/4	2/4	2	1	1/8		1/8	1	898						
52	52	3/8	3/8	2/4	2	1	1/8		1/8	1	899						
52	52	0	0	2/4	3	1	1/4		1/4	1	900						
52	52	1/4	1/4	2/4	3	1	1/8		1/8	1	901						
52	52	3/8	3/8	2/4	3	1	1/8		1/8	1	902						
52	52	0	0	2/4	4	1	1/8		1/8	1	903						
52	52	1/8	1/8	2/4	4	1	1/8		1/8	1	904						
52	52	1/4	1/4	2/4	4	1	1/8		1/8	1	905						
52	52	3/8	3/8	2/4	4	1	1/8		1/8	1	906						
53	53	0	0	2/4	1	1	1/8		1/8	1	907						
53	53	1/8	1/8	2/4	1	1	1/8		1/8	1	908						
53	53	1/4	1/4	2/4	1	1	1/8		1/8	1	909						
53	53	3/8	3/8	2/4	1	1	1/8		1/8	1	910						
53	53	0	0	2/4	2	1	1/16		1/16	1	911						
53	53	1/16	1/16	2/4	2	1	1/16		1/16	1	912						
53	53	1/8	1/8	2/4	2	1	1/16		1/16	1	913						
53	53	3/16	3/16	2/4	2	1	1/16		1/16	1	914						
53	53	1/4	1/4	2/4	2	1	1/8		1/8	1	915						
53	53	3/8	3/8	2/4	2	1	1/8		1/8	1	916						
53	53	0	0	2/4	3	1	3/8		1/4	3/2	917						
53	53	3/8	3/8	2/4	3	1	1/8		1/8	1	918						
53	53	0	0	2/4	4	1	1/8		1/8	1	919						
53	53	1/8	1/8	2/4	4	1	1/8		1/8	1	920						
53	53	1/4	1/4	2/4	4	1	1/8		1/8	1	921						
53	53	3/8	3/8	2/4	4	1	1/8		1/8	1	922						
54	54	0	0	2/4	1	1	1/16		1/16	1	923						
54	54	1/16	1/16	2/4	1	1	1/16		1/16	1	924						
54	54	1/8	1/8	2/4	1	1	1/16		1/16	1	925						
54	54	3/16	3/16	2/4	1	1	1/16		1/16	1	926						
54	54	1/4	1/4	2/4	1	1	3/16		1/8	3/2	927						
54	54	7/16	7/16	2/4	1	1	1/16		1/16	1	928						
54	54	0	0	2/4	2	1	1/4		1/4	1	929						
54	54	1/4	1/4	2/4	2	1	1/16		1/16	1	930						
54	54	5/16	5/16	2/4	2	1	1/16		1/16	1	931						
54	54	3/8	3/8	2/4	2	1	1/16		1/16	1	932						
54	54	7/16	7/16	2/4	2	1	1/16		1/16	1	933						
54	54	0	0	2/4	3	1	1/8		1/8	1	934						
54	54	1/8	1/8	2/4	3	1	1/8		1/8	1	935						
54	54	1/4	1/4	2/4	3	1	1/8		1/8	1	936						
54	54	3/8	3/8	2/4	3	1	1/8		1/8	1	937						
54	54	0	0	2/4	4	1	1/4		1/4	1	938						
54	54	1/4	1/4	2/4	4	1	1/4		1/4	1	939						
55	55	0	0	2/4	1	1	1/16		1/16	1	940						
55	55	1/16	1/16	2/4	1	1	1/16		1/16	1	941						
55	55	1/8	1/8	2/4	1	1	1/16		1/16	1	942						
55	55	3/16	3/16	2/4	1	1	1/16		1/16	1	943						
55	55	1/4	1/4	2/4	1	1	3/16		1/8	3/2	944						
55	55	7/16	7/16	2/4	1	1	1/16		1/16	1	945						
55	55	0	0	2/4	2	1	1/4		1/4	1	946						
55	55	1/4	1/4	2/4	2	1	1/16		1/16	1	947						
55	55	5/16	5/16	2/4	2	1	1/16		1/16	1	948						
55	55	3/8	3/8	2/4	2	1	1/16		1/16	1	949						
55	55	7/16	7/16	2/4	2	1	1/16		1/16	1	950						
55	55	0	0	2/4	3	1	1/8		1/8	1	951						
55	55	1/8	1/8	2/4	3	1	1/8		1/8	1	952						
55	55	1/4	1/4	2/4	3	1	1/8		1/8	1	953						
55	55	3/8	3/8	2/4	3	1	1/8		1/8	1	954						
55	55	0	0	2/4	4	1	1/4		1/4	1	955						
55	55	1/4	1/4	2/4	4	1	1/4		1/4	1	956						
56	56	0	0	2/4	1	1	0							cresc.			
56	56	0	0	2/4	1	1	3/32		1/16	3/2	957						
56	56	3/32	3/32	2/4	1	1	1/32		1/32	1	958						
56	56	1/8	1/8	2/4	1	1	3/32		1/16	3/2	959						
56	56	7/32	7/32	2/4	1	1	1/32		1/32	1	960						
56	56	1/4	1/4	2/4	1	1	3/32		1/16	3/2	961						
56	56	11/32	11/32	2/4	1	1	1/32		1/32	1	962						
56	56	3/8	3/8	2/4	1	1	3/32		1/16	3/2	963						
56	56	15/32	15/32	2/4	1	1	1/32		1/32	1	964						
56	56	0	0	2/4	2	1	1/8		1/8	1	965						
56	56	1/8	1/8	2/4	2	1	1/4		1/4	1	966						
56	56	3/8	3/8	2/4	2	1	1/8		1/8	1	967						
56	56	0	0	2/4	3	1	0							cresc.			
56	56	0	0	2/4	3	1	1/8		1/8	1	968						
56	56	1/8	1/8	2/4	3	1	1/8		1/8	1	969						
56	56	1/4	1/4	2/4	3	1	3/32		1/16	3/2	970						
56	56	11/32	11/32	2/4	3	1	1/32		1/32	1	971						
56	56	3/8	3/8	2/4	3	1	3/32		1/16	3/2	972						
56	56	15/32	15/32	2/4	3	1	1/32		1/32	1	973						
56	56	0	0	2/4	4	1	0							cresc.			
56	56	0	0	2/4	4	1	0							cresc.			
56	56	0	0	2/4	4	1	1/8		1/8	1	974						
56	56	1/8	1/8	2/4	4	1	1/8		1/8	1	975						
56	56	1/4	1/4	2/4	4	1	1/8		1/8	1	976						
56	56	3/8	3/8	2/4	4	1	1/8		1/8	1	977						
57	57	0	0	2/4	1	1	3/32		1/16	3/2	978						
57	57	3/32	3/32	2/4	1	1	1/32		1/32	1	979						
57	57	1/8	1/8	2/4	1	1	1/4		1/4	1	980						
57	57	3/8	3/8	2/4	1	1	3/32		1/16	3/2	981						
57	57	15/32	15/32	2/4	1	1	1/32		1/32	1	982						
57	57	0	0	2/4	2	1	3/32		1/16	3/2	983						
57	57	3/32	3/32	2/4	2	1	1/32		1/32	1	984						
57	57	1/8	1/8	2/4	2	1	1/4		1/4	1	985						
57	57	3/8	3/8	2/4	2	1	3/32		1/16	3/2	986						
57	57	15/32	15/32	2/4	2	1	1/32		1/32	1	987						
57	57	0	0	2/4	3	1	3/32		1/16	3/2	988						
57	57	3/32	3/32	2/4	3	1	1/32		1/32	1	989						
57	57	1/8	1/8	2/4	3	1	1/4		1/4	1	990						
57	57	3/8	3/8	2/4	3	1	3/32		1/16	3/2	991						
57	57	15/32	15/32	2/4	3	1	1/32		1/32	1	992						
57	57	0	0	2/4	4	1	3/16		1/8	3/2	993						
57	57	3/16	3/16	2/4	4	1	1/16		1/16	1	994						
57	57	1/4	1/4	2/4	4	1	1/8		1/8	1	995						
57	57	3/8	3/8	2/4	4	1	1/8		1/8	1	996						
58	58	0	0	2/4	1	1	0					p					
58	58	0	0	2/4	1	1	1/8		1/8	1	997						
58	58	1/4	1/4	2/4	1	1	1/32		1/32	1	998						
58	58	9/32	9/32	2/4	1	1	1/32		1/32	1	999						
58	58	5/16	5/16	2/4	1	1	1/32		1/32	1	1000						
58	58	11/32	11/32	2/4	1	1	1/32		1/32	1	1001						
58	58	3/8	3/8	2/4	1	1	1/32		1/32	1	1002						
58	58	13/32	13/32	2/4	1	1	1/32		1/32	1	1003						
58	58	7/16	7/16	2/4	1	1	1/32		1/32	1	1004						
58	58	15/32	15/32	2/4	1	1	1/32		1/32	1	1005						
58	58	0	0	2/4	2	1	0					p					
58	58	0	0	2/4	2	1	1/8		1/8	1	1006						
58	58	0	0	2/4	3	1	0					p					
58	58	0	0	2/4	3	1	1/8		1/8	1	1007						
58	58	0	0	2/4	4	1	0					p					
58	58	0	0	2/4	4	1	1/8		1/8	1	1008						
58	58	1/8	1/8	2/4	4	1	1/8		1/8	1	1009						
59	59	0	0	2/4	1	1	3/32		1/16	3/2	1010						
59	59	3/32	3/32	2/4	1	1	1/32		1/32	1	1011						
59	59	1/8	1/8	2/4	1	1	1/8		1/8	1	1012						
59	59	1/4	1/4	2/4	1	1	3/32		1/16	3/2	1013						
59	59	11/32	11/32	2/4	1	1	1/32		1/32	1	1014						
59	59	3/8	3/8	2/4	1	1	1/8		1/8	1	1015						
59	59	0	0	2/4	2	1	1/8		1/8	1	1016						
59	59	1/8	1/8	2/4	2	1	1/16		1/16	1	1017						
59	59	1/4	1/4	2/4	2	1	1/8		1/8	1	1018						
59	59	3/8	3/8	2/4	2	1	1/16		1/16	1	1019						
59	59	0	0	2/4	3	1	1/8		1/8	1	1020						
59	59	1/8	1/8	2/4	3	1	1/16		1/16	1	1021						
59	59	1/4	1/4	2/4	3	1	1/8		1/8	1	1022						
59	59	3/8	3/8	2/4	3	1	1/16		1/16	1	1023						
60	60	0	0	2/4	1	1	0	acciaccatura	1/8	1	1024						
60	60	0	0	2/4	1	1	1/32		1/32	1	1025						
60	60	1/32	1/32	2/4	1	1	1/32		1/32	1	1026						
60	60	1/16	1/16	2/4	1	1	1/32		1/32	1	1027						
60	60	3/32	3/32	2/4	1	1	1/32		1/32	1	1028						
60	60	1/8	1/8	2/4	1	1	1/8		1/8	1	1029						
60	60	0	0	2/4	2	1	1/8		1/8	1	1030						
60	60	0	0	2/4	3	1	1/8		1/8	1	1031						
60	60	1/4	1/4	2/4	3	1	1/32		1/32	1	1032						
60	60	9/32	9/32	2/4	3	1	1/32		1/32	1	1033						
60	60	5/16	5/16	2/4	3	1	1/32		1/32	1	1034						
60	60	11/32	11/32	2/4	3	1	1/32		1/32	1	1035						
60	60	3/8	3/8	2/4	3	1	1/32		1/32	1	1036						
60	60	13/32	13/32	2/4	3	1	1/32		1/32	1	1037						
60	60	7/16	7/16	2/4	3	1	1/32		1/32	1	1038						
60	60	15/32	15/32	2/4	3	1	1/32		1/32	1	1039						
60	60	1/4	1/4	2/4	4	1	1/32		1/32	1	1040						
60	60	9/32	9/32	2/4	4	1	1/32		1/32	1	1041						
60	60	5/16	5/16	2/4	4	1	1/32		1/32	1	1042						
60	60	11/32	11/32	2/4	4	1	1/32		1/32	1	1043						
60	60	3/8	3/8	2/4	4	1	1/32		1/32	1	1044						
60	60	13/32	13/32	2/4	4	1	1/32		1/32	1	1045						
60	60	7/16	7/16	2/4	4	1	1/32		1/32	1	1046						
60	60	15/32	15/32	2/4	4	1	1/32		1/32	1	1047						
61	61	0	0	2/4	3	1	3/32		1/16	3/2	1048						
61	61	3/32	3/32	2/4	3	1	1/32		1/32	1	1049						
61	61	1/8	1/8	2/4	3	1	1/8		1/8	1	1050						
61	61	1/4	1/4	2/4	3	1	3/32		1/16	3/2	1051						
61	61	11/32	11/32	2/4	3	1	1/32		1/32	1	1052						
61	61	3/8	3/8	2/4	3	1	1/8		1/8	1	1053						
61	61	0	0	2/4	4	1	1/8		1/8	1	1054						
61	61	1/8	1/8	2/4	4	1	1/16		1/16	1	1055						
61	61	1/4	1/4	2/4	4	1	1/8		1/8	1	1056						
61	61	3/8	3/8	2/4	4	1	1/16		1/16	1	1057						
62	62	1/4	1/4	2/4	2	1	0					pp					
62	62	1/4	1/4	2/4	2	1	1/32		1/32	1	1058						
62	62	9/32	9/32	2/4	2	1	1/32		1/32	1	1059						
62	62	5/16	5/16	2/4	2	1	1/32		1/32	1	1060						
62	62	11/32	11/32	2/4	2	1	1/32		1/32	1	1061						
62	62	3/8	3/8	2/4	2	1	1/32		1/32	1	1062						
62	62	13/32	13/32	2/4	2	1	1/32		1/32	1	1063						
62	62	7/16	7/16	2/4	2	1	1/32		1/32	1	1064						
62	62	15/32	15/32	2/4	2	1	1/32		1/32	1	1065						
62	62	0	0	2/4	3	1	0	acciaccatura	1/8	1	1066						
62	62	0	0	2/4	3	1	1/32		1/32	1	1067						
62	62	1/32	1/32	2/4	3	1	1/32		1/32	1	1068						
62	62	1/16	1/16	2/4	3	1	1/32		1/32	1	1069						
62	62	3/32	3/32	2/4	3	1	1/32		1/32	1	1070						
62	62	1/8	1/8	2/4	3	1	1/8		1/8	1	1071						
62	62	0	0	2/4	4	1	1/8		1/8	1	1072						
62	62	1/8	1/8	2/4	4	1	1/8		1/8	1	1073						
63	63	0	0	2/4	1	1	0					pp					
63	63	0	0	2/4	1	1	1/4		1/4	1	1074						
63	63	1/4	1/4	2/4	1	1	1/4		1/4	1	1075						
63	63	0	0	2/4	2	1	1/4		1/4	1	1076						
63	63	1/4	1/4	2/4	2	1	1/4		1/4	1	1077						
63	63	0	0	2/4	3	1	0					pp					
63	63	0	0	2/4	3	1	1/4		1/4	1	1078						
63	63	1/4	1/4	2/4	3	1	1/4		1/4	1	1079						
63	63	0	0	2/4	4	1	0					pp					
63	63	0	0	2/4	4	1	1/16		1/16	1	1080						
63	63	1/16	1/16	2/4	4	1	1/16		1/16	1	1081						
63	63	1/8	1/8	2/4	4	1	1/16		1/16	1	1082						
63	63	3/16	3/16	2/4	4	1	1/16		1/16	1	1083						
63	63	1/4	1/4	2/4	4	1	1/16		1/16	1	1084						
63	63	5/16	5/16	2/4	4	1	1/16		1/16	1	1085						
63	63	3/8	3/8	2/4	4	1	1/16		1/16	1	1086						
63	63	7/16	7/16	2/4	4	1	1/16		1/16	1	1087						
64	64	0	0	2/4	1	1	0							cresc.			
64	64	0	0	2/4	1	1	1/4		1/4	1	1088						
64	64	1/4	1/4	2/4	1	1	1/16		1/16	1	1089						
64	64	5/16	5/16	2/4	1	1	1/32		1/32	1	1090						
64	64	11/32	11/32	2/4	1	1	1/32		1/32	1	1091						
64	64	3/8	3/8	2/4	1	1	1/32		1/32	1	1092						
64	64	13/32	13/32	2/4	1	1	1/32		1/32	1	1093						
64	64	7/16	7/16	2/4	1	1	1/32		1/32	1	1094						
64	64	15/32	15/32	2/4	1	1	1/32		1/32	1	1095						
64	64	0	0	2/4	2	1	0							cresc.			
64	64	0	0	2/4	2	1	1/4		1/4	1	1096						
64	64	1/4	1/4	2/4	2	1	1/4		1/4	1	1097						
64	64	0	0	2/4	3	1	0							cresc.			
64	64	0	0	2/4	3	1	1/2		1/2	1	1098						
64	64	0	0	2/4	4	1	0							cresc.			
64	64	0	0	2/4	4	1	1/16		1/16	1	1099						
64	64	1/16	1/16	2/4	4	1	1/16		1/16	1	1100						
64	64	1/8	1/8	2/4	4	1	1/16		1/16	1	1101						
64	64	3/16	3/16	2/4	4	1	1/16		1/16	1	1102						
64	64	1/4	1/4	2/4	4	1	1/16		1/16	1	1103						
64	64	5/16	5/16	2/4	4	1	1/16		1/16	1	1104						
64	64	3/8	3/8	2/4	4	1	1/16		1/16	1	1105						
64	64	7/16	7/16	2/4	4	1	1/16		1/16	1	1106						
65	65	0	0	2/4	1	1	3/32		1/16	3/2	1107						
65	65	3/32	3/32	2/4	1	1	1/32		1/32	1	1108						
65	65	1/8	1/8	2/4	1	1	1/16		1/16	1	1109						
65	65	3/16	3/16	2/4	1	1	1/16		1/16	1	1110						
65	65	1/4	1/4	2/4	1	1	3/32		1/16	3/2	1111						
65	65	11/32	11/32	2/4	1	1	1/32		1/32	1	1112						
65	65	3/8	3/8	2/4	1	1	1/16		1/16	1	1113						
65	65	7/16	7/16	2/4	1	1	1/16		1/16	1	1114						
65	65	0	0	2/4	2	1	1/16		1/16	1	1115						
65	65	1/16	1/16	2/4	2	1	1/8		1/8	1	1116						
65	65	3/16	3/16	2/4	2	1	1/16		1/16	1	1117						
65	65	1/4	1/4	2/4	2	1	1/16		1/16	1	1118						
65	65	5/16	5/16	2/4	2	1	1/8		1/8	1	1119						
65	65	7/16	7/16	2/4	2	1	1/16		1/16	1	1120						
65	65	0	0	2/4	3	1	1/16		1/16	1	1121						
65	65	1/16	1/16	2/4	3	1	1/8		1/8	1	1122						
65	65	3/16	3/16	2/4	3	1	1/16		1/16	1	1123						
65	65	1/4	1/4	2/4	3	1	1/16		1/16	1	1124						
65	65	5/16	5/16	2/4	3	1	1/8		1/8	1	1125						
65	65	7/16	7/16	2/4	3	1	1/16		1/16	1	1126						
65	65	0	0	2/4	4	1	1/16		1/16	1	1127						
65	65	1/16	1/16	2/4	4	1	1/16		1/16	1	1128						
65	65	1/8	1/8	2/4	4	1	1/16		1/16	1	1129						
65	65	3/16	3/16	2/4	4	1	1/16		1/16	1	1130						
65	65	1/4	1/4	2/4	4	1	1/16		1/16	1	1131						
65	65	5/16	5/16	2/4	4	1	1/16		1/16	1	1132						
65	65	3/8	3/8	2/4	4	1	1/16		1/16	1	1133						
65	65	7/16	7/16	2/4	4	1	1/16		1/16	1	1134						
66	66	0	0	2/4	1	1	0					p					
66	66	0	0	2/4	1	1	1/8		1/8	1	1135						
66	66	9/32	9/32	2/4	1	1	1/32		1/32	1	1136						
66	66	5/16	5/16	2/4	1	1	1/32		1/32	1	1137						
66	66	11/32	11/32	2/4	1	1	1/32		1/32	1	1138						
66	66	3/8	3/8	2/4	1	1	1/32		1/32	1	1139						
66	66	13/32	13/32	2/4	1	1	1/32		1/32	1	1140						
66	66	7/16	7/16	2/4	1	1	1/32		1/32	1	1141						
66	66	15/32	15/32	2/4	1	1	1/32		1/32	1	1142						
66	66	0	0	2/4	2	1	0					p					
66	66	0	0	2/4	2	1	1/8		1/8	1	1143						
66	66	0	0	2/4	3	1	0					p					
66	66	0	0	2/4	3	1	1/8		1/8	1	1144						
66	66	1/8	1/8	2/4	3	1	1/8		1/8	1	1145						
66	66	1/4	1/4	2/4	3	1	1/8		1/8	1	1146						
66	66	3/8	3/8	2/4	3	1	1/8		1/8	1	1147						
66	66	0	0	2/4	4	1	0					p					
66	66	0	0	2/4	4	1	1/16		1/16	1	1148						
66	66	1/16	1/16	2/4	4	1	1/16		1/16	1	1149						
66	66	1/8	1/8	2/4	4	1	1/16		1/16	1	1150						
66	66	3/16	3/16	2/4	4	1	1/16		1/16	1	1151						
66	66	1/4	1/4	2/4	4	1	1/16		1/16	1	1152						
66	66	5/16	5/16	2/4	4	1	1/16		1/16	1	1153						
66	66	3/8	3/8	2/4	4	1	1/16		1/16	1	1154						
66	66	7/16	7/16	2/4	4	1	1/16		1/16	1	1155						
67	67	0	0	2/4	1	1	0							cresc.			
67	67	0	0	2/4	1	1	1/4		1/4	1	1156						
67	67	1/4	1/4	2/4	1	1	1/4		1/4	1	1157						
67	67	0	0	2/4	2	1	0							cresc.			
67	67	0	0	2/4	2	1	1/4		1/4	1	1158						
67	67	1/4	1/4	2/4	2	1	1/4		1/4	1	1159						
67	67	0	0	2/4	3	1	0							cresc.			
67	67	0	0	2/4	3	1	1/4		1/4	1	1160						
67	67	1/4	1/4	2/4	3	1	1/4		1/4	1	1161						
67	67	0	0	2/4	4	1	0							cresc.			
67	67	0	0	2/4	4	1	1/16		1/16	1	1162						
67	67	1/16	1/16	2/4	4	1	1/16		1/16	1	1163						
67	67	1/8	1/8	2/4	4	1	1/16		1/16	1	1164						
67	67	3/16	3/16	2/4	4	1	1/16		1/16	1	1165						
67	67	1/4	1/4	2/4	4	1	1/16		1/16	1	1166						
67	67	5/16	5/16	2/4	4	1	1/16		1/16	1	1167						
67	67	3/8	3/8	2/4	4	1	1/16		1/16	1	1168						
67	67	7/16	7/16	2/4	4	1	1/16		1/16	1	1169						
68	68	0	0	2/4	1	1	1/4		1/4	1	1170						
68	68	1/4	1/4	2/4	1	1	1/16		1/16	1	1171						
68	68	5/16	5/16	2/4	1	1	1/32		1/32	1	1172						
68	68	11/32	11/32	2/4	1	1	1/32		1/32	1	1173						
68	68	3/8	3/8	2/4	1	1	1/32		1/32	1	1174						
68	68	13/32	13/32	2/4	1	1	1/32		1/32	1	1175						
