mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	Trill:trill
238	238	1/4	1/4	3/8	2	1	1/8		1/8	1	2735				
238	238	0	0	3/8	3	1	0					pp			
238	238	0	0	3/8	3	1	1/8		1/8	1	2736				
238	238	1/8	1/8	3/8	3	1	1/8		1/8	1	2737				
238	238	1/4	1/4	3/8	3	1	1/8		1/8	1	2738				
238	238	0	0	3/8	4	1	0					pp			
238	238	0	0	3/8	4	1	1/8		1/8	1	2739				
238	238	1/8	1/8	3/8	4	1	1/8		1/8	1	2740				
238	238	1/4	1/4	3/8	4	1	1/8		1/8	1	2741				
239	239	0	0	3/8	1	1	0							cresc.	
239	239	0	0	3/8	1	1	1/8		1/8	1	2742				
239	239	1/8	1/8	3/8	1	1	1/8		1/8	1	2743				
239	239	1/4	1/4	3/8	1	1	1/8		1/8	1	2744				
239	239	0	0	3/8	2	1	0							cresc.	
239	239	0	0	3/8	2	1	1/8		1/8	1	2745				
239	239	1/8	1/8	3/8	2	1	1/8		1/8	1	2746				
239	239	1/4	1/4	3/8	2	1	1/8		1/8	1	2747				
239	239	0	0	3/8	3	1	0							cresc.	
239	239	0	0	3/8	3	1	1/8		1/8	1	2748				
239	239	1/8	1/8	3/8	3	1	1/8		1/8	1	2749				
239	239	1/4	1/4	3/8	3	1	1/8		1/8	1	2750				
239	239	0	0	3/8	4	1	0							cresc.	
239	239	0	0	3/8	4	1	1/8		1/8	1	2751				
239	239	1/8	1/8	3/8	4	1	1/8		1/8	1	2752				
239	239	1/4	1/4	3/8	4	1	1/8		1/8	1	2753				
240	240	0	0	3/8	1	1	1/8		1/8	1	2754				
240	240	1/8	1/8	3/8	1	1	1/8		1/8	1	2755				
240	240	1/4	1/4	3/8	1	1	1/8		1/8	1	2756				
240	240	0	0	3/8	2	1	1/8		1/8	1	2757				
240	240	1/8	1/8	3/8	2	1	1/8		1/8	1	2758				
240	240	1/4	1/4	3/8	2	1	1/8		1/8	1	2759				
240	240	0	0	3/8	3	1	1/8		1/8	1	2760				
240	240	1/8	1/8	3/8	3	1	1/8		1/8	1	2761				
240	240	1/4	1/4	3/8	3	1	1/8		1/8	1	2762				
240	240	0	0	3/8	4	1	1/8		1/8	1	2763				
240	240	1/8	1/8	3/8	4	1	1/8		1/8	1	2764				
240	240	1/4	1/4	3/8	4	1	1/8		1/8	1	2765				
241	241	0	0	3/8	1	1	1/8		1/8	1	2766				
241	241	1/8	1/8	3/8	1	1	1/8		1/8	1	2767				
241	241	1/4	1/4	3/8	1	1	1/8		1/8	1	2768				
241	241	0	0	3/8	2	1	1/8		1/8	1	2769				
241	241	1/8	1/8	3/8	2	1	1/8		1/8	1	2770				
241	241	1/4	1/4	3/8	2	1	1/8		1/8	1	2771				
241	241	0	0	3/8	3	1	1/8		1/8	1	2772				
241	241	1/8	1/8	3/8	3	1	1/8		1/8	1	2773				
241	241	1/4	1/4	3/8	3	1	1/8		1/8	1	2774				
241	241	0	0	3/8	4	1	1/8		1/8	1	2775				
241	241	1/8	1/8	3/8	4	1	1/8		1/8	1	2776				
241	241	1/4	1/4	3/8	4	1	1/8		1/8	1	2777				
242	242	0	0	3/8	1	1	1/8		1/8	1	2778				
242	242	1/8	1/8	3/8	1	1	1/8		1/8	1	2779				
242	242	1/4	1/4	3/8	1	1	1/8		1/8	1	2780				
242	242	0	0	3/8	2	1	1/8		1/8	1	2781				
242	242	1/8	1/8	3/8	2	1	1/8		1/8	1	2782				
242	242	1/4	1/4	3/8	2	1	1/8		1/8	1	2783				
242	242	0	0	3/8	3	1	1/8		1/8	1	2784				
242	242	1/8	1/8	3/8	3	1	1/8		1/8	1	2785				
242	242	1/4	1/4	3/8	3	1	1/8		1/8	1	2786				
242	242	0	0	3/8	4	1	1/8		1/8	1	2787				
242	242	1/8	1/8	3/8	4	1	1/8		1/8	1	2788				
242	242	1/4	1/4	3/8	4	1	1/8		1/8	1	2789				
243	243	0	0	3/8	1	1	0							decresc.	
243	243	0	0	3/8	1	1	1/8		1/8	1	2790				
243	243	1/8	1/8	3/8	1	1	1/8		1/8	1	2791				
243	243	1/4	1/4	3/8	1	1	1/8		1/8	1	2792				
243	243	0	0	3/8	2	1	0							decresc.	
243	243	0	0	3/8	2	1	1/8		1/8	1	2793				
243	243	1/8	1/8	3/8	2	1	1/8		1/8	1	2794				
243	243	1/4	1/4	3/8	2	1	1/8		1/8	1	2795				
243	243	0	0	3/8	3	1	0							decresc.	
243	243	0	0	3/8	3	1	1/8		1/8	1	2796				
243	243	1/8	1/8	3/8	3	1	1/8		1/8	1	2797				
243	243	1/4	1/4	3/8	3	1	1/8		1/8	1	2798				
243	243	0	0	3/8	4	1	0							decresc.	
243	243	0	0	3/8	4	1	1/8		1/8	1	2799				
243	243	1/8	1/8	3/8	4	1	1/8		1/8	1	2800				
243	243	1/4	1/4	3/8	4	1	1/8		1/8	1	2801				
244	244	0	0	3/8	1	1	1/8		1/8	1	2802				
244	244	1/8	1/8	3/8	1	1	1/8		1/8	1	2803				
244	244	1/4	1/4	3/8	1	1	1/8		1/8	1	2804				
244	244	0	0	3/8	2	1	1/8		1/8	1	2805				
244	244	1/8	1/8	3/8	2	1	1/8		1/8	1	2806				
244	244	1/4	1/4	3/8	2	1	1/8		1/8	1	2807				
244	244	0	0	3/8	3	1	1/8		1/8	1	2808				
244	244	1/8	1/8	3/8	3	1	1/8		1/8	1	2809				
244	244	1/4	1/4	3/8	3	1	1/8		1/8	1	2810				
244	244	0	0	3/8	4	1	1/8		1/8	1	2811				
244	244	1/8	1/8	3/8	4	1	1/8		1/8	1	2812				
244	244	1/4	1/4	3/8	4	1	1/8		1/8	1	2813				
245	245	0	0	3/8	1	1	0					p			
245	245	0	0	3/8	1	1	1/8		1/8	1	2814				
245	245	0	0	3/8	2	1	1/8		1/8	1	2815				
245	245	1/8	1/8	3/8	2	1	0					pp			
245	245	1/8	1/8	3/8	2	1	1/8		1/8	1	2816				
245	245	1/4	1/4	3/8	2	1	1/8		1/8	1	2817				
245	245	0	0	3/8	3	1	1/8		1/8	1	2818				
245	245	1/8	1/8	3/8	3	1	0					pp			
245	245	1/8	1/8	3/8	3	1	1/8		1/8	1	2819				
245	245	1/4	1/4	3/8	3	1	1/8		1/8	1	2820				
245	245	0	0	3/8	4	1	0					pp			
245	245	0	0	3/8	4	1	1/8		1/8	1	2821				
246	246	0	0	3/8	1	1	0					pp			
246	246	0	0	3/8	1	1	1/8		1/8	1	2822				
246	246	1/8	1/8	3/8	1	1	1/8		1/8	1	2823				
246	246	1/4	1/4	3/8	1	1	1/8		1/8	1	2824				
246	246	1/8	1/8	3/8	2	1	1/8		1/8	1	2825				
246	246	1/4	1/4	3/8	2	1	1/8		1/8	1	2826				
246	246	1/8	1/8	3/8	3	1	1/8		1/8	1	2827				
246	246	1/4	1/4	3/8	3	1	1/8		1/8	1	2828				
246	246	0	0	3/8	4	1	1/8		1/8	1	2829				
247	247	0	0	3/8	1	1	1/8		1/8	1	2830				
247	247	1/8	1/8	3/8	1	1	1/8		1/8	1	2831				
247	247	1/4	1/4	3/8	1	1	1/16		1/16	1	2832				
247	247	5/16	5/16	3/8	1	1	1/16		1/16	1	2833				
247	247	1/8	1/8	3/8	2	1	1/8		1/8	1	2834				
247	247	1/4	1/4	3/8	2	1	1/8		1/8	1	2835				
247	247	1/8	1/8	3/8	3	1	1/8		1/8	1	2836				
247	247	1/4	1/4	3/8	3	1	1/8		1/8	1	2837				
247	247	0	0	3/8	4	1	1/8		1/8	1	2838				
248	248	0	0	3/8	1	1	1/16		1/16	1	2839				
248	248	1/16	1/16	3/8	1	1	1/16		1/16	1	2840				
248	248	1/8	1/8	3/8	1	1	1/16		1/16	1	2841				
248	248	3/16	3/16	3/8	1	1	1/16		1/16	1	2842				
248	248	1/4	1/4	3/8	1	1	1/16		1/16	1	2843				
248	248	5/16	5/16	3/8	1	1	1/16		1/16	1	2844				
248	248	1/8	1/8	3/8	2	1	1/8		1/8	1	2845				
248	248	1/4	1/4	3/8	2	1	1/8		1/8	1	2846				
248	248	1/8	1/8	3/8	3	1	1/8		1/8	1	2847				
248	248	1/4	1/4	3/8	3	1	1/8		1/8	1	2848				
248	248	0	0	3/8	4	1	1/8		1/8	1	2849				
249	249	0	0	3/8	1	1	1/8		1/8	1	2850				
249	249	1/8	1/8	3/8	1	1	1/8		1/8	1	2851				
249	249	1/4	1/4	3/8	1	1	1/8		1/8	1	2852				
249	249	0	0	3/8	2	1	1/8		1/8	1	2853				
249	249	1/8	1/8	3/8	2	1	1/8		1/8	1	2854				
249	249	1/4	1/4	3/8	2	1	1/8		1/8	1	2855				
249	249	0	0	3/8	3	1	1/8		1/8	1	2856				
249	249	1/8	1/8	3/8	3	1	1/8		1/8	1	2857				
249	249	1/4	1/4	3/8	3	1	1/8		1/8	1	2858				
249	249	0	0	3/8	4	1	1/8		1/8	1	2859				
250	250	0	0	3/8	1	1	1/8		1/8	1	2860				
250	250	1/8	1/8	3/8	1	1	1/8		1/8	1	2861				
250	250	0	0	3/8	2	1	1/8		1/8	1	2862				
250	250	1/8	1/8	3/8	2	1	1/8		1/8	1	2863				
250	250	1/4	1/4	3/8	2	1	1/8		1/8	1	2864				
250	250	0	0	3/8	3	1	1/8		1/8	1	2865				
250	250	1/8	1/8	3/8	3	1	1/8		1/8	1	2866				
250	250	1/4	1/4	3/8	3	1	1/8		1/8	1	2867				
250	250	0	0	3/8	4	1	1/8		1/8	1	2868				
250	250	1/8	1/8	3/8	4	1	1/8		1/8	1	2869				
250	250	1/4	1/4	3/8	4	1	1/8		1/8	1	2870				
251	251	0	0	3/8	1	1	1/16		1/16	1	2871				
251	251	1/16	1/16	3/8	1	1	1/16		1/16	1	2872				
251	251	1/8	1/8	3/8	1	1	1/16		1/16	1	2873				
251	251	3/16	3/16	3/8	1	1	1/16		1/16	1	2874				
251	251	1/4	1/4	3/8	1	1	1/16		1/16	1	2875				
251	251	5/16	5/16	3/8	1	1	1/16		1/16	1	2876				
251	251	0	0	3/8	2	1	1/8		1/8	1	2877				
251	251	1/8	1/8	3/8	2	1	1/8		1/8	1	2878				
251	251	1/4	1/4	3/8	2	1	1/8		1/8	1	2879				
251	251	0	0	3/8	3	1	1/8		1/8	1	2880				
251	251	1/8	1/8	3/8	3	1	1/8		1/8	1	2881				
251	251	1/4	1/4	3/8	3	1	1/8		1/8	1	2882				
251	251	0	0	3/8	4	1	1/8		1/8	1	2883				
251	251	1/8	1/8	3/8	4	1	1/8		1/8	1	2884				
252	252	0	0	3/8	1	1	1/8		1/8	1	2885				
252	252	1/8	1/8	3/8	1	1	1/8		1/8	1	2886				
252	252	0	0	3/8	2	1	1/8		1/8	1	2887				
252	252	1/8	1/8	3/8	2	1	1/8		1/8	1	2888				
252	252	1/4	1/4	3/8	2	1	1/8		1/8	1	2889				
252	252	0	0	3/8	3	1	1/8		1/8	1	2890				
252	252	1/8	1/8	3/8	3	1	1/8		1/8	1	2891				
252	252	1/4	1/4	3/8	3	1	1/8		1/8	1	2892				
252	252	0	0	3/8	4	1	1/16		1/16	1	2893				
252	252	1/16	1/16	3/8	4	1	1/16		1/16	1	2894				
252	252	1/8	1/8	3/8	4	1	1/16		1/16	1	2895				
252	252	3/16	3/16	3/8	4	1	1/16		1/16	1	2896				
252	252	1/4	1/4	3/8	4	1	1/16		1/16	1	2897				
252	252	5/16	5/16	3/8	4	1	1/16		1/16	1	2898				
253	253	0	0	3/8	1	1	1/16		1/16	1	2899				
253	253	1/16	1/16	3/8	1	1	1/16		1/16	1	2900				
253	253	1/8	1/8	3/8	1	1	1/16		1/16	1	2901				
253	253	3/16	3/16	3/8	1	1	1/16		1/16	1	2902				
253	253	1/4	1/4	3/8	1	1	1/16		1/16	1	2903				
253	253	5/16	5/16	3/8	1	1	1/16		1/16	1	2904				
253	253	0	0	3/8	2	1	1/8		1/8	1	2905				
253	253	1/8	1/8	3/8	2	1	1/8		1/8	1	2906				
253	253	1/4	1/4	3/8	2	1	1/8		1/8	1	2907				
253	253	0	0	3/8	3	1	1/8		1/8	1	2908				
253	253	1/8	1/8	3/8	3	1	1/8		1/8	1	2909				
253	253	1/4	1/4	3/8	3	1	1/8		1/8	1	2910				
253	253	0	0	3/8	4	1	1/8		1/8	1	2911				
253	253	1/8	1/8	3/8	4	1	1/8		1/8	1	2912				
254	254	0	0	3/8	1	1	1/8		1/8	1	2913				
254	254	3/16	3/16	3/8	1	1	1/16		1/16	1	2914				
254	254	1/4	1/4	3/8	1	1	1/16		1/16	1	2915				
254	254	5/16	5/16	3/8	1	1	1/16		1/16	1	2916				
254	254	0	0	3/8	2	1	1/8		1/8	1	2917				
254	254	3/16	3/16	3/8	2	1	1/16		1/16	1	2918				
254	254	1/4	1/4	3/8	2	1	1/16		1/16	1	2919				
254	254	5/16	5/16	3/8	2	1	1/16		1/16	1	2920				
254	254	0	0	3/8	3	1	1/8		1/8	1	2921				
254	254	3/16	3/16	3/8	3	1	1/16		1/16	1	2922				
254	254	1/4	1/4	3/8	3	1	1/16		1/16	1	2923				
254	254	5/16	5/16	3/8	3	1	1/16		1/16	1	2924				
254	254	0	0	3/8	4	1	1/16		1/16	1	2925				
254	254	1/16	1/16	3/8	4	1	1/16		1/16	1	2926				
254	254	1/8	1/8	3/8	4	1	1/16		1/16	1	2927				
254	254	3/16	3/16	3/8	4	1	1/16		1/16	1	2928				
254	254	1/4	1/4	3/8	4	1	1/16		1/16	1	2929				
254	254	5/16	5/16	3/8	4	1	1/16		1/16	1	2930				
255	255	0	0	3/8	1	1	1/8		1/8	1	2931				
255	255	3/16	3/16	3/8	1	1	1/16		1/16	1	2932				
255	255	1/4	1/4	3/8	1	1	1/16		1/16	1	2933				
255	255	5/16	5/16	3/8	1	1	1/16		1/16	1	2934				
255	255	0	0	3/8	2	1	1/8		1/8	1	2935				
255	255	3/16	3/16	3/8	2	1	1/16		1/16	1	2936				
255	255	1/4	1/4	3/8	2	1	1/16		1/16	1	2937				
255	255	5/16	5/16	3/8	2	1	1/16		1/16	1	2938				
255	255	0	0	3/8	3	1	1/8		1/8	1	2939				
255	255	3/16	3/16	3/8	3	1	1/16		1/16	1	2940				
255	255	1/4	1/4	3/8	3	1	1/16		1/16	1	2941				
255	255	5/16	5/16	3/8	3	1	1/16		1/16	1	2942				
255	255	0	0	3/8	4	1	1/16		1/16	1	2943				
255	255	1/16	1/16	3/8	4	1	1/16		1/16	1	2944				
255	255	1/8	1/8	3/8	4	1	1/16		1/16	1	2945				
255	255	3/16	3/16	3/8	4	1	1/16		1/16	1	2946				
255	255	1/4	1/4	3/8	4	1	1/16		1/16	1	2947				
255	255	5/16	5/16	3/8	4	1	1/16		1/16	1	2948				
256	256	0	0	3/8	1	1	1/8		1/8	1	2949				
256	256	3/16	3/16	3/8	1	1	1/16		1/16	1	2950				
256	256	1/4	1/4	3/8	1	1	1/16		1/16	1	2951				
256	256	5/16	5/16	3/8	1	1	1/16		1/16	1	2952				
256	256	0	0	3/8	2	1	1/8		1/8	1	2953				
256	256	3/16	3/16	3/8	2	1	1/16		1/16	1	2954				
256	256	1/4	1/4	3/8	2	1	1/16		1/16	1	2955				
256	256	5/16	5/16	3/8	2	1	1/16		1/16	1	2956				
256	256	0	0	3/8	3	1	1/8		1/8	1	2957				
256	256	3/16	3/16	3/8	3	1	1/16		1/16	1	2958				
256	256	1/4	1/4	3/8	3	1	1/16		1/16	1	2959				
256	256	5/16	5/16	3/8	3	1	1/16		1/16	1	2960				
256	256	0	0	3/8	4	1	1/16		1/16	1	2961				
256	256	1/16	1/16	3/8	4	1	1/16		1/16	1	2962				
256	256	1/8	1/8	3/8	4	1	1/16		1/16	1	2963				
256	256	3/16	3/16	3/8	4	1	1/16		1/16	1	2964				
256	256	1/4	1/4	3/8	4	1	1/16		1/16	1	2965				
256	256	5/16	5/16	3/8	4	1	1/16		1/16	1	2966				
257	257	0	0	3/8	1	1	1/8		1/8	1	2967				
257	257	3/16	3/16	3/8	1	1	1/16		1/16	1	2968				
257	257	1/4	1/4	3/8	1	1	1/16		1/16	1	2969				
257	257	5/16	5/16	3/8	1	1	1/16		1/16	1	2970				
257	257	0	0	3/8	2	1	1/8		1/8	1	2971				
257	257	3/16	3/16	3/8	2	1	1/16		1/16	1	2972				
257	257	1/4	1/4	3/8	2	1	1/16		1/16	1	2973				
257	257	5/16	5/16	3/8	2	1	1/16		1/16	1	2974				
257	257	0	0	3/8	3	1	1/8		1/8	1	2975				
257	257	3/16	3/16	3/8	3	1	1/16		1/16	1	2976				
257	257	1/4	1/4	3/8	3	1	1/16		1/16	1	2977				
257	257	5/16	5/16	3/8	3	1	1/16		1/16	1	2978				
257	257	0	0	3/8	4	1	1/16		1/16	1	2979				
257	257	1/16	1/16	3/8	4	1	1/16		1/16	1	2980				
257	257	1/8	1/8	3/8	4	1	1/16		1/16	1	2981				
257	257	3/16	3/16	3/8	4	1	1/16		1/16	1	2982				
257	257	1/4	1/4	3/8	4	1	1/16		1/16	1	2983				
257	257	5/16	5/16	3/8	4	1	1/16		1/16	1	2984				
258	258	0	0	3/8	1	1	0							cresc.	
258	258	0	0	3/8	1	1	1/16		1/16	1	2985				
258	258	1/16	1/16	3/8	1	1	1/16		1/16	1	2986				
258	258	1/8	1/8	3/8	1	1	1/16		1/16	1	2987				
258	258	3/16	3/16	3/8	1	1	1/16		1/16	1	2988				
258	258	1/4	1/4	3/8	1	1	1/16		1/16	1	2989				
258	258	5/16	5/16	3/8	1	1	1/16		1/16	1	2990				
258	258	0	0	3/8	2	1	0							cresc.	
258	258	0	0	3/8	2	1	1/16		1/16	1	2991				
258	258	1/16	1/16	3/8	2	1	1/16		1/16	1	2992				
258	258	1/8	1/8	3/8	2	1	1/16		1/16	1	2993				
258	258	3/16	3/16	3/8	2	1	1/16		1/16	1	2994				
258	258	1/4	1/4	3/8	2	1	1/16		1/16	1	2995				
258	258	5/16	5/16	3/8	2	1	1/16		1/16	1	2996				
258	258	0	0	3/8	3	1	0							cresc.	
258	258	0	0	3/8	3	1	1/16		1/16	1	2997				
258	258	1/16	1/16	3/8	3	1	1/16		1/16	1	2998				
258	258	1/8	1/8	3/8	3	1	1/16		1/16	1	2999				
258	258	3/16	3/16	3/8	3	1	1/16		1/16	1	3000				
258	258	1/4	1/4	3/8	3	1	1/16		1/16	1	3001				
258	258	5/16	5/16	3/8	3	1	1/16		1/16	1	3002				
258	258	0	0	3/8	4	1	0							cresc.	
258	258	0	0	3/8	4	1	1/16		1/16	1	3003				
258	258	1/16	1/16	3/8	4	1	1/16		1/16	1	3004				
258	258	1/8	1/8	3/8	4	1	1/16		1/16	1	3005				
258	258	3/16	3/16	3/8	4	1	1/16		1/16	1	3006				
258	258	1/4	1/4	3/8	4	1	1/16		1/16	1	3007				
258	258	5/16	5/16	3/8	4	1	1/16		1/16	1	3008				
259	259	0	0	3/8	1	1	1/16		1/16	1	3009				
259	259	1/16	1/16	3/8	1	1	1/16		1/16	1	3010				
259	259	1/8	1/8	3/8	1	1	1/16		1/16	1	3011				
259	259	3/16	3/16	3/8	1	1	1/16		1/16	1	3012				
259	259	1/4	1/4	3/8	1	1	1/16		1/16	1	3013				
259	259	5/16	5/16	3/8	1	1	1/16		1/16	1	3014				
259	259	0	0	3/8	2	1	1/16		1/16	1	3015				
259	259	1/16	1/16	3/8	2	1	1/16		1/16	1	3016				
259	259	1/8	1/8	3/8	2	1	1/16		1/16	1	3017				
259	259	3/16	3/16	3/8	2	1	1/16		1/16	1	3018				
259	259	1/4	1/4	3/8	2	1	1/16		1/16	1	3019				
259	259	5/16	5/16	3/8	2	1	1/16		1/16	1	3020				
259	259	0	0	3/8	3	1	1/16		1/16	1	3021				
259	259	1/16	1/16	3/8	3	1	1/16		1/16	1	3022				
259	259	1/8	1/8	3/8	3	1	1/16		1/16	1	3023				
259	259	3/16	3/16	3/8	3	1	1/16		1/16	1	3024				
259	259	1/4	1/4	3/8	3	1	1/16		1/16	1	3025				
259	259	5/16	5/16	3/8	3	1	1/16		1/16	1	3026				
259	259	0	0	3/8	4	1	1/16		1/16	1	3027				
259	259	1/16	1/16	3/8	4	1	1/16		1/16	1	3028				
259	259	1/8	1/8	3/8	4	1	1/16		1/16	1	3029				
259	259	3/16	3/16	3/8	4	1	1/16		1/16	1	3030				
259	259	1/4	1/4	3/8	4	1	1/16		1/16	1	3031				
259	259	5/16	5/16	3/8	4	1	1/16		1/16	1	3032				
260	260	0	0	3/8	1	1	1/8		1/8	1	3033				
260	260	1/4	1/4	3/8	1	1	0					p			
260	260	1/4	1/4	3/8	1	1	1/8		1/8	1	3034				
260	260	0	0	3/8	2	1	1/8		1/8	1	3035				
260	260	1/4	1/4	3/8	2	1	0					p			
260	260	1/4	1/4	3/8	2	1	1/8		1/8	1	3036				
260	260	0	0	3/8	3	1	1/8		1/8	1	3037				
260	260	1/4	1/4	3/8	3	1	0					p			
260	260	1/4	1/4	3/8	3	1	1/8		1/8	1	3038				
260	260	0	0	3/8	4	1	1/8		1/8	1	3039				
260	260	1/4	1/4	3/8	4	1	0					p			
260	260	1/4	1/4	3/8	4	1	1/8		1/8	1	3040				
261	261	0	0	3/8	1	1	1/8		1/8	1	3041				
261	261	0	0	3/8	2	1	1/8		1/8	1	3042				
261	261	0	0	3/8	3	1	1/8		1/8	1	3043				
261	261	0	0	3/8	4	1	1/8		1/8	1	3044				
