mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	Trill:trill
31	31	1/8	1/8	3/8	3	1	1/16		1/16	1	400				
31	31	3/16	3/16	3/8	3	1	1/16		1/16	1	401				
31	31	1/4	1/4	3/8	3	1	1/16		1/16	1	402				
31	31	5/16	5/16	3/8	3	1	1/16		1/16	1	403				
31	31	0	0	3/8	4	1	1/16		1/16	1	404				
31	31	1/16	1/16	3/8	4	1	1/16		1/16	1	405				
31	31	1/8	1/8	3/8	4	1	1/16		1/16	1	406				
31	31	3/16	3/16	3/8	4	1	1/16		1/16	1	407				
31	31	1/4	1/4	3/8	4	1	1/16		1/16	1	408				
31	31	5/16	5/16	3/8	4	1	1/16		1/16	1	409				
32	32	0	0	3/8	1	1	0					f			
32	32	0	0	3/8	1	1	1/8		1/8	1	410				
32	32	1/8	1/8	3/8	1	1	1/8		1/8	1	411				
32	32	0	0	3/8	2	1	0					f			
32	32	0	0	3/8	2	1	1/8		1/8	1	412				
32	32	1/8	1/8	3/8	2	1	1/8		1/8	1	413				
32	32	0	0	3/8	3	1	0					f			
32	32	0	0	3/8	3	1	1/8		1/8	1	414				
32	32	1/8	1/8	3/8	3	1	1/8		1/8	1	415				
32	32	0	0	3/8	4	1	0					f			
32	32	0	0	3/8	4	1	1/8		1/8	1	416				
32	32	1/8	1/8	3/8	4	1	1/8		1/8	1	417				
33	33	0	0	3/8	4	1	0					f			
33	33	0	0	3/8	4	1	1/8		1/8	1	418				
33	33	1/8	1/8	3/8	4	1	1/8		1/8	1	419				
33	33	1/4	1/4	3/8	4	1	1/8		1/8	1	420				
34	34	0	0	3/8	3	1	0					f			
34	34	0	0	3/8	3	1	1/8		1/8	1	421				
34	34	1/8	1/8	3/8	3	1	1/8		1/8	1	422				
34	34	1/4	1/4	3/8	3	1	1/8		1/8	1	423				
34	34	0	0	3/8	4	1	1/8		1/8	1	424				
34	34	1/8	1/8	3/8	4	1	1/8		1/8	1	425				
34	34	1/4	1/4	3/8	4	1	1/16		1/16	1	426				
34	34	5/16	5/16	3/8	4	1	1/16		1/16	1	427				
35	35	0	0	3/8	2	1	0					f			
35	35	0	0	3/8	2	1	1/8		1/8	1	428				
35	35	1/8	1/8	3/8	2	1	1/8		1/8	1	429				
35	35	1/4	1/4	3/8	2	1	1/8		1/8	1	430				
35	35	0	0	3/8	3	1	1/8		1/8	1	431				
35	35	1/8	1/8	3/8	3	1	1/8		1/8	1	432				
35	35	1/4	1/4	3/8	3	1	1/16		1/16	1	433				
35	35	5/16	5/16	3/8	3	1	1/16		1/16	1	434				
35	35	0	0	3/8	4	1	1/8		1/8	1	435				
35	35	1/8	1/8	3/8	4	1	1/8		1/8	1	436				
35	35	1/4	1/4	3/8	4	1	1/16		1/16	1	437				
35	35	5/16	5/16	3/8	4	1	1/16		1/16	1	438				
36	36	0	0	3/8	1	1	0					f			
36	36	0	0	3/8	1	1	1/8		1/8	1	439				
36	36	1/8	1/8	3/8	1	1	1/8		1/8	1	440				
36	36	1/4	1/4	3/8	1	1	1/8		1/8	1	441				
36	36	0	0	3/8	2	1	1/8		1/8	1	442				
36	36	1/8	1/8	3/8	2	1	1/8		1/8	1	443				
36	36	1/4	1/4	3/8	2	1	1/16		1/16	1	444				
36	36	5/16	5/16	3/8	2	1	1/16		1/16	1	445				
36	36	0	0	3/8	3	1	1/8		1/8	1	446				
36	36	1/8	1/8	3/8	3	1	3/16		1/8	3/2	447				
36	36	5/16	5/16	3/8	3	1	1/32		1/32	1	448				
36	36	11/32	11/32	3/8	3	1	1/32		1/32	1	449				
36	36	0	0	3/8	4	1	1/8		1/8	1	450				
36	36	1/8	1/8	3/8	4	1	1/8		1/8	1	451				
36	36	1/4	1/4	3/8	4	1	1/16		1/16	1	452				
36	36	5/16	5/16	3/8	4	1	1/16		1/16	1	453				
37	37	0	0	3/8	1	1	0					sf			
37	37	0	0	3/8	1	1	1/4		1/4	1	454				
37	37	1/4	1/4	3/8	1	1	0					p			
37	37	1/4	1/4	3/8	1	1	0								0
37	37	1/4	1/4	3/8	1	1	1/16		1/16	1	455				0
37	37	5/16	5/16	3/8	1	1	1/32		1/32	1	456				0
37	37	11/32	11/32	3/8	1	1	0								0
37	37	11/32	11/32	3/8	1	1	1/32		1/32	1	457				0
37	37	0	0	3/8	2	1	1/8		1/8	1	458				
37	37	1/4	1/4	3/8	2	1	0					sf			
37	37	1/4	1/4	3/8	2	1	1/8		1/8	1	459				
37	37	0	0	3/8	3	1	1/8		1/8	1	460				
37	37	1/4	1/4	3/8	3	1	0					sf			
37	37	1/4	1/4	3/8	3	1	1/8		1/8	1	461				
37	37	0	0	3/8	4	1	1/8		1/8	1	462				
37	37	1/8	1/8	3/8	4	1	0					sf			
37	37	1/8	1/8	3/8	4	1	1/4		1/4	1	463				
38	38	0	0	3/8	1	1	1/8		1/8	1	464				
38	38	1/8	1/8	3/8	1	1	1/8		1/8	1	465				
38	38	1/4	1/4	3/8	1	1	1/8		1/8	1	466				
38	38	0	0	3/8	2	1	0					p			
38	38	0	0	3/8	2	1	1/8		1/8	1	467				
38	38	1/8	1/8	3/8	2	1	1/8		1/8	1	468				
38	38	1/4	1/4	3/8	2	1	1/8		1/8	1	469				
38	38	0	0	3/8	3	1	0					p			
38	38	0	0	3/8	3	1	1/8		1/8	1	470				
38	38	1/8	1/8	3/8	3	1	1/8		1/8	1	471				
38	38	1/4	1/4	3/8	3	1	1/8		1/8	1	472				
38	38	0	0	3/8	4	1	0					p			
38	38	0	0	3/8	4	1	3/8		1/4	3/2	473				
39	39	0	0	3/8	1	1	0					sf			
39	39	0	0	3/8	1	1	1/4		1/4	1	474				
39	39	1/4	1/4	3/8	1	1	0					p			
39	39	1/4	1/4	3/8	1	1	0								1
39	39	1/4	1/4	3/8	1	1	1/16		1/16	1	475				1
39	39	5/16	5/16	3/8	1	1	1/32		1/32	1	476				1
39	39	11/32	11/32	3/8	1	1	0								1
39	39	11/32	11/32	3/8	1	1	1/32		1/32	1	477				1
39	39	0	0	3/8	2	1	1/8		1/8	1	478				
39	39	1/4	1/4	3/8	2	1	0					sf			
39	39	1/4	1/4	3/8	2	1	1/8		1/8	1	479				
39	39	0	0	3/8	3	1	1/8		1/8	1	480				
39	39	1/4	1/4	3/8	3	1	0					sf			
39	39	1/4	1/4	3/8	3	1	1/8		1/8	1	481				
39	39	0	0	3/8	4	1	1/8		1/8	1	482				
39	39	1/8	1/8	3/8	4	1	0					sf			
39	39	1/8	1/8	3/8	4	1	1/4		1/4	1	483				
40	40	0	0	3/8	1	1	1/8		1/8	1	484				
40	40	1/8	1/8	3/8	1	1	1/8		1/8	1	485				
40	40	1/4	1/4	3/8	1	1	1/8		1/8	1	486				
40	40	0	0	3/8	2	1	0					p			
40	40	0	0	3/8	2	1	1/8		1/8	1	487				
40	40	1/8	1/8	3/8	2	1	1/8		1/8	1	488				
40	40	1/4	1/4	3/8	2	1	1/8		1/8	1	489				
40	40	0	0	3/8	3	1	0					p			
40	40	0	0	3/8	3	1	1/8		1/8	1	490				
40	40	1/8	1/8	3/8	3	1	1/8		1/8	1	491				
40	40	1/4	1/4	3/8	3	1	1/8		1/8	1	492				
40	40	0	0	3/8	4	1	0					p			
40	40	0	0	3/8	4	1	3/8		1/4	3/2	493				
41	41	0	0	3/8	1	1	1/4		1/4	1	494				
41	41	1/4	1/4	3/8	1	1	0								2
41	41	1/4	1/4	3/8	1	1	1/16		1/16	1	495				2
41	41	5/16	5/16	3/8	1	1	1/32		1/32	1	496				2
41	41	11/32	11/32	3/8	1	1	0								2
41	41	11/32	11/32	3/8	1	1	1/32		1/32	1	497				2
41	41	0	0	3/8	2	1	1/8		1/8	1	498				
41	41	1/8	1/8	3/8	2	1	1/8		1/8	1	499				
41	41	1/4	1/4	3/8	2	1	1/8		1/8	1	500				
41	41	0	0	3/8	3	1	1/8		1/8	1	501				
41	41	1/8	1/8	3/8	3	1	1/8		1/8	1	502				
41	41	1/4	1/4	3/8	3	1	1/8		1/8	1	503				
41	41	0	0	3/8	4	1	1/8		1/8	1	504				
41	41	1/8	1/8	3/8	4	1	1/8		1/8	1	505				
41	41	1/4	1/4	3/8	4	1	1/8		1/8	1	506				
42	42	0	0	3/8	1	1	1/8		1/8	1	507				
42	42	1/4	1/4	3/8	1	1	1/8		1/8	1	508				
42	42	0	0	3/8	2	1	1/8		1/8	1	509				
42	42	0	0	3/8	3	1	1/8		1/8	1	510				
42	42	0	0	3/8	4	1	1/8		1/8	1	511				
43	43	0	0	3/8	1	1	0					pp			
43	43	0	0	3/8	1	1	1/16		1/16	1	512				
43	43	1/16	1/16	3/8	1	1	1/16		1/16	1	513				
43	43	1/8	1/8	3/8	1	1	1/16		1/16	1	514				
43	43	3/16	3/16	3/8	1	1	1/16		1/16	1	515				
43	43	1/4	1/4	3/8	1	1	1/16		1/16	1	516				
43	43	5/16	5/16	3/8	1	1	1/16		1/16	1	517				
44	44	0	0	3/8	1	1	1/8		1/8	1	518				
44	44	1/8	1/8	3/8	1	1	1/8		1/8	1	519				
44	44	1/4	1/4	3/8	1	1	1/8		1/8	1	520				
44	44	0	0	3/8	2	1	1/16		1/16	1	521				
44	44	1/16	1/16	3/8	2	1	1/16		1/16	1	522				
44	44	1/8	1/8	3/8	2	1	1/16		1/16	1	523				
44	44	3/16	3/16	3/8	2	1	1/16		1/16	1	524				
44	44	1/4	1/4	3/8	2	1	1/16		1/16	1	525				
44	44	5/16	5/16	3/8	2	1	1/16		1/16	1	526				
45	45	0	0	3/8	1	1	1/16		1/16	1	527				
45	45	1/16	1/16	3/8	1	1	1/16		1/16	1	528				
45	45	1/8	1/8	3/8	1	1	1/16		1/16	1	529				
45	45	3/16	3/16	3/8	1	1	1/16		1/16	1	530				
45	45	1/4	1/4	3/8	1	1	1/16		1/16	1	531				
45	45	5/16	5/16	3/8	1	1	1/16		1/16	1	532				
45	45	0	0	3/8	2	1	1/8		1/8	1	533				
45	45	1/8	1/8	3/8	2	1	1/8		1/8	1	534				
45	45	1/4	1/4	3/8	2	1	1/8		1/8	1	535				
46	46	0	0	3/8	1	1	1/8		1/8	1	536				
46	46	1/8	1/8	3/8	1	1	1/8		1/8	1	537				
46	46	1/4	1/4	3/8	1	1	1/8		1/8	1	538				
46	46	0	0	3/8	2	1	1/16		1/16	1	539				
46	46	1/16	1/16	3/8	2	1	1/16		1/16	1	540				
46	46	1/8	1/8	3/8	2	1	1/16		1/16	1	541				
46	46	3/16	3/16	3/8	2	1	1/16		1/16	1	542				
46	46	1/4	1/4	3/8	2	1	1/16		1/16	1	543				
46	46	5/16	5/16	3/8	2	1	1/16		1/16	1	544				
47	47	0	0	3/8	1	1	1/8		1/8	1	545				
47	47	1/8	1/8	3/8	1	1	3/16		1/8	3/2	546				
47	47	5/16	5/16	3/8	1	1	1/16		1/16	1	547				
47	47	0	0	3/8	2	1	1/16		1/16	1	548				
47	47	1/16	1/16	3/8	2	1	1/16		1/16	1	549				
47	47	1/8	1/8	3/8	2	1	1/16		1/16	1	550				
47	47	3/16	3/16	3/8	2	1	1/16		1/16	1	551				
47	47	1/4	1/4	3/8	2	1	1/16		1/16	1	552				
47	47	5/16	5/16	3/8	2	1	1/16		1/16	1	553				
48	48	0	0	3/8	1	1	1/8		1/8	1	554				
48	48	1/8	1/8	3/8	1	1	3/16		1/8	3/2	555				
48	48	5/16	5/16	3/8	1	1	1/16		1/16	1	556				
48	48	0	0	3/8	2	1	1/16		1/16	1	557				
48	48	1/16	1/16	3/8	2	1	1/16		1/16	1	558				
48	48	1/8	1/8	3/8	2	1	1/16		1/16	1	559				
48	48	3/16	3/16	3/8	2	1	1/16		1/16	1	560				
48	48	1/4	1/4	3/8	2	1	1/16		1/16	1	561				
48	48	5/16	5/16	3/8	2	1	1/16		1/16	1	562				
49	49	0	0	3/8	1	1	1/16		1/16	1	563				
49	49	1/16	1/16	3/8	1	1	1/16		1/16	1	564				
49	49	1/8	1/8	3/8	1	1	1/16		1/16	1	565				
49	49	3/16	3/16	3/8	1	1	1/16		1/16	1	566				
49	49	1/4	1/4	3/8	1	1	1/16		1/16	1	567				
49	49	5/16	5/16	3/8	1	1	1/16		1/16	1	568				
49	49	0	0	3/8	2	1	1/16		1/16	1	569				
49	49	1/16	1/16	3/8	2	1	1/16		1/16	1	570				
49	49	1/8	1/8	3/8	2	1	1/16		1/16	1	571				
49	49	3/16	3/16	3/8	2	1	1/16		1/16	1	572				
49	49	1/4	1/4	3/8	2	1	1/16		1/16	1	573				
49	49	5/16	5/16	3/8	2	1	1/16		1/16	1	574				
50	50	0	0	3/8	1	1	3/32		1/16	3/2	575				
50	50	3/32	3/32	3/8	1	1	1/32		1/32	1	576				
50	50	1/8	1/8	3/8	1	1	1/8		1/8	1	577				
50	50	0	0	3/8	2	1	1/16		1/16	1	578				
50	50	1/16	1/16	3/8	2	1	1/16		1/16	1	579				
50	50	1/8	1/8	3/8	2	1	1/16		1/16	1	580				
50	50	3/16	3/16	3/8	2	1	1/16		1/16	1	581				
50	50	1/4	1/4	3/8	2	1	1/16		1/16	1	582				
50	50	5/16	5/16	3/8	2	1	1/16		1/16	1	583				
51	51	0	0	3/8	2	1	1/16		1/16	1	584				
51	51	1/16	1/16	3/8	2	1	1/16		1/16	1	585				
51	51	1/8	1/8	3/8	2	1	1/16		1/16	1	586				
51	51	3/16	3/16	3/8	2	1	1/16		1/16	1	587				
51	51	1/4	1/4	3/8	2	1	1/16		1/16	1	588				
51	51	5/16	5/16	3/8	2	1	1/16		1/16	1	589				
51	51	0	0	3/8	3	1	0					pp			
51	51	0	0	3/8	3	1	1/16		1/16	1	590				
51	51	1/16	1/16	3/8	3	1	1/16		1/16	1	591				
51	51	1/8	1/8	3/8	3	1	1/16		1/16	1	592				
51	51	3/16	3/16	3/8	3	1	1/16		1/16	1	593				
51	51	1/4	1/4	3/8	3	1	1/16		1/16	1	594				
51	51	5/16	5/16	3/8	3	1	1/16		1/16	1	595				
52	52	0	0	3/8	1	1	0					pp			
52	52	0	0	3/8	1	1	1/16		1/16	1	596				
52	52	1/16	1/16	3/8	1	1	1/16		1/16	1	597				
52	52	1/8	1/8	3/8	1	1	1/16		1/16	1	598				
52	52	3/16	3/16	3/8	1	1	1/16		1/16	1	599				
52	52	1/4	1/4	3/8	1	1	1/16		1/16	1	600				
52	52	5/16	5/16	3/8	1	1	1/16		1/16	1	601				
52	52	0	0	3/8	2	1	1/8		1/8	1	602				
52	52	1/8	1/8	3/8	2	1	1/8		1/8	1	603				
52	52	1/4	1/4	3/8	2	1	1/8		1/8	1	604				
52	52	0	0	3/8	3	1	1/8		1/8	1	605				
52	52	1/8	1/8	3/8	3	1	1/8		1/8	1	606				
52	52	1/4	1/4	3/8	3	1	1/8		1/8	1	607				
52	52	0	0	3/8	4	1	1/8		1/8	1	608				
52	52	1/8	1/8	3/8	4	1	1/8		1/8	1	609				
52	52	1/4	1/4	3/8	4	1	1/8		1/8	1	610				
53	53	0	0	3/8	1	1	1/8		1/8	1	611				
53	53	0	0	3/8	2	1	1/16		1/16	1	612				
53	53	1/16	1/16	3/8	2	1	1/16		1/16	1	613				
53	53	1/8	1/8	3/8	2	1	1/16		1/16	1	614				
53	53	3/16	3/16	3/8	2	1	1/16		1/16	1	615				
53	53	1/4	1/4	3/8	2	1	1/16		1/16	1	616				
53	53	5/16	5/16	3/8	2	1	1/16		1/16	1	617				
53	53	0	0	3/8	3	1	1/16		1/16	1	618				
53	53	1/16	1/16	3/8	3	1	1/16		1/16	1	619				
53	53	1/8	1/8	3/8	3	1	1/16		1/16	1	620				
53	53	3/16	3/16	3/8	3	1	1/16		1/16	1	621				
53	53	1/4	1/4	3/8	3	1	1/16		1/16	1	622				
53	53	5/16	5/16	3/8	3	1	1/16		1/16	1	623				
53	53	0	0	3/8	4	1	1/8		1/8	1	624				
54	54	0	0	3/8	1	1	1/16		1/16	1	625				
54	54	1/16	1/16	3/8	1	1	1/16		1/16	1	626				
54	54	1/8	1/8	3/8	1	1	1/16		1/16	1	627				
54	54	3/16	3/16	3/8	1	1	1/16		1/16	1	628				
54	54	1/4	1/4	3/8	1	1	1/16		1/16	1	629				
54	54	5/16	5/16	3/8	1	1	1/16		1/16	1	630				
54	54	0	0	3/8	2	1	1/8		1/8	1	631				
54	54	1/8	1/8	3/8	2	1	1/8		1/8	1	632				
54	54	1/4	1/4	3/8	2	1	1/8		1/8	1	633				
54	54	0	0	3/8	3	1	1/8		1/8	1	634				
54	54	1/8	1/8	3/8	3	1	1/8		1/8	1	635				
54	54	1/4	1/4	3/8	3	1	1/8		1/8	1	636				
54	54	0	0	3/8	4	1	1/8		1/8	1	637				
54	54	1/8	1/8	3/8	4	1	1/8		1/8	1	638				
54	54	1/4	1/4	3/8	4	1	1/8		1/8	1	639				
55	55	0	0	3/8	1	1	1/8		1/8	1	640				
55	55	0	0	3/8	2	1	1/16		1/16	1	641				
55	55	1/16	1/16	3/8	2	1	1/16		1/16	1	642				
55	55	1/8	1/8	3/8	2	1	1/16		1/16	1	643				
55	55	3/16	3/16	3/8	2	1	1/16		1/16	1	644				
55	55	1/4	1/4	3/8	2	1	1/16		1/16	1	645				
55	55	5/16	5/16	3/8	2	1	1/16		1/16	1	646				
55	55	0	0	3/8	3	1	1/16		1/16	1	647				
55	55	1/16	1/16	3/8	3	1	1/16		1/16	1	648				
55	55	1/8	1/8	3/8	3	1	1/16		1/16	1	649				
55	55	3/16	3/16	3/8	3	1	1/16		1/16	1	650				
55	55	1/4	1/4	3/8	3	1	1/16		1/16	1	651				
55	55	5/16	5/16	3/8	3	1	1/16		1/16	1	652				
55	55	0	0	3/8	4	1	1/8		1/8	1	653				
56	56	0	0	3/8	1	1	1/16		1/16	1	654				
56	56	1/16	1/16	3/8	1	1	1/16		1/16	1	655				
56	56	1/8	1/8	3/8	1	1	1/16		1/16	1	656				
56	56	3/16	3/16	3/8	1	1	1/16		1/16	1	657				
56	56	1/4	1/4	3/8	1	1	1/16		1/16	1	658				
56	56	5/16	5/16	3/8	1	1	1/16		1/16	1	659				
56	56	0	0	3/8	2	1	1/16		1/16	1	660				
56	56	1/16	1/16	3/8	2	1	1/16		1/16	1	661				
56	56	1/8	1/8	3/8	2	1	1/16		1/16	1	662				
56	56	3/16	3/16	3/8	2	1	1/16		1/16	1	663				
56	56	1/4	1/4	3/8	2	1	1/16		1/16	1	664				
56	56	5/16	5/16	3/8	2	1	1/16		1/16	1	665				
56	56	0	0	3/8	3	1	1/16		1/16	1	666				
56	56	1/16	1/16	3/8	3	1	1/16		1/16	1	667				
56	56	1/8	1/8	3/8	3	1	1/16		1/16	1	668				
56	56	3/16	3/16	3/8	3	1	1/16		1/16	1	669				
56	56	1/4	1/4	3/8	3	1	1/16		1/16	1	670				
56	56	5/16	5/16	3/8	3	1	1/16		1/16	1	671				
57	57	0	0	3/8	1	1	1/16		1/16	1	672				
57	57	1/16	1/16	3/8	1	1	1/16		1/16	1	673				
57	57	1/8	1/8	3/8	1	1	1/16		1/16	1	674				
57	57	3/16	3/16	3/8	1	1	1/16		1/16	1	675				
57	57	1/4	1/4	3/8	1	1	1/16		1/16	1	676				
57	57	5/16	5/16	3/8	1	1	1/16		1/16	1	677				
57	57	0	0	3/8	2	1	1/16		1/16	1	678				
57	57	1/16	1/16	3/8	2	1	1/16		1/16	1	679				
57	57	1/8	1/8	3/8	2	1	1/16		1/16	1	680				
57	57	3/16	3/16	3/8	2	1	1/16		1/16	1	681				
57	57	1/4	1/4	3/8	2	1	1/16		1/16	1	682				
57	57	5/16	5/16	3/8	2	1	1/16		1/16	1	683				
57	57	0	0	3/8	3	1	1/16		1/16	1	684				
57	57	1/16	1/16	3/8	3	1	1/16		1/16	1	685				
57	57	1/8	1/8	3/8	3	1	1/16		1/16	1	686				
57	57	3/16	3/16	3/8	3	1	1/16		1/16	1	687				
57	57	1/4	1/4	3/8	3	1	1/16		1/16	1	688				
57	57	5/16	5/16	3/8	3	1	1/16		1/16	1	689				
58	58	0	0	3/8	1	1	1/8		1/8	1	690				
58	58	1/8	1/8	3/8	1	1	0					sf			
58	58	1/8	1/8	3/8	1	1	1/4		1/4	1	691				
58	58	0	0	3/8	2	1	1/8		1/8	1	692				
58	58	1/8	1/8	3/8	2	1	0					sf			
58	58	1/8	1/8	3/8	2	1	1/4		1/4	1	693				
58	58	0	0	3/8	3	1	1/8		1/8	1	694				
58	58	1/8	1/8	3/8	3	1	0					sf			
58	58	1/8	1/8	3/8	3	1	1/4		1/4	1	695				
59	59	0	0	3/8	1	1	1/8		1/8	1	696				
59	59	1/8	1/8	3/8	1	1	0					sf			
59	59	1/8	1/8	3/8	1	1	1/4		1/4	1	697				
59	59	0	0	3/8	2	1	1/8		1/8	1	698				
59	59	1/8	1/8	3/8	2	1	0					sf			
59	59	1/8	1/8	3/8	2	1	1/4		1/4	1	699				
59	59	0	0	3/8	3	1	1/8		1/8	1	700				
59	59	1/8	1/8	3/8	3	1	0					sf			
59	59	1/8	1/8	3/8	3	1	1/4		1/4	1	701				
60	60	0	0	3/8	1	1	3/32		1/16	3/2	702				
60	60	3/32	3/32	3/8	1	1	1/32		1/32	1	703				
60	60	1/8	1/8	3/8	1	1	1/8		1/8	1	704				
60	60	1/4	1/4	3/8	1	1	1/8		1/8	1	705				
60	60	0	0	3/8	2	1	3/32		1/16	3/2	706				
60	60	3/32	3/32	3/8	2	1	1/32		1/32	1	707				
60	60	1/8	1/8	3/8	2	1	1/8		1/8	1	708				
60	60	1/4	1/4	3/8	2	1	1/8		1/8	1	709				
60	60	0	0	3/8	3	1	3/32		1/16	3/2	710				
60	60	3/32	3/32	3/8	3	1	1/32		1/32	1	711				
60	60	1/8	1/8	3/8	3	1	1/8		1/8	1	712				
60	60	1/4	1/4	3/8	3	1	1/8		1/8	1	713				
61	61	0	0	3/8	1	1	0							cresc.	
61	61	0	0	3/8	1	1	1/16		1/16	1	714				
61	61	1/16	1/16	3/8	1	1	1/16		1/16	1	715				
61	61	1/8	1/8	3/8	1	1	1/16		1/16	1	716				
61	61	3/16	3/16	3/8	1	1	1/16		1/16	1	717				
61	61	1/4	1/4	3/8	1	1	1/16		1/16	1	718				
61	61	5/16	5/16	3/8	1	1	1/16		1/16	1	719				
61	61	0	0	3/8	2	1	1/16		1/16	1	720				
61	61	1/16	1/16	3/8	2	1	1/16		1/16	1	721				
61	61	1/8	1/8	3/8	2	1	1/16		1/16	1	722				
61	61	3/16	3/16	3/8	2	1	1/16		1/16	1	723				
61	61	1/4	1/4	3/8	2	1	1/16		1/16	1	724				
61	61	5/16	5/16	3/8	2	1	1/16		1/16	1	725				
61	61	0	0	3/8	3	1	0							cresc.	
61	61	0	0	3/8	3	1	1/16		1/16	1	726				
61	61	1/16	1/16	3/8	3	1	1/16		1/16	1	727				
61	61	1/8	1/8	3/8	3	1	1/16		1/16	1	728				
61	61	3/16	3/16	3/8	3	1	1/16		1/16	1	729				
61	61	1/4	1/4	3/8	3	1	1/16		1/16	1	730				
61	61	5/16	5/16	3/8	3	1	1/16		1/16	1	731				
61	61	0	0	3/8	4	1	0							cresc.	
61	61	0	0	3/8	4	1	0							cresc.	
61	61	0	0	3/8	4	1	1/16		1/16	1	732				
61	61	1/16	1/16	3/8	4	1	1/16		1/16	1	733				
61	61	1/8	1/8	3/8	4	1	1/16		1/16	1	734				
61	61	3/16	3/16	3/8	4	1	1/16		1/16	1	735				
61	61	1/4	1/4	3/8	4	1	1/16		1/16	1	736				
61	61	5/16	5/16	3/8	4	1	1/16		1/16	1	737				
62	62	0	0	3/8	1	1	1/16		1/16	1	738				
62	62	1/16	1/16	3/8	1	1	1/16		1/16	1	739				
62	62	1/8	1/8	3/8	1	1	1/16		1/16	1	740				
62	62	3/16	3/16	3/8	1	1	1/16		1/16	1	741				
62	62	1/4	1/4	3/8	1	1	1/16		1/16	1	742				
62	62	5/16	5/16	3/8	1	1	1/16		1/16	1	743				
62	62	0	0	3/8	2	1	1/16		1/16	1	744				
62	62	1/16	1/16	3/8	2	1	1/16		1/16	1	745				
62	62	1/8	1/8	3/8	2	1	1/16		1/16	1	746				
62	62	3/16	3/16	3/8	2	1	1/16		1/16	1	747				
62	62	1/4	1/4	3/8	2	1	1/16		1/16	1	748				
62	62	5/16	5/16	3/8	2	1	1/16		1/16	1	749				
62	62	0	0	3/8	3	1	1/16		1/16	1	750				
62	62	1/16	1/16	3/8	3	1	1/16		1/16	1	751				
62	62	1/8	1/8	3/8	3	1	1/16		1/16	1	752				
62	62	3/16	3/16	3/8	3	1	1/16		1/16	1	753				
62	62	1/4	1/4	3/8	3	1	1/16		1/16	1	754				
62	62	5/16	5/16	3/8	3	1	1/16		1/16	1	755				
62	62	0	0	3/8	4	1	1/16		1/16	1	756				
62	62	1/16	1/16	3/8	4	1	1/16		1/16	1	757				
62	62	1/8	1/8	3/8	4	1	1/16		1/16	1	758				
62	62	3/16	3/16	3/8	4	1	1/16		1/16	1	759				
62	62	1/4	1/4	3/8	4	1	1/16		1/16	1	760				
62	62	5/16	5/16	3/8	4	1	1/16		1/16	1	761				
63	63	0	0	3/8	1	1	1/16		1/16	1	762				
63	63	1/16	1/16	3/8	1	1	1/16		1/16	1	763				
63	63	1/8	1/8	3/8	1	1	1/16		1/16	1	764				
63	63	3/16	3/16	3/8	1	1	1/16		1/16	1	765				
63	63	1/4	1/4	3/8	1	1	1/16		1/16	1	766				
63	63	5/16	5/16	3/8	1	1	1/16		1/16	1	767				
63	63	0	0	3/8	2	1	1/16		1/16	1	768				
63	63	1/16	1/16	3/8	2	1	1/16		1/16	1	769				
63	63	1/8	1/8	3/8	2	1	1/16		1/16	1	770				
63	63	3/16	3/16	3/8	2	1	1/16		1/16	1	771				
63	63	1/4	1/4	3/8	2	1	1/16		1/16	1	772				
63	63	5/16	5/16	3/8	2	1	1/16		1/16	1	773				
63	63	0	0	3/8	3	1	1/16		1/16	1	774				
63	63	1/16	1/16	3/8	3	1	1/16		1/16	1	775				
63	63	1/8	1/8	3/8	3	1	1/16		1/16	1	776				
63	63	3/16	3/16	3/8	3	1	1/16		1/16	1	777				
63	63	1/4	1/4	3/8	3	1	1/16		1/16	1	778				
63	63	5/16	5/16	3/8	3	1	1/16		1/16	1	779				
63	63	0	0	3/8	4	1	1/16		1/16	1	780				
63	63	1/16	1/16	3/8	4	1	1/16		1/16	1	781				
63	63	1/8	1/8	3/8	4	1	1/16		1/16	1	782				
63	63	3/16	3/16	3/8	4	1	1/16		1/16	1	783				
63	63	1/4	1/4	3/8	4	1	1/16		1/16	1	784				
63	63	5/16	5/16	3/8	4	1	1/16		1/16	1	785				
64	64	0	0	3/8	1	1	1/8		1/8	1	786				
64	64	1/8	1/8	3/8	1	1	0					sf			
64	64	1/8	1/8	3/8	1	1	1/4		1/4	1	787				
64	64	0	0	3/8	2	1	1/8		1/8	1	788				
64	64	1/8	1/8	3/8	2	1	0					sf			
64	64	1/8	1/8	3/8	2	1	1/4		1/4	1	789				
64	64	0	0	3/8	3	1	1/8		1/8	1	790				
64	64	1/8	1/8	3/8	3	1	0					sf			
64	64	1/8	1/8	3/8	3	1	1/4		1/4	1	791				
64	64	0	0	3/8	4	1	1/8		1/8	1	792				
64	64	1/8	1/8	3/8	4	1	0					sf			
64	64	1/8	1/8	3/8	4	1	1/4		1/4	1	793				
65	65	0	0	3/8	1	1	1/8		1/8	1	794				
65	65	1/8	1/8	3/8	1	1	0					sf			
65	65	1/8	1/8	3/8	1	1	1/4		1/4	1	795				
65	65	0	0	3/8	2	1	1/8		1/8	1	796				
65	65	1/8	1/8	3/8	2	1	0					sf			
65	65	1/8	1/8	3/8	2	1	1/4		1/4	1	797				
