mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text
111	111	1/2	1/2	3/4	3	1	1/16		1/16	1	1376			
111	111	9/16	9/16	3/4	3	1	0							
111	111	9/16	9/16	3/4	3	1	1/16		1/16	1	1377			
111	111	5/8	5/8	3/4	3	1	1/16		1/16	1	1378			
111	111	11/16	11/16	3/4	3	1	1/16		1/16	1	1379			
111	111	1/2	1/2	3/4	4	1	0							
111	111	1/2	1/2	3/4	4	1	1/16		1/16	1	1380			
111	111	9/16	9/16	3/4	4	1	1/16		1/16	1	1381			
111	111	5/8	5/8	3/4	4	1	1/16		1/16	1	1382			
111	111	11/16	11/16	3/4	4	1	1/16		1/16	1	1383			
112	112	0	0	3/4	1	1	1/16		1/16	1	1384			
112	112	1/16	1/16	3/4	1	1	1/16		1/16	1	1385			
112	112	1/8	1/8	3/4	1	1	1/16		1/16	1	1386			
112	112	3/16	3/16	3/4	1	1	1/16		1/16	1	1387			
112	112	1/4	1/4	3/4	1	1	1/16		1/16	1	1388			
112	112	5/16	5/16	3/4	1	1	1/16		1/16	1	1389			
112	112	3/8	3/8	3/4	1	1	1/16		1/16	1	1390			
112	112	7/16	7/16	3/4	1	1	1/16		1/16	1	1391			
112	112	1/2	1/2	3/4	1	1	1/16		1/16	1	1392			
112	112	9/16	9/16	3/4	1	1	1/16		1/16	1	1393			
112	112	5/8	5/8	3/4	1	1	1/16		1/16	1	1394			
112	112	11/16	11/16	3/4	1	1	1/16		1/16	1	1395			
112	112	0	0	3/4	2	1	1/16		1/16	1	1396			
112	112	1/16	1/16	3/4	2	1	1/16		1/16	1	1397			
112	112	1/8	1/8	3/4	2	1	1/16		1/16	1	1398			
112	112	3/16	3/16	3/4	2	1	1/16		1/16	1	1399			
112	112	1/4	1/4	3/4	2	1	1/16		1/16	1	1400			
112	112	5/16	5/16	3/4	2	1	1/16		1/16	1	1401			
112	112	3/8	3/8	3/4	2	1	1/16		1/16	1	1402			
112	112	7/16	7/16	3/4	2	1	1/16		1/16	1	1403			
112	112	1/2	1/2	3/4	2	1	1/16		1/16	1	1404			
112	112	9/16	9/16	3/4	2	1	1/16		1/16	1	1405			
112	112	5/8	5/8	3/4	2	1	1/16		1/16	1	1406			
112	112	11/16	11/16	3/4	2	1	1/16		1/16	1	1407			
112	112	0	0	3/4	3	1	1/16		1/16	1	1408			
112	112	1/16	1/16	3/4	3	1	1/16		1/16	1	1409			
112	112	1/8	1/8	3/4	3	1	1/16		1/16	1	1410			
112	112	3/16	3/16	3/4	3	1	1/16		1/16	1	1411			
112	112	1/4	1/4	3/4	3	1	1/16		1/16	1	1412			
112	112	5/16	5/16	3/4	3	1	1/16		1/16	1	1413			
112	112	3/8	3/8	3/4	3	1	1/16		1/16	1	1414			
112	112	7/16	7/16	3/4	3	1	1/16		1/16	1	1415			
112	112	1/2	1/2	3/4	3	1	1/16		1/16	1	1416			
112	112	9/16	9/16	3/4	3	1	1/16		1/16	1	1417			
112	112	5/8	5/8	3/4	3	1	1/16		1/16	1	1418			
112	112	11/16	11/16	3/4	3	1	1/16		1/16	1	1419			
112	112	0	0	3/4	4	1	1/16		1/16	1	1420			
112	112	1/16	1/16	3/4	4	1	1/16		1/16	1	1421			
112	112	1/8	1/8	3/4	4	1	1/16		1/16	1	1422			
112	112	3/16	3/16	3/4	4	1	1/16		1/16	1	1423			
112	112	1/4	1/4	3/4	4	1	1/16		1/16	1	1424			
112	112	5/16	5/16	3/4	4	1	1/16		1/16	1	1425			
112	112	3/8	3/8	3/4	4	1	1/16		1/16	1	1426			
112	112	7/16	7/16	3/4	4	1	1/16		1/16	1	1427			
112	112	1/2	1/2	3/4	4	1	1/16		1/16	1	1428			
112	112	9/16	9/16	3/4	4	1	1/16		1/16	1	1429			
112	112	5/8	5/8	3/4	4	1	1/16		1/16	1	1430			
112	112	11/16	11/16	3/4	4	1	1/16		1/16	1	1431			
113	113	0	0	3/4	1	1	1/4		1/4	1	1432		articStaccatoBelow	
113	113	1/4	1/4	3/4	1	1	0					f		
113	113	1/4	1/4	3/4	1	1	1/4		1/4	1	1433		articStaccatoBelow	
113	113	1/2	1/2	3/4	1	1	1/4		1/4	1	1434		articStaccatoBelow	
113	113	0	0	3/4	2	1	1/4		1/4	1	1435		articStaccatoBelow	
113	113	1/4	1/4	3/4	2	1	1/4		1/4	1	1436		articStaccatoBelow	
113	113	1/2	1/2	3/4	2	1	1/4		1/4	1	1437		articStaccatoBelow	
113	113	0	0	3/4	3	1	1/4		1/4	1	1438		articStaccatoAbove	
113	113	1/4	1/4	3/4	3	1	0					f		
113	113	1/4	1/4	3/4	3	1	0					f		
113	113	1/4	1/4	3/4	3	1	1/4		1/4	1	1439		articStaccatoBelow	
113	113	1/2	1/2	3/4	3	1	1/4		1/4	1	1440		articStaccatoBelow	
113	113	0	0	3/4	4	1	1/4		1/4	1	1441		articStaccatoBelow	
113	113	1/4	1/4	3/4	4	1	0					f		
113	113	1/4	1/4	3/4	4	1	1/4		1/4	1	1442		articStaccatoBelow	
113	113	1/2	1/2	3/4	4	1	1/4		1/4	1	1443		articStaccatoBelow	
114	114	0	0	3/4	1	1	1/4		1/4	1	1444		articStaccatoBelow	
114	114	0	0	3/4	2	1	1/4		1/4	1	1445		articStaccatoBelow	
114	114	0	0	3/4	3	1	1/4		1/4	1	1446		articStaccatoBelow	
114	114	0	0	3/4	4	1	1/4		1/4	1	1447		articStaccatoBelow	
115	115	0	0	3/4	1	1	1/16		1/16	1	1448		articStaccatoAbove	
115	115	1/16	1/16	3/4	1	1	0					f		
115	115	1/16	1/16	3/4	1	1	1/16		1/16	1	1449		articStaccatoAbove	
115	115	1/8	1/8	3/4	1	1	1/16		1/16	1	1450		articStaccatoAbove	
115	115	3/16	3/16	3/4	1	1	1/16		1/16	1	1451		articStaccatoAbove	
115	115	1/4	1/4	3/4	1	1	1/16		1/16	1	1452		articStaccatoAbove	
115	115	5/16	5/16	3/4	1	1	1/16		1/16	1	1453		articStaccatoAbove	
115	115	3/8	3/8	3/4	1	1	1/16		1/16	1	1454		articStaccatoAbove	
115	115	7/16	7/16	3/4	1	1	1/16		1/16	1	1455		articStaccatoAbove	
115	115	1/2	1/2	3/4	1	1	1/16		1/16	1	1456		articStaccatoAbove	
115	115	9/16	9/16	3/4	1	1	1/16		1/16	1	1457		articStaccatoAbove	
115	115	5/8	5/8	3/4	1	1	1/16		1/16	1	1458		articStaccatoAbove	
115	115	11/16	11/16	3/4	1	1	1/16		1/16	1	1459		articStaccatoAbove	
115	115	0	0	3/4	2	1	0					f		
115	115	0	0	3/4	2	1	1/4		1/4	1	1460			
115	115	0	0	3/4	3	1	0					f		
115	115	0	0	3/4	3	1	1/4		1/4	1	1461			
115	115	0	0	3/4	4	1	0					f		
115	115	0	0	3/4	4	1	1/4		1/4	1	1462			
116	116	0	0	3/4	1	1	1/16		1/16	1	1463			
116	116	1/16	1/16	3/4	1	1	1/16		1/16	1	1464			
116	116	1/8	1/8	3/4	1	1	1/16		1/16	1	1465			
116	116	3/16	3/16	3/4	1	1	1/16		1/16	1	1466			
116	116	1/4	1/4	3/4	1	1	1/16		1/16	1	1467			
116	116	5/16	5/16	3/4	1	1	1/16		1/16	1	1468			
116	116	3/8	3/8	3/4	1	1	1/16		1/16	1	1469			
116	116	7/16	7/16	3/4	1	1	1/16		1/16	1	1470			
116	116	1/2	1/2	3/4	1	1	1/16		1/16	1	1471			
116	116	9/16	9/16	3/4	1	1	1/16		1/16	1	1472			
116	116	5/8	5/8	3/4	1	1	1/16		1/16	1	1473			
116	116	11/16	11/16	3/4	1	1	1/16		1/16	1	1474			
117	117	0	0	3/4	1	1	1/16		1/16	1	1475			
117	117	1/16	1/16	3/4	1	1	1/16		1/16	1	1476			
117	117	1/8	1/8	3/4	1	1	1/16		1/16	1	1477			
117	117	3/16	3/16	3/4	1	1	1/16		1/16	1	1478			
117	117	1/4	1/4	3/4	1	1	1/16		1/16	1	1479			
117	117	5/16	5/16	3/4	1	1	1/16		1/16	1	1480			
117	117	3/8	3/8	3/4	1	1	1/16		1/16	1	1481			
117	117	7/16	7/16	3/4	1	1	1/16		1/16	1	1482			
117	117	1/2	1/2	3/4	1	1	1/16		1/16	1	1483			
117	117	9/16	9/16	3/4	1	1	1/16		1/16	1	1484			
117	117	5/8	5/8	3/4	1	1	1/16		1/16	1	1485			
117	117	11/16	11/16	3/4	1	1	1/16		1/16	1	1486			
117	117	1/16	1/16	3/4	2	1	1/16		1/16	1	1487			
117	117	1/8	1/8	3/4	2	1	1/16		1/16	1	1488			
117	117	3/16	3/16	3/4	2	1	1/16		1/16	1	1489			
117	117	1/4	1/4	3/4	2	1	1/16		1/16	1	1490			
117	117	5/16	5/16	3/4	2	1	1/16		1/16	1	1491			
117	117	3/8	3/8	3/4	2	1	1/16		1/16	1	1492			
117	117	7/16	7/16	3/4	2	1	1/16		1/16	1	1493			
117	117	1/2	1/2	3/4	2	1	1/16		1/16	1	1494			
117	117	9/16	9/16	3/4	2	1	1/16		1/16	1	1495			
117	117	5/8	5/8	3/4	2	1	1/16		1/16	1	1496			
117	117	11/16	11/16	3/4	2	1	1/16		1/16	1	1497			
117	117	1/16	1/16	3/4	3	1	1/16		1/16	1	1498			
117	117	1/8	1/8	3/4	3	1	1/16		1/16	1	1499			
117	117	3/16	3/16	3/4	3	1	1/16		1/16	1	1500			
117	117	1/4	1/4	3/4	3	1	1/16		1/16	1	1501			
117	117	5/16	5/16	3/4	3	1	1/16		1/16	1	1502			
117	117	3/8	3/8	3/4	3	1	1/16		1/16	1	1503			
117	117	7/16	7/16	3/4	3	1	1/16		1/16	1	1504			
117	117	1/2	1/2	3/4	3	1	1/16		1/16	1	1505			
117	117	9/16	9/16	3/4	3	1	1/16		1/16	1	1506			
117	117	5/8	5/8	3/4	3	1	1/16		1/16	1	1507			
117	117	11/16	11/16	3/4	3	1	1/16		1/16	1	1508			
117	117	0	0	3/4	4	1	1/16		1/16	1	1509			
117	117	1/16	1/16	3/4	4	1	1/16		1/16	1	1510			
117	117	1/8	1/8	3/4	4	1	1/16		1/16	1	1511			
117	117	3/16	3/16	3/4	4	1	1/16		1/16	1	1512			
117	117	1/4	1/4	3/4	4	1	1/16		1/16	1	1513			
117	117	5/16	5/16	3/4	4	1	1/16		1/16	1	1514			
117	117	3/8	3/8	3/4	4	1	1/16		1/16	1	1515			
117	117	7/16	7/16	3/4	4	1	1/16		1/16	1	1516			
117	117	1/2	1/2	3/4	4	1	1/16		1/16	1	1517			
117	117	9/16	9/16	3/4	4	1	1/16		1/16	1	1518			
117	117	5/8	5/8	3/4	4	1	1/16		1/16	1	1519			
117	117	11/16	11/16	3/4	4	1	1/16		1/16	1	1520			
118	118	0	0	3/4	1	1	1/4		1/4	1	1521		articStaccatoBelow	
118	118	1/4	1/4	3/4	1	1	1/4		1/4	1	1522		articStaccatoBelow	
118	118	1/2	1/2	3/4	1	1	1/4		1/4	1	1523			
118	118	0	0	3/4	2	1	1/4		1/4	1	1524			
118	118	1/4	1/4	3/4	2	1	1/4		1/4	1	1525		articStaccatoBelow	
118	118	1/2	1/2	3/4	2	1	1/4		1/4	1	1526			
118	118	0	0	3/4	3	1	1/4		1/4	1	1527		articStaccatoBelow	
118	118	1/4	1/4	3/4	3	1	1/4		1/4	1	1528		articStaccatoBelow	
118	118	1/2	1/2	3/4	3	1	1/4		1/4	1	1529		articStaccatoBelow	
118	118	0	0	3/4	4	1	1/4		1/4	1	1530		articStaccatoBelow	
118	118	1/4	1/4	3/4	4	1	1/4		1/4	1	1531		articStaccatoBelow	
118	118	1/2	1/2	3/4	4	1	1/4		1/4	1	1532		articStaccatoBelow	
119	119	0	0	3/4	1	1	3/4		1/2	3/2	1533			
119	119	0	0	3/4	2	1	0					fp		
119	119	0	0	3/4	2	1	3/4		1/2	3/2	1534			
119	119	0	0	3/4	3	1	0					fp		
119	119	0	0	3/4	3	1	0					fp		
119	119	0	0	3/4	3	1	3/8		1/4	3/2	1535			
119	119	3/8	3/8	3/4	3	1	1/16		1/16	1	1536			
119	119	7/16	7/16	3/4	3	1	1/16		1/16	1	1537			
119	119	1/2	1/2	3/4	3	1	1/8		1/8	1	1538		articStaccatoBelow	
119	119	5/8	5/8	3/4	3	1	1/8		1/8	1	1539		articStaccatoBelow	
119	119	0	0	3/4	4	1	0					fp		
119	119	0	0	3/4	4	1	3/8		1/4	3/2	1540			
119	119	3/8	3/8	3/4	4	1	1/16		1/16	1	1541			
119	119	7/16	7/16	3/4	4	1	1/16		1/16	1	1542			
119	119	1/2	1/2	3/4	4	1	1/8		1/8	1	1543		articStaccatoBelow	
119	119	5/8	5/8	3/4	4	1	1/8		1/8	1	1544		articStaccatoBelow	
120	120	0	0	3/4	1	1	1/16		1/16	1	1545			
120	120	1/16	1/16	3/4	1	1	1/16		1/16	1	1546			
120	120	1/8	1/8	3/4	1	1	1/16		1/16	1	1547			
120	120	3/16	3/16	3/4	1	1	1/16		1/16	1	1548			
120	120	1/4	1/4	3/4	1	1	1/16		1/16	1	1549			
120	120	5/16	5/16	3/4	1	1	1/16		1/16	1	1550			
120	120	3/8	3/8	3/4	1	1	1/16		1/16	1	1551			
120	120	7/16	7/16	3/4	1	1	1/16		1/16	1	1552			
120	120	1/2	1/2	3/4	1	1	1/16		1/16	1	1553			
120	120	9/16	9/16	3/4	1	1	1/16		1/16	1	1554			
120	120	5/8	5/8	3/4	1	1	1/16		1/16	1	1555			
120	120	11/16	11/16	3/4	1	1	1/16		1/16	1	1556			
120	120	0	0	3/4	2	1	1/4		1/4	1	1557			
120	120	1/4	1/4	3/4	2	1	1/4		1/4	1	1558		articStaccatoBelow	
120	120	1/2	1/2	3/4	2	1	1/4		1/4	1	1559		articStaccatoBelow	
120	120	0	0	3/4	3	1	3/4		1/2	3/2	1560			
120	120	0	0	3/4	4	1	3/4		1/2	3/2	1561			
121	121	0	0	3/4	1	1	0					f		
121	121	0	0	3/4	1	1	1/4		1/4	1	1562			
121	121	0	0	3/4	2	1	3/4		1/2	3/2	1563			
121	121	0	0	3/4	3	1	0					fp		
121	121	0	0	3/4	3	1	0					fp		
121	121	0	0	3/4	3	1	3/8		1/4	3/2	1564			
121	121	3/8	3/8	3/4	3	1	1/16		1/16	1	1565			
121	121	7/16	7/16	3/4	3	1	1/16		1/16	1	1566			
121	121	1/2	1/2	3/4	3	1	1/8		1/8	1	1567		articStaccatoBelow	
121	121	5/8	5/8	3/4	3	1	1/8		1/8	1	1568		articStaccatoBelow	
121	121	0	0	3/4	4	1	0					fp		
121	121	0	0	3/4	4	1	3/8		1/4	3/2	1569			
121	121	3/8	3/8	3/4	4	1	1/16		1/16	1	1570			
121	121	7/16	7/16	3/4	4	1	1/16		1/16	1	1571			
121	121	1/2	1/2	3/4	4	1	1/8		1/8	1	1572		articStaccatoBelow	
121	121	5/8	5/8	3/4	4	1	1/8		1/8	1	1573		articStaccatoBelow	
122	122	1/16	1/16	3/4	1	1	0					p		
122	122	1/16	1/16	3/4	1	1	1/16		1/16	1	1574			
122	122	1/8	1/8	3/4	1	1	1/16		1/16	1	1575			
122	122	3/16	3/16	3/4	1	1	1/16		1/16	1	1576			
122	122	1/4	1/4	3/4	1	1	1/16		1/16	1	1577			
122	122	5/16	5/16	3/4	1	1	1/16		1/16	1	1578			
122	122	3/8	3/8	3/4	1	1	1/16		1/16	1	1579			
122	122	7/16	7/16	3/4	1	1	1/16		1/16	1	1580			
122	122	1/2	1/2	3/4	1	1	1/16		1/16	1	1581			
122	122	9/16	9/16	3/4	1	1	1/16		1/16	1	1582			
122	122	5/8	5/8	3/4	1	1	1/16		1/16	1	1583			
122	122	11/16	11/16	3/4	1	1	1/16		1/16	1	1584			
122	122	0	0	3/4	2	1	1/4		1/4	1	1585			
122	122	1/4	1/4	3/4	2	1	1/4		1/4	1	1586		articStaccatoBelow	
122	122	1/2	1/2	3/4	2	1	1/4		1/4	1	1587		articStaccatoBelow	
122	122	0	0	3/4	3	1	3/4		1/2	3/2	1588			
122	122	0	0	3/4	4	1	3/4		1/2	3/2	1589			
123	123	0	0	3/4	1	1	1/4		1/4	1	1590			
123	123	0	0	3/4	2	1	0					pp		
123	123	0	0	3/4	2	1	3/8		1/4	3/2	1591			
123	123	3/8	3/8	3/4	2	1	1/16		1/16	1	1592			
123	123	7/16	7/16	3/4	2	1	1/16		1/16	1	1593			
123	123	1/2	1/2	3/4	2	1	1/8		1/8	1	1594		articStaccatoBelow	
123	123	5/8	5/8	3/4	2	1	1/8		1/8	1	1595		articStaccatoBelow	
123	123	0	0	3/4	3	1	0					pp		
123	123	0	0	3/4	3	1	3/4		1/2	3/2	1596			
123	123	0	0	3/4	4	1	0					pp		
123	123	0	0	3/4	4	1	3/4		1/2	3/2	1597			
124	124	0	0	3/4	2	1	1/2		1/2	1	1598			
124	124	1/2	1/2	3/4	2	1	1/4		1/4	1	1599			
124	124	0	0	3/4	3	1	1/2		1/2	1	1600			
124	124	1/2	1/2	3/4	3	1	1/4		1/4	1	1601			
124	124	0	0	3/4	4	1	3/4		1/2	3/2	1602			
125	125	0	0	3/4	1	1	0					pp		
125	125	0	0	3/4	1	1	1/2		1/2	1	1603			
125	125	1/2	1/2	3/4	1	1	1/4		1/4	1	1604			
126	126	0	0	3/4	2	1	3/8		1/4	3/2	1605			
126	126	3/8	3/8	3/4	2	1	1/16		1/16	1	1606			
126	126	7/16	7/16	3/4	2	1	1/16		1/16	1	1607			
126	126	1/2	1/2	3/4	2	1	1/8		1/8	1	1608		articStaccatoAbove	
126	126	5/8	5/8	3/4	2	1	1/8		1/8	1	1609		articStaccatoAbove	
126	126	0	0	3/4	3	1	3/4		1/2	3/2	1610			
126	126	0	0	3/4	4	1	3/4		1/2	3/2	1611			
127	127	0	0	3/4	2	1	1/2		1/2	1	1612			
127	127	1/2	1/2	3/4	2	1	1/4		1/4	1	1613			
127	127	0	0	3/4	3	1	1/2		1/2	1	1614			
127	127	1/2	1/2	3/4	3	1	1/4		1/4	1	1615			
127	127	0	0	3/4	4	1	3/4		1/2	3/2	1616			
128	128	0	0	3/4	1	1	0					pp		
128	128	0	0	3/4	1	1	1/2		1/2	1	1617			
128	128	1/2	1/2	3/4	1	1	1/4		1/4	1	1618			
129	129	0	0	3/4	4	1	0					f		
129	129	0	0	3/4	4	1	3/8		1/4	3/2	1619			
129	129	3/8	3/8	3/4	4	1	1/16		1/16	1	1620			
129	129	7/16	7/16	3/4	4	1	1/16		1/16	1	1621			
129	129	1/2	1/2	3/4	4	1	1/8		1/8	1	1622		articStaccatoAbove	
129	129	5/8	5/8	3/4	4	1	1/8		1/8	1	1623		articStaccatoAbove	
130	130	0	0	3/4	3	1	3/8		1/4	3/2	1624			
130	130	3/8	3/8	3/4	3	1	0					f		
130	130	3/8	3/8	3/4	3	1	1/16		1/16	1	1625			
130	130	7/16	7/16	3/4	3	1	1/16		1/16	1	1626			
130	130	1/2	1/2	3/4	3	1	1/8		1/8	1	1627		articStaccatoAbove	
130	130	5/8	5/8	3/4	3	1	1/8		1/8	1	1628		articStaccatoAbove	
130	130	0	0	3/4	4	1	1/4		1/4	1	1629		articStaccatoBelow	
130	130	1/4	1/4	3/4	4	1	1/4		1/4	1	1630		articStaccatoAbove	
130	130	1/2	1/2	3/4	4	1	1/4		1/4	1	1631		articStaccatoAbove	
131	131	0	0	3/4	1	1	0					f		
131	131	0	0	3/4	1	1	3/8		1/4	3/2	1632			
131	131	3/8	3/8	3/4	1	1	1/16		1/16	1	1633			
131	131	7/16	7/16	3/4	1	1	1/16		1/16	1	1634			
131	131	1/2	1/2	3/4	1	1	1/8		1/8	1	1635		articStaccatoAbove	
131	131	5/8	5/8	3/4	1	1	1/8		1/8	1	1636		articStaccatoAbove	
131	131	1/4	1/4	3/4	2	1	0					f		
131	131	1/4	1/4	3/4	2	1	3/8		1/4	3/2	1637			
131	131	5/8	5/8	3/4	2	1	1/16		1/16	1	1638			
131	131	11/16	11/16	3/4	2	1	1/16		1/16	1	1639			
131	131	0	0	3/4	3	1	1/4		1/4	1	1640		articStaccatoAbove	
131	131	1/4	1/4	3/4	3	1	1/4		1/4	1	1641		articStaccatoAbove	
131	131	1/2	1/2	3/4	3	1	1/4		1/4	1	1642		articStaccatoAbove	
131	131	0	0	3/4	4	1	1/4		1/4	1	1643		articStaccatoAbove	
131	131	1/4	1/4	3/4	4	1	1/4		1/4	1	1644		articStaccatoAbove	
131	131	1/2	1/2	3/4	4	1	1/4		1/4	1	1645		articStaccatoAbove	
132	132	0	0	3/4	1	1	1/4		1/4	1	1646		articStaccatoAbove	
132	132	1/4	1/4	3/4	1	1	1/4		1/4	1	1647		articStaccatoAbove	
132	132	1/2	1/2	3/4	1	1	1/4		1/4	1	1648		articStaccatoAbove	
132	132	0	0	3/4	2	1	1/8		1/8	1	1649		articStaccatoBelow	
132	132	1/8	1/8	3/4	2	1	1/8		1/8	1	1650		articStaccatoBelow	
132	132	1/4	1/4	3/4	2	1	1/4		1/4	1	1651		articStaccatoAbove	
132	132	1/2	1/2	3/4	2	1	1/4		1/4	1	1652		articStaccatoAbove	
132	132	0	0	3/4	3	1	1/4		1/4	1	1653		articStaccatoAbove	
132	132	1/4	1/4	3/4	3	1	1/4		1/4	1	1654		articStaccatoAbove	
132	132	1/2	1/2	3/4	3	1	1/4		1/4	1	1655		articStaccatoAbove	
132	132	0	0	3/4	4	1	1/4		1/4	1	1656		articStaccatoAbove	
132	132	1/4	1/4	3/4	4	1	1/4		1/4	1	1657		articStaccatoAbove	
132	132	1/2	1/2	3/4	4	1	1/4		1/4	1	1658		articStaccatoAbove	
133	133	0	0	3/4	1	1	1/8		1/8	1	1659			
133	133	1/8	1/8	3/4	1	1	1/16		1/16	1	1660			
133	133	3/16	3/16	3/4	1	1	1/16		1/16	1	1661			
133	133	1/4	1/4	3/4	1	1	0					sf		
133	133	1/4	1/4	3/4	1	1	3/8		1/4	3/2	1662			
133	133	5/8	5/8	3/4	1	1	1/8		1/8	1	1663			
133	133	0	0	3/4	2	1	1/4		1/4	1	1664			
133	133	1/4	1/4	3/4	2	1	0					sf		
133	133	1/4	1/4	3/4	2	1	1/8		1/8	1	1665			
133	133	3/8	3/8	3/4	2	1	1/16		1/16	1	1666			
133	133	7/16	7/16	3/4	2	1	1/16		1/16	1	1667			
133	133	1/2	1/2	3/4	2	1	1/8		1/8	1	1668			
133	133	5/8	5/8	3/4	2	1	1/8		1/8	1	1669			
133	133	0	0	3/4	3	1	1/4		1/4	1	1670		articStaccatoAbove	
133	133	1/4	1/4	3/4	3	1	0					sf		
133	133	1/4	1/4	3/4	3	1	3/8		1/4	3/2	1671			
133	133	5/8	5/8	3/4	3	1	1/8		1/8	1	1672			
133	133	0	0	3/4	4	1	1/4		1/4	1	1673		articStaccatoAbove	
133	133	1/4	1/4	3/4	4	1	0					sf		
133	133	1/4	1/4	3/4	4	1	3/8		1/4	3/2	1674			
133	133	5/8	5/8	3/4	4	1	1/8		1/8	1	1675			
134	134	0	0	3/4	1	1	1/8		1/8	1	1676			
134	134	1/8	1/8	3/4	1	1	1/16		1/16	1	1677			
134	134	3/16	3/16	3/4	1	1	0					sf		
134	134	3/16	3/16	3/4	1	1	1/16		1/16	1	1678			
134	134	1/4	1/4	3/4	1	1	3/8		1/4	3/2	1679			
134	134	5/8	5/8	3/4	1	1	1/8		1/8	1	1680			
134	134	0	0	3/4	2	1	1/4		1/4	1	1681			
134	134	1/4	1/4	3/4	2	1	0					sf		
134	134	1/4	1/4	3/4	2	1	1/8		1/8	1	1682			
134	134	3/8	3/8	3/4	2	1	1/16		1/16	1	1683			
134	134	7/16	7/16	3/4	2	1	1/16		1/16	1	1684			
134	134	1/2	1/2	3/4	2	1	1/8		1/8	1	1685			
134	134	5/8	5/8	3/4	2	1	1/8		1/8	1	1686			
134	134	0	0	3/4	3	1	1/4		1/4	1	1687		articStaccatoAbove	
134	134	1/4	1/4	3/4	3	1	0					sf		
134	134	1/4	1/4	3/4	3	1	3/8		1/4	3/2	1688			
134	134	5/8	5/8	3/4	3	1	1/8		1/8	1	1689			
134	134	0	0	3/4	4	1	1/4		1/4	1	1690		articStaccatoAbove	
134	134	1/4	1/4	3/4	4	1	0					sf		
134	134	1/4	1/4	3/4	4	1	3/8		1/4	3/2	1691			
134	134	5/8	5/8	3/4	4	1	1/8		1/8	1	1692			
135	135	0	0	3/4	2	1	0					f		
135	135	0	0	3/4	2	1	1/4		1/4	1	1693			
135	135	1/4	1/4	3/4	2	1	1/8		1/8	1	1694			
135	135	3/8	3/8	3/4	2	1	1/16		1/16	1	1695			
135	135	7/16	7/16	3/4	2	1	1/16		1/16	1	1696			
135	135	1/2	1/2	3/4	2	1	1/8		1/8	1	1697		articStaccatoAbove	
135	135	5/8	5/8	3/4	2	1	1/8		1/8	1	1698		articStaccatoAbove	
136	136	0	0	3/4	2	1	1/4		1/4	1	1699		articStaccatoBelow	
136	136	1/4	1/4	3/4	2	1	1/4		1/4	1	1700		articStaccatoBelow	
136	136	1/2	1/2	3/4	2	1	1/4		1/4	1	1701		articStaccatoBelow	
136	136	0	0	3/4	4	1	0					f		
136	136	0	0	3/4	4	1	3/8		1/4	3/2	1702			
136	136	3/8	3/8	3/4	4	1	1/16		1/16	1	1703			
136	136	7/16	7/16	3/4	4	1	1/16		1/16	1	1704			
136	136	1/2	1/2	3/4	4	1	1/8		1/8	1	1705		articStaccatoAbove	
136	136	5/8	5/8	3/4	4	1	1/8		1/8	1	1706		articStaccatoAbove	
137	137	0	0	3/4	1	1	0					f		
137	137	0	0	3/4	1	1	3/8		1/4	3/2	1707			
137	137	3/8	3/8	3/4	1	1	1/16		1/16	1	1708			
137	137	7/16	7/16	3/4	1	1	1/16		1/16	1	1709			
137	137	1/2	1/2	3/4	1	1	1/8		1/8	1	1710		articStaccatoAbove	
137	137	5/8	5/8	3/4	1	1	1/8		1/8	1	1711		articStaccatoAbove	
137	137	0	0	3/4	2	1	1/4		1/4	1	1712		articStaccatoBelow	
137	137	1/4	1/4	3/4	2	1	1/4		1/4	1	1713		articStaccatoAbove	
137	137	1/2	1/2	3/4	2	1	1/4		1/4	1	1714		articStaccatoAbove	
137	137	1/4	1/4	3/4	3	1	0					f		
137	137	1/4	1/4	3/4	3	1	3/8		1/4	3/2	1715			
137	137	5/8	5/8	3/4	3	1	1/16		1/16	1	1716			
137	137	11/16	11/16	3/4	3	1	1/16		1/16	1	1717			
137	137	0	0	3/4	4	1	1/4		1/4	1	1718		articStaccatoAbove	
137	137	1/4	1/4	3/4	4	1	1/4		1/4	1	1719		articStaccatoAbove	
137	137	1/2	1/2	3/4	4	1	1/4		1/4	1	1720		articStaccatoAbove	
138	138	0	0	3/4	1	1	1/4		1/4	1	1721		articStaccatoAbove	
138	138	1/4	1/4	3/4	1	1	1/4		1/4	1	1722		articStaccatoAbove	
138	138	1/2	1/2	3/4	1	1	1/4		1/4	1	1723		articStaccatoAbove	
138	138	0	0	3/4	2	1	1/4		1/4	1	1724		articStaccatoAbove	
138	138	1/4	1/4	3/4	2	1	1/4		1/4	1	1725		articStaccatoAbove	
138	138	1/2	1/2	3/4	2	1	1/4		1/4	1	1726		articStaccatoAbove	
138	138	0	0	3/4	3	1	1/8		1/8	1	1727		articStaccatoAbove	
138	138	1/8	1/8	3/4	3	1	1/8		1/8	1	1728		articStaccatoAbove	
138	138	1/4	1/4	3/4	3	1	1/4		1/4	1	1729		articStaccatoAbove	
138	138	1/2	1/2	3/4	3	1	1/4		1/4	1	1730		articStaccatoAbove	
138	138	0	0	3/4	4	1	1/4		1/4	1	1731		articStaccatoAbove	
138	138	1/4	1/4	3/4	4	1	1/4		1/4	1	1732		articStaccatoAbove	
