mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
4	4	0	0	3/4	4	1	1/4		1/4	1		2	50	55
4	4	0	0	3/4	1	1	1/4		1/4	1		2	62	52
4	4	0	0	3/4	2	1	1/4		1/4	1		2	62	53
5	5	0	0	3/4	4	1	3/4		1/2	3/2		2	50	64
5	5	0	0	3/4	3	1	3/4		1/2	3/2		2	62	63
5	5	0	0	3/4	2	1	3/4		1/2	3/2	1	-2	70	62
5	5	0	0	3/4	1	1	1/4		1/4	1	1	-1	77	56
5	5	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	-1	77	57
5	5	3/8	3/8	3/4	1	1	1/16		1/16	1		1	79	58
5	5	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	77	59
5	5	1/2	1/2	3/4	1	1	1/8		1/8	1		4	76	60
5	5	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	77	61
6	6	0	0	3/4	4	1	3/4		1/2	3/2		4	52	70
6	6	0	0	3/4	3	1	3/4		1/2	3/2	1	0	60	69
6	6	0	0	3/4	2	1	1/2		1/2	1	-1	-2	70	67
6	6	0	0	3/4	1	1	1/2		1/2	1		1	79	65
6	6	1/2	1/2	3/4	2	1	1/4		1/4	1		1	67	68
6	6	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	66
7	7	0	0	3/4	4	1	1/4		1/4	1		-1	53	80
7	7	0	0	3/4	3	1	1/4		1/4	1	-1	0	60	77
7	7	0	0	3/4	2	1	1/2		1/2	1		-1	65	74
7	7	0	0	3/4	1	1	1/2		1/2	1		3	69	71
7	7	1/4	1/4	3/4	4	1	1/4		1/4	1		2	50	81
7	7	1/4	1/4	3/4	3	1	1/4		1/4	1		2	62	78
7	7	1/2	1/2	3/4	4	1	1/4		1/4	1		-2	46	82
7	7	1/2	1/2	3/4	3	1	1/4		1/4	1		1	55	79
7	7	1/2	1/2	3/4	2	1	3/16		1/8	3/2		-2	70	75
7	7	1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	74	72
7	7	11/16	11/16	3/4	2	1	1/16		1/16	1		1	67	76
7	7	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70	73
8	8	0	0	3/4	4	1	3/4		1/2	3/2		0	48	92
8	8	0	0	3/4	3	1	1/8		1/8	1		0	60	87
8	8	0	0	3/4	2	1	1/2		1/2	1		-1	65	85
8	8	0	0	3/4	1	1	1/2		1/2	1		3	69	83
8	8	1/8	1/8	3/4	3	1	1/8		1/8	1		5	59	88
8	8	1/4	1/4	3/4	3	1	1/8		1/8	1		0	60	89
8	8	3/8	3/8	3/4	3	1	1/8		1/8	1		5	59	90
8	8	1/2	1/2	3/4	3	1	1/4		1/4	1		0	60	91
8	8	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	86
8	8	1/2	1/2	3/4	1	1	1/4		1/4	1		1	67	84
9	9	0	0	3/4	3	1	1/4		1/4	1	1	-1	53	105
9	9	0	0	3/4	4	1	1/4		1/4	1	1	-1	53	111
9	9	0	0	3/4	1	1	1/4		1/4	1	1	-1	65	93
9	9	0	0	3/4	2	1	1/4		1/4	1	1	-1	65	99
9	9	1/4	1/4	3/4	3	1	1/8		1/8	1	-1	-1	53	106
9	9	1/4	1/4	3/4	4	1	1/8		1/8	1	-1	-1	53	112
9	9	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	-1	65	94
9	9	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	-1	65	100
9	9	3/8	3/8	3/4	3	1	1/16		1/16	1		1	55	107
9	9	3/8	3/8	3/4	4	1	1/16		1/16	1		1	55	113
9	9	3/8	3/8	3/4	1	1	1/16		1/16	1		1	67	95
9	9	3/8	3/8	3/4	2	1	1/16		1/16	1		1	67	101
9	9	7/16	7/16	3/4	3	1	1/16		1/16	1		-1	53	108
9	9	7/16	7/16	3/4	4	1	1/16		1/16	1		-1	53	114
9	9	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	65	96
9	9	7/16	7/16	3/4	2	1	1/16		1/16	1		-1	65	102
9	9	1/2	1/2	3/4	3	1	1/8		1/8	1		4	52	109
9	9	1/2	1/2	3/4	4	1	1/8		1/8	1		4	52	115
9	9	1/2	1/2	3/4	1	1	1/8		1/8	1		4	64	97
9	9	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64	103
9	9	5/8	5/8	3/4	3	1	1/8		1/8	1		-1	53	110
9	9	5/8	5/8	3/4	4	1	1/8		1/8	1		-1	53	116
9	9	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	98
9	9	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	104
10	10	0	0	3/4	3	1	1/4		1/4	1		0	48	119
10	10	0	0	3/4	4	1	1/4		1/4	1		0	48	120
10	10	0	0	3/4	1	1	1/4		1/4	1		0	60	117
10	10	0	0	3/4	2	1	1/4		1/4	1		0	60	118
11	11	0	0	3/4	3	1	1/4		1/4	1	1	-1	53	133
11	11	0	0	3/4	4	1	1/4		1/4	1	1	-1	53	139
11	11	0	0	3/4	1	1	1/4		1/4	1	1	-1	65	121
11	11	0	0	3/4	2	1	1/4		1/4	1	1	-1	65	127
11	11	1/4	1/4	3/4	3	1	1/8		1/8	1	-1	-1	53	134
11	11	1/4	1/4	3/4	4	1	1/8		1/8	1	-1	-1	53	140
11	11	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	-1	65	122
11	11	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	-1	65	128
11	11	3/8	3/8	3/4	3	1	1/16		1/16	1		1	55	135
11	11	3/8	3/8	3/4	4	1	1/16		1/16	1		1	55	141
11	11	3/8	3/8	3/4	1	1	1/16		1/16	1		1	67	123
11	11	3/8	3/8	3/4	2	1	1/16		1/16	1		1	67	129
11	11	7/16	7/16	3/4	3	1	1/16		1/16	1		-1	53	136
11	11	7/16	7/16	3/4	4	1	1/16		1/16	1		-1	53	142
11	11	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	65	124
11	11	7/16	7/16	3/4	2	1	1/16		1/16	1		-1	65	130
11	11	1/2	1/2	3/4	3	1	1/8		1/8	1		4	52	137
11	11	1/2	1/2	3/4	4	1	1/8		1/8	1		4	52	143
11	11	1/2	1/2	3/4	1	1	1/8		1/8	1		4	64	125
11	11	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64	131
11	11	5/8	5/8	3/4	4	1	1/8		1/8	1		-1	53	144
11	11	5/8	5/8	3/4	3	1	1/8		1/8	1		1	55	138
11	11	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	126
11	11	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	132
12	12	0	0	3/4	3	1	1/4		1/4	1		2	50	147
12	12	0	0	3/4	4	1	1/4		1/4	1		2	50	148
12	12	0	0	3/4	1	1	1/4		1/4	1		2	62	145
12	12	0	0	3/4	2	1	1/4		1/4	1		2	62	146
13	13	0	0	3/4	1	1	1/4		1/4	1	1	-1	77	149
13	13	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	-1	77	150
13	13	3/8	3/8	3/4	1	1	1/16		1/16	1		1	79	151
13	13	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	77	152
13	13	1/2	1/2	3/4	1	1	1/8		1/8	1		4	76	153
13	13	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	77	154
14	14	0	0	3/4	4	1	3/4		1/2	3/2		7	61	159
14	14	0	0	3/4	3	1	3/4		1/2	3/2		-2	70	158
14	14	0	0	3/4	2	1	3/4		1/2	3/2		4	76	157
14	14	0	0	3/4	1	1	1/2		1/2	1		3	81	155
14	14	1/2	1/2	3/4	1	1	1/4		1/4	1		1	79	156
15	15	0	0	3/4	1	1	1/4		1/4	1	1	1	79	160
15	15	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	1	79	161
15	15	3/8	3/8	3/4	1	1	1/16		1/16	1		3	81	162
15	15	7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	163
15	15	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78	164
15	15	5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	165
16	16	0	0	3/4	4	1	3/4		1/2	3/2		6	66	170
16	16	0	0	3/4	2	1	3/4		1/2	3/2		0	72	168
16	16	0	0	3/4	3	1	3/4		1/2	3/2		-3	75	169
16	16	0	0	3/4	1	1	1/2		1/2	1		-2	82	166
16	16	1/2	1/2	3/4	1	1	1/4		1/4	1		3	81	167
17	17	0	0	3/4	1	1	1/4		1/4	1	1	3	81	171
17	17	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	3	81	172
17	17	3/8	3/8	3/4	1	1	1/16		1/16	1		-2	82	173
17	17	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	174
17	17	1/2	1/2	3/4	1	1	1/8		1/8	1		1	79	175
17	17	5/8	5/8	3/4	1	1	1/8		1/8	1		3	81	176
18	18	0	0	3/4	4	1	3/8		1/4	3/2		-2	58	189
18	18	0	0	3/4	3	1	3/8		1/4	3/2		6	66	185
18	18	0	0	3/4	2	1	3/8		1/4	3/2		-3	75	181
18	18	0	0	3/4	1	1	3/8		1/4	3/2		0	84	177
18	18	3/8	3/8	3/4	4	1	1/8		1/8	1		-2	58	190
18	18	3/8	3/8	3/4	3	1	1/8		1/8	1		1	67	186
18	18	3/8	3/8	3/4	2	1	1/8		1/8	1		2	74	182
18	18	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	82	178
18	18	1/2	1/2	3/4	4	1	1/8		1/8	1		-2	58	191
18	18	1/2	1/2	3/4	3	1	1/8		1/8	1		3	69	187
18	18	1/2	1/2	3/4	2	1	1/8		1/8	1		0	72	183
18	18	1/2	1/2	3/4	1	1	1/8		1/8	1		3	81	179
18	18	5/8	5/8	3/4	4	1	1/8		1/8	1		-2	58	192
18	18	5/8	5/8	3/4	2	1	1/8		1/8	1		-2	70	184
18	18	5/8	5/8	3/4	3	1	1/8		1/8	1		-2	70	188
18	18	5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	180
19	19	0	0	3/4	4	1	1/2		1/2	1		0	60	209
19	19	0	0	3/4	2	1	1/2		1/2	1		3	69	200
19	19	0	0	3/4	3	1	1/2		1/2	1		0	72	207
19	19	0	0	3/4	1	1	1/2		1/2	1		-1	77	193
19	19	1/2	1/2	3/4	1	1	0	grace16	1/16	1		1	79	194
19	19	1/2	1/2	3/4	1	1	0	grace16	1/16	1		-1	77	195
19	19	1/2	1/2	3/4	1	1	0	grace16	1/16	1		4	76	196
19	19	1/2	1/2	3/4	1	1	0	grace16	1/16	1		-1	77	197
19	19	1/2	1/2	3/4	2	1	0	grace16	1/16	1		-2	70	201
19	19	1/2	1/2	3/4	2	1	0	grace16	1/16	1		3	69	202
19	19	1/2	1/2	3/4	2	1	0	grace16	1/16	1		1	67	203
19	19	1/2	1/2	3/4	2	1	0	grace16	1/16	1		3	69	204
19	19	1/2	1/2	3/4	4	1	1/4		1/4	1		0	48	210
19	19	1/2	1/2	3/4	3	1	1/4		1/4	1		4	64	208
19	19	1/2	1/2	3/4	2	1	1/8		1/8	1		0	72	205
19	19	1/2	1/2	3/4	1	1	1/8		1/8	1		3	81	198
19	19	5/8	5/8	3/4	2	1	1/8		1/8	1		-2	70	206
19	19	5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	199
20	20	0	0	3/4	4	1	1/4		1/4	1		-1	53	214
20	20	0	0	3/4	3	1	1/4		1/4	1		-1	65	213
20	20	0	0	3/4	2	1	1/4		1/4	1		3	69	212
20	20	0	0	3/4	1	1	1/4		1/4	1		-1	77	211
21	21	0	0	3/4	2	1	1/4		1/4	1	1	0	60	215
21	21	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	0	60	216
21	21	3/8	3/8	3/4	2	1	1/16		1/16	1		2	62	217
21	21	7/16	7/16	3/4	2	1	1/16		1/16	1		0	60	218
21	21	1/2	1/2	3/4	2	1	1/8		1/8	1		5	59	219
21	21	5/8	5/8	3/4	2	1	1/8		1/8	1		0	60	220
22	22	0	0	3/4	4	1	3/4		1/2	3/2		5	59	229
22	22	0	0	3/4	2	1	1/2		1/2	1		-3	63	226
22	22	0	0	3/4	3	1	3/4		1/2	3/2		-4	68	228
22	22	0	0	3/4	1	1	3/8		1/4	3/2		-1	77	221
22	22	3/8	3/8	3/4	1	1	1/16		1/16	1		1	79	222
22	22	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	77	223
22	22	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	227
22	22	1/2	1/2	3/4	1	1	1/8		1/8	1		4	76	224
22	22	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	77	225
23	23	0	0	3/4	2	1	1/4		1/4	1	1	2	62	230
23	23	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	2	62	231
23	23	3/8	3/8	3/4	2	1	1/16		1/16	1		-3	63	232
23	23	7/16	7/16	3/4	2	1	1/16		1/16	1		2	62	233
23	23	1/2	1/2	3/4	2	1	1/8		1/8	1		7	61	234
23	23	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	235
24	24	0	0	3/4	4	1	3/4		1/2	3/2		0	48	244
24	24	0	0	3/4	3	1	3/4		1/2	3/2		-2	58	243
24	24	0	0	3/4	2	1	1/2		1/2	1		-1	65	241
24	24	0	0	3/4	1	1	3/8		1/4	3/2		1	79	236
24	24	3/8	3/8	3/4	1	1	1/16		1/16	1		3	81	237
24	24	7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	238
24	24	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	242
24	24	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78	239
24	24	5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	240
25	25	0	0	3/4	2	1	1/4		1/4	1	1	1	67	245
25	25	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	1	67	246
25	25	3/8	3/8	3/4	2	1	1/16		1/16	1		3	69	247
25	25	7/16	7/16	3/4	2	1	1/16		1/16	1		1	67	248
25	25	1/2	1/2	3/4	2	1	1/8		1/8	1		6	66	249
25	25	5/8	5/8	3/4	2	1	1/8		1/8	1		1	67	250
26	26	0	0	3/4	4	1	1/2		1/2	1		-1	53	260
26	26	0	0	3/4	3	1	1/2		1/2	1		-3	63	258
26	26	0	0	3/4	2	1	1/2		1/2	1		-2	70	256
26	26	0	0	3/4	1	1	3/8		1/4	3/2		0	84	251
26	26	3/8	3/8	3/4	1	1	1/16		1/16	1		2	86	252
26	26	7/16	7/16	3/4	1	1	1/16		1/16	1		0	84	253
26	26	1/2	1/2	3/4	4	1	1/4		1/4	1		-1	41	261
26	26	1/2	1/2	3/4	3	1	1/4		1/4	1		-3	63	259
26	26	1/2	1/2	3/4	2	1	1/4		1/4	1		3	69	257
26	26	1/2	1/2	3/4	1	1	1/8		1/8	1		5	83	254
26	26	5/8	5/8	3/4	1	1	1/8		1/8	1		0	84	255
27	27	0	0	3/4	4	1	1/2		1/2	1		-2	58	271
27	27	0	0	3/4	3	1	1/2		1/2	1		6	66	269
27	27	0	0	3/4	2	1	1/2		1/2	1		0	72	267
27	27	0	0	3/4	1	1	3/8		1/4	3/2		2	86	262
27	27	3/8	3/8	3/4	1	1	1/16		1/16	1		-3	87	263
27	27	7/16	7/16	3/4	1	1	1/16		1/16	1		2	86	264
27	27	1/2	1/2	3/4	4	1	1/4		1/4	1		-2	46	272
27	27	1/2	1/2	3/4	3	1	1/4		1/4	1		1	67	270
27	27	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	70	268
27	27	1/2	1/2	3/4	1	1	1/8		1/8	1		7	85	265
27	27	5/8	5/8	3/4	1	1	1/8		1/8	1		2	86	266
28	28	0	0	3/4	4	1	1/4		1/4	1		0	48	285
28	28	0	0	3/4	3	1	1/4		1/4	1		-2	58	282
28	28	0	0	3/4	2	1	1/8		1/8	1		3	69	276
28	28	0	0	3/4	1	1	1/4		1/4	1		4	88	273
28	28	1/8	1/8	3/4	2	1	1/8		1/8	1		1	67	277
28	28	1/4	1/4	3/4	4	1	1/4		1/4	1		0	48	286
28	28	1/4	1/4	3/4	3	1	1/4		1/4	1		-2	58	283
28	28	1/4	1/4	3/4	2	1	1/8		1/8	1		3	69	278
28	28	1/4	1/4	3/4	1	1	1/4		1/4	1		4	88	274
28	28	3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	279
28	28	1/2	1/2	3/4	4	1	1/4		1/4	1		0	48	287
28	28	1/2	1/2	3/4	3	1	1/4		1/4	1		-2	58	284
28	28	1/2	1/2	3/4	2	1	1/8		1/8	1		3	69	280
28	28	1/2	1/2	3/4	1	1	1/4		1/4	1		4	88	275
28	28	5/8	5/8	3/4	2	1	1/8		1/8	1		1	67	281
29	29	0	0	3/4	4	1	1/4		1/4	1		-1	41	301
29	29	0	0	3/4	3	1	1/8		1/8	1		3	57	295
29	29	0	0	3/4	2	1	1/8		1/8	1		-1	65	289
29	29	0	0	3/4	1	1	1/4		1/4	1		-1	89	288
29	29	1/8	1/8	3/4	2	1	1/8		1/8	1		3	57	290
29	29	1/8	1/8	3/4	3	1	1/8		1/8	1		0	60	296
29	29	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	290
29	29	1/4	1/4	3/4	2	1	1/8		1/8	1		3	57	291
29	29	1/4	1/4	3/4	3	1	1/8		1/8	1		0	60	297
29	29	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	291
29	29	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	292
29	29	3/8	3/8	3/4	3	1	1/8		1/8	1		0	60	298
29	29	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	65	292
29	29	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	293
29	29	1/2	1/2	3/4	3	1	1/8		1/8	1		0	60	299
29	29	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	293
29	29	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	294
29	29	5/8	5/8	3/4	3	1	1/8		1/8	1		0	60	300
29	29	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	294
30	30	0	0	3/4	4	1	3/8		1/4	3/2		0	48	313
30	30	0	0	3/4	2	1	3/4		1/2	3/2		3	57	306
30	30	0	0	3/4	3	1	1/8		1/8	1		0	60	307
30	30	0	0	3/4	2	1	3/4		1/2	3/2		-1	65	306
30	30	1/8	1/8	3/4	3	1	1/8		1/8	1		0	60	308
30	30	1/4	1/4	3/4	3	1	1/8		1/8	1		0	60	309
30	30	3/8	3/8	3/4	4	1	1/16		1/16	1		2	50	314
30	30	3/8	3/8	3/4	3	1	1/8		1/8	1		0	60	310
30	30	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69	302
30	30	7/16	7/16	3/4	4	1	1/16		1/16	1		0	48	315
30	30	1/2	1/2	3/4	1	1	0	grace16after	1/16	1		3	69	303
30	30	1/2	1/2	3/4	1	1	0	grace16after	1/16	1		1	67	304
30	30	1/2	1/2	3/4	4	1	1/8		1/8	1		5	47	316
30	30	1/2	1/2	3/4	3	1	1/8		1/8	1		0	60	311
30	30	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	305
30	30	5/8	5/8	3/4	4	1	1/8		1/8	1		0	48	317
30	30	5/8	5/8	3/4	3	1	1/8		1/8	1		0	60	312
31	31	0	0	3/4	4	1	1/4		1/4	1		0	36	324
31	31	0	0	3/4	2	1	3/4		1/2	3/2		1	55	322
31	31	0	0	3/4	3	1	3/4		1/2	3/2		0	60	323
31	31	0	0	3/4	2	1	3/4		1/2	3/2		4	64	322
31	31	0	0	3/4	1	1	3/8		1/4	3/2		0	72	318
31	31	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	319
31	31	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67	320
31	31	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	321
32	32	0	0	3/4	4	1	3/8		1/4	3/2		0	48	332
32	32	0	0	3/4	2	1	3/4		1/2	3/2		1	55	330
32	32	0	0	3/4	3	1	3/4		1/2	3/2		0	60	331
32	32	0	0	3/4	1	1	1/4		1/4	1		4	64	325
32	32	0	0	3/4	2	1	3/4		1/2	3/2		4	64	330
32	32	3/8	3/8	3/4	4	1	1/16		1/16	1		2	50	333
32	32	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	326
32	32	7/16	7/16	3/4	4	1	1/16		1/16	1		0	48	334
32	32	1/2	1/2	3/4	1	1	0	grace16after	1/16	1		-2	70	327
32	32	1/2	1/2	3/4	1	1	0	grace16after	1/16	1		3	69	328
32	32	1/2	1/2	3/4	4	1	1/8		1/8	1		5	47	335
32	32	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	329
32	32	5/8	5/8	3/4	4	1	1/8		1/8	1		0	48	336
33	33	0	0	3/4	4	1	1/4		1/4	1		0	36	343
33	33	0	0	3/4	2	1	3/4		1/2	3/2		3	57	341
33	33	0	0	3/4	3	1	3/4		1/2	3/2		0	60	342
33	33	0	0	3/4	2	1	3/4		1/2	3/2		-1	65	341
33	33	0	0	3/4	1	1	3/8		1/4	3/2		2	74	337
33	33	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	338
33	33	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	339
33	33	5/8	5/8	3/4	1	1	1/8		1/8	1		1	67	340
34	34	0	0	3/4	4	1	3/8		1/4	3/2		0	48	351
34	34	0	0	3/4	2	1	3/4		1/2	3/2		3	57	349
34	34	0	0	3/4	3	1	3/4		1/2	3/2		0	60	350
34	34	0	0	3/4	1	1	1/4		1/4	1		-1	65	344
34	34	0	0	3/4	2	1	3/4		1/2	3/2		-1	65	349
34	34	3/8	3/8	3/4	4	1	1/16		1/16	1		2	50	352
34	34	3/8	3/8	3/4	1	1	1/8		1/8	1		-1	77	345
34	34	7/16	7/16	3/4	4	1	1/16		1/16	1		0	48	353
34	34	1/2	1/2	3/4	1	1	0	grace16after	1/16	1		-1	77	346
34	34	1/2	1/2	3/4	1	1	0	grace16after	1/16	1		4	76	347
34	34	1/2	1/2	3/4	4	1	1/8		1/8	1		5	47	354
34	34	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	77	348
34	34	5/8	5/8	3/4	4	1	1/8		1/8	1		0	48	355
35	35	0	0	3/4	4	1	1/4		1/4	1		0	36	362
35	35	0	0	3/4	2	1	3/4		1/2	3/2		-2	58	360
35	35	0	0	3/4	3	1	3/4		1/2	3/2		4	64	361
35	35	0	0	3/4	2	1	3/4		1/2	3/2		1	67	360
35	35	0	0	3/4	1	1	3/8		1/4	3/2		3	81	356
35	35	3/8	3/8	3/4	1	1	1/8		1/8	1		1	79	357
35	35	1/2	1/2	3/4	1	1	1/8		1/8	1		1	79	358
35	35	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	77	359
36	36	0	0	3/4	4	1	3/8		1/4	3/2		0	48	371
36	36	0	0	3/4	2	1	3/4		1/2	3/2		-2	58	369
36	36	0	0	3/4	3	1	3/4		1/2	3/2		4	64	370
36	36	0	0	3/4	2	1	3/4		1/2	3/2		1	67	369
36	36	0	0	3/4	1	1	1/8		1/8	1		-1	77	363
36	36	1/8	1/8	3/4	1	1	1/8		1/8	1		4	76	364
36	36	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	365
36	36	3/8	3/8	3/4	4	1	1/16		1/16	1		2	50	372
36	36	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	366
36	36	7/16	7/16	3/4	4	1	1/16		1/16	1		0	48	373
36	36	1/2	1/2	3/4	4	1	1/8		1/8	1		5	47	374
36	36	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	367
36	36	5/8	5/8	3/4	4	1	1/8		1/8	1		0	48	375
36	36	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	368
