mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
11	11	3/16	3/16	3/8	3	1	1/16		1/16	1		0	60	81
11	11	3/16	3/16	3/8	2	1	1/16		1/16	1		4	64	75
11	11	1/4	1/4	3/8	3	1	1/16		1/16	1		2	62	82
11	11	1/4	1/4	3/8	2	1	1/16		1/16	1		-1	65	76
11	11	1/4	1/4	3/8	1	1	1/16		1/16	1		0	84	70
11	11	5/16	5/16	3/8	3	1	1/16		1/16	1		4	64	83
11	11	5/16	5/16	3/8	2	1	1/16		1/16	1		1	67	77
11	11	5/16	5/16	3/8	1	1	1/16		1/16	1		5	83	71
12	12	0	0	3/8	3	1	1/16		1/16	1		-1	65	94
12	12	0	0	3/8	2	1	1/16		1/16	1		3	69	90
12	12	0	0	3/8	1	1	1/16		1/16	1		3	81	84
12	12	1/16	1/16	3/8	3	1	1/16		1/16	1		1	67	95
12	12	1/16	1/16	3/8	2	1	1/16		1/16	1		5	71	91
12	12	1/16	1/16	3/8	1	1	1/16		1/16	1		1	79	85
12	12	1/8	1/8	3/8	3	1	1/16		1/16	1		3	69	96
12	12	1/8	1/8	3/8	2	1	1/8		1/8	1		0	72	92
12	12	1/8	1/8	3/8	1	1	1/16		1/16	1		-1	77	86
12	12	3/16	3/16	3/8	3	1	1/16		1/16	1		3	57	97
12	12	3/16	3/16	3/8	1	1	1/16		1/16	1		4	76	87
12	12	1/4	1/4	3/8	3	1	1/16		1/16	1		3	57	98
12	12	1/4	1/4	3/8	2	1	1/8		1/8	1	1	-1	65	93
12	12	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	88
12	12	5/16	5/16	3/8	3	1	1/16		1/16	1		3	57	99
12	12	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	89
13	13	0	0	3/8	4	1	1/8		1/8	1		1	43	115
13	13	0	0	3/8	3	1	1/16		1/16	1		2	62	109
13	13	0	0	3/8	2	1	1/16		1/16	1	-1	-1	65	103
13	13	0	0	3/8	1	1	1/8		1/8	1		5	71	100
13	13	1/16	1/16	3/8	3	1	1/16		1/16	1		0	60	110
13	13	1/16	1/16	3/8	2	1	1/16		1/16	1		4	64	104
13	13	1/8	1/8	3/8	4	1	1/8		1/8	1		1	43	116
13	13	1/8	1/8	3/8	3	1	1/16		1/16	1		5	59	111
13	13	1/8	1/8	3/8	2	1	1/16		1/16	1		2	62	105
13	13	1/8	1/8	3/8	1	1	1/8		1/8	1		2	74	101
13	13	3/16	3/16	3/8	3	1	1/16		1/16	1		3	57	112
13	13	3/16	3/16	3/8	2	1	1/16		1/16	1		0	60	106
13	13	1/4	1/4	3/8	4	1	1/8		1/8	1		1	43	117
13	13	1/4	1/4	3/8	3	1	1/16		1/16	1		1	55	113
13	13	1/4	1/4	3/8	2	1	1/16		1/16	1		5	59	107
13	13	1/4	1/4	3/8	1	1	1/8		1/8	1		1	79	102
13	13	5/16	5/16	3/8	3	1	1/16		1/16	1		-1	53	114
13	13	5/16	5/16	3/8	2	1	1/16		1/16	1		2	62	108
14	14	0	0	3/8	4	1	1/8		1/8	1		0	48	124
14	14	0	0	3/8	3	1	1/8		1/8	1		4	52	122
14	14	0	0	3/8	2	1	1/8		1/8	1		1	55	120
14	14	0	0	3/8	1	1	1/8		1/8	1		4	76	118
14	14	1/8	1/8	3/8	4	1	1/8		1/8	1		0	48	125
14	14	1/8	1/8	3/8	3	1	1/4		1/4	1	1	4	64	123
14	14	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72	119
14	14	1/4	1/4	3/8	4	1	1/16		1/16	1		0	48	126
14	14	1/4	1/4	3/8	2	1	1/8		1/8	1	1	1	67	121
14	14	5/16	5/16	3/8	4	1	1/16		1/16	1		-2	46	127
15	15	0	0	3/8	4	1	1/8		1/8	1		3	45	143
15	15	0	0	3/8	3	1	1/16		1/16	1	-1	4	64	137
15	15	0	0	3/8	2	1	1/16		1/16	1	-1	1	67	131
15	15	0	0	3/8	1	1	1/8		1/8	1		7	73	128
15	15	1/16	1/16	3/8	3	1	1/16		1/16	1		2	62	138
15	15	1/16	1/16	3/8	2	1	1/16		1/16	1		-1	65	132
15	15	1/8	1/8	3/8	4	1	1/8		1/8	1		3	45	144
15	15	1/8	1/8	3/8	3	1	1/16		1/16	1		7	61	139
15	15	1/8	1/8	3/8	2	1	1/16		1/16	1		4	64	133
15	15	1/8	1/8	3/8	1	1	1/8		1/8	1		4	76	129
15	15	3/16	3/16	3/8	3	1	1/16		1/16	1		5	59	140
15	15	3/16	3/16	3/8	2	1	1/16		1/16	1		2	62	134
15	15	1/4	1/4	3/8	4	1	1/8		1/8	1		3	45	145
15	15	1/4	1/4	3/8	3	1	1/16		1/16	1		3	57	141
15	15	1/4	1/4	3/8	2	1	1/16		1/16	1		7	61	135
15	15	1/4	1/4	3/8	1	1	1/8		1/8	1		3	81	130
15	15	5/16	5/16	3/8	3	1	1/16		1/16	1		1	55	142
15	15	5/16	5/16	3/8	2	1	1/16		1/16	1		4	64	136
16	16	0	0	3/8	4	1	1/8		1/8	1		2	50	152
16	16	0	0	3/8	3	1	1/8		1/8	1		-1	53	150
16	16	0	0	3/8	2	1	1/8		1/8	1		3	57	148
16	16	0	0	3/8	1	1	1/8		1/8	1		-1	77	146
16	16	1/8	1/8	3/8	4	1	1/8		1/8	1		2	50	153
16	16	1/8	1/8	3/8	3	1	1/4		1/4	1		-1	65	151
16	16	1/8	1/8	3/8	1	1	1/8		1/8	1		2	74	147
16	16	1/4	1/4	3/8	4	1	1/8		1/8	1		2	50	154
16	16	1/4	1/4	3/8	2	1	1/8		1/8	1	1	-2	70	149
17	17	0	0	3/8	4	1	1/8		1/8	1		0	48	170
17	17	0	0	3/8	3	1	1/16		1/16	1		1	67	164
17	17	0	0	3/8	2	1	1/16		1/16	1	-1	-2	70	158
17	17	0	0	3/8	1	1	1/8		1/8	1		4	76	155
17	17	1/16	1/16	3/8	3	1	1/16		1/16	1		-1	65	165
17	17	1/16	1/16	3/8	2	1	1/16		1/16	1		3	69	159
17	17	1/8	1/8	3/8	4	1	1/8		1/8	1		0	48	171
17	17	1/8	1/8	3/8	3	1	1/16		1/16	1		4	64	166
17	17	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	160
17	17	1/8	1/8	3/8	1	1	1/8		1/8	1		1	79	156
17	17	3/16	3/16	3/8	3	1	1/16		1/16	1		2	62	167
17	17	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	65	161
17	17	1/4	1/4	3/8	4	1	1/8		1/8	1		0	48	172
17	17	1/4	1/4	3/8	3	1	1/16		1/16	1		0	60	168
17	17	1/4	1/4	3/8	2	1	1/16		1/16	1		4	64	162
17	17	1/4	1/4	3/8	1	1	1/8		1/8	1		0	84	157
17	17	5/16	5/16	3/8	3	1	1/16		1/16	1		-2	58	169
17	17	5/16	5/16	3/8	2	1	1/16		1/16	1		1	67	163
18	18	0	0	3/8	4	1	1/8		1/8	1		-1	53	184
18	18	0	0	3/8	3	1	1/8		1/8	1		3	57	180
18	18	0	0	3/8	2	1	1/8		1/8	1		0	60	176
18	18	0	0	3/8	1	1	1/4		1/4	1		0	84	173
18	18	1/8	1/8	3/8	4	1	1/8		1/8	1		-1	41	185
18	18	1/8	1/8	3/8	3	1	1/8		1/8	1		3	69	181
18	18	1/8	1/8	3/8	2	1	1/8		1/8	1		0	72	177
18	18	1/4	1/4	3/8	4	1	1/8		1/8	1	1	-1	53	186
18	18	1/4	1/4	3/8	3	1	1/16		1/16	1		1	67	182
18	18	1/4	1/4	3/8	2	1	1/16		1/16	1		5	71	178
18	18	1/4	1/4	3/8	1	1	1/16		1/16	1		5	83	174
18	18	5/16	5/16	3/8	3	1	1/16		1/16	1		-1	65	183
18	18	5/16	5/16	3/8	2	1	1/16		1/16	1		3	69	179
18	18	5/16	5/16	3/8	1	1	1/16		1/16	1		3	81	175
19	19	0	0	3/8	4	1	1/8		1/8	1	-1	-1	53	205
19	19	0	0	3/8	3	1	1/16		1/16	1		-1	65	199
19	19	0	0	3/8	2	1	1/16		1/16	1		3	69	193
19	19	0	0	3/8	1	1	1/16		1/16	1		3	81	187
19	19	1/16	1/16	3/8	3	1	1/16		1/16	1		4	64	200
19	19	1/16	1/16	3/8	2	1	1/16		1/16	1		1	67	194
19	19	1/16	1/16	3/8	1	1	1/16		1/16	1		1	79	188
19	19	1/8	1/8	3/8	4	1	1/8		1/8	1		-1	53	206
19	19	1/8	1/8	3/8	3	1	1/16		1/16	1		4	64	201
19	19	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	195
19	19	1/8	1/8	3/8	1	1	1/16		1/16	1		1	79	189
19	19	3/16	3/16	3/8	3	1	1/16		1/16	1		2	62	202
19	19	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	65	196
19	19	3/16	3/16	3/8	1	1	1/16		1/16	1		-1	77	190
19	19	1/4	1/4	3/8	4	1	1/8		1/8	1		6	54	207
19	19	1/4	1/4	3/8	3	1	1/16		1/16	1		2	62	203
19	19	1/4	1/4	3/8	2	1	1/16		1/16	1		-1	65	197
19	19	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	77	191
19	19	5/16	5/16	3/8	3	1	1/16		1/16	1		0	60	204
19	19	5/16	5/16	3/8	2	1	1/16		1/16	1		4	64	198
19	19	5/16	5/16	3/8	1	1	1/16		1/16	1		4	76	192
20	20	0	0	3/8	4	1	1/8		1/8	1		1	55	220
20	20	0	0	3/8	3	1	1/8		1/8	1		5	59	217
20	20	0	0	3/8	2	1	1/16		1/16	1		2	62	211
20	20	0	0	3/8	1	1	1/8		1/8	1		2	74	208
20	20	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	212
20	20	1/8	1/8	3/8	3	1	1/8		1/8	1		5	59	218
20	20	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	213
20	20	1/8	1/8	3/8	1	1	3/16		1/8	3/2		1	79	209
20	20	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	214
20	20	1/4	1/4	3/8	3	1	1/8		1/8	1		2	62	219
20	20	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	215
20	20	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	216
20	20	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	77	210
21	21	0	0	3/8	3	1	1/8		1/8	1		1	55	230
21	21	0	0	3/8	2	1	1/16		1/16	1		1	67	224
21	21	0	0	3/8	1	1	1/8		1/8	1		4	76	221
21	21	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	225
21	21	1/8	1/8	3/8	3	1	1/8		1/8	1		0	60	231
21	21	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	226
21	21	1/8	1/8	3/8	1	1	3/16		1/8	3/2		1	79	222
21	21	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	227
21	21	1/4	1/4	3/8	3	1	1/8		1/8	1		4	64	232
21	21	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	228
21	21	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	229
21	21	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	223
22	22	0	0	3/8	4	1	1/8		1/8	1		1	43	247
22	22	0	0	3/8	3	1	1/8		1/8	1		1	55	244
22	22	0	0	3/8	2	1	1/16		1/16	1		1	67	238
22	22	0	0	3/8	1	1	1/8		1/8	1		5	71	233
22	22	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	239
22	22	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		5	71	234
22	22	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		3	69	235
22	22	1/8	1/8	3/8	4	1	1/8		1/8	1		-1	53	248
22	22	1/8	1/8	3/8	3	1	1/8		1/8	1		2	62	245
22	22	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	240
22	22	1/8	1/8	3/8	1	1	1/8		1/8	1		5	71	236
22	22	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	241
22	22	1/4	1/4	3/8	4	1	1/8		1/8	1		2	50	249
22	22	1/4	1/4	3/8	3	1	1/8		1/8	1		-1	65	246
22	22	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	242
22	22	1/4	1/4	3/8	1	1	1/8		1/8	1		5	71	237
22	22	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	243
23	23	0	0	3/8	4	1	1/8		1/8	1		1	43	264
23	23	0	0	3/8	3	1	1/8		1/8	1		1	55	261
23	23	0	0	3/8	2	1	1/16		1/16	1		1	67	255
23	23	0	0	3/8	1	1	1/8		1/8	1		0	72	250
23	23	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	256
23	23	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		0	72	251
23	23	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		5	71	252
23	23	1/8	1/8	3/8	4	1	1/8		1/8	1		4	52	265
23	23	1/8	1/8	3/8	3	1	1/8		1/8	1		0	60	262
23	23	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	257
23	23	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72	253
23	23	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	258
23	23	1/4	1/4	3/8	4	1	1/8		1/8	1		0	48	266
23	23	1/4	1/4	3/8	3	1	1/8		1/8	1		4	64	263
23	23	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	259
23	23	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	254
23	23	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	260
24	24	0	0	3/8	4	1	1/8		1/8	1		1	43	279
24	24	0	0	3/8	3	1	1/8		1/8	1		1	55	276
24	24	0	0	3/8	2	1	1/16		1/16	1		1	67	270
24	24	0	0	3/8	1	1	1/8		1/8	1		2	74	267
24	24	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	271
24	24	1/8	1/8	3/8	3	1	1/8		1/8	1		2	62	277
24	24	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	272
24	24	1/8	1/8	3/8	1	1	3/16		1/8	3/2		1	79	268
24	24	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	273
24	24	1/4	1/4	3/8	3	1	1/8		1/8	1		-1	65	278
24	24	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	274
24	24	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	275
24	24	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	77	269
25	25	0	0	3/8	3	1	1/8		1/8	1		1	55	289
25	25	0	0	3/8	2	1	1/16		1/16	1		1	67	283
25	25	0	0	3/8	1	1	1/8		1/8	1		4	76	280
25	25	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	284
25	25	1/8	1/8	3/8	3	1	1/8		1/8	1		0	60	290
25	25	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	285
25	25	1/8	1/8	3/8	1	1	3/16		1/8	3/2		1	79	281
25	25	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	286
25	25	1/4	1/4	3/8	3	1	1/8		1/8	1		4	64	291
25	25	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	287
25	25	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	288
25	25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	282
26	26	0	0	3/8	4	1	1/8		1/8	1		1	43	306
26	26	0	0	3/8	3	1	1/8		1/8	1		1	55	303
26	26	0	0	3/8	2	1	1/16		1/16	1		1	67	297
26	26	0	0	3/8	1	1	1/8		1/8	1		5	71	292
26	26	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	298
26	26	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		5	71	293
26	26	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		3	69	294
26	26	1/8	1/8	3/8	4	1	1/8		1/8	1		-1	53	307
26	26	1/8	1/8	3/8	3	1	1/8		1/8	1		2	62	304
26	26	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	299
26	26	1/8	1/8	3/8	1	1	1/8		1/8	1		5	71	295
26	26	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	300
26	26	1/4	1/4	3/8	4	1	1/8		1/8	1		2	50	308
26	26	1/4	1/4	3/8	3	1	1/8		1/8	1		-1	65	305
26	26	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	301
26	26	1/4	1/4	3/8	1	1	1/8		1/8	1		5	71	296
26	26	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	302
27	27	0	0	3/8	4	1	1/8		1/8	1		1	43	323
27	27	0	0	3/8	3	1	1/8		1/8	1		1	55	320
27	27	0	0	3/8	2	1	1/16		1/16	1		1	67	314
27	27	0	0	3/8	1	1	1/8		1/8	1		0	72	309
27	27	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	315
27	27	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		0	72	310
27	27	1/8	1/8	3/8	1	1	0	grace8after	1/8	1		5	71	311
27	27	1/8	1/8	3/8	4	1	1/8		1/8	1		4	52	324
27	27	1/8	1/8	3/8	3	1	1/8		1/8	1		0	60	321
27	27	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	316
27	27	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72	312
27	27	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	317
27	27	1/4	1/4	3/8	4	1	1/8		1/8	1		0	48	325
27	27	1/4	1/4	3/8	3	1	1/8		1/8	1		4	64	322
27	27	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	318
27	27	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	313
27	27	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	319
28	28	0	0	3/8	4	1	1/16		1/16	1		1	43	338
28	28	0	0	3/8	3	1	1/8		1/8	1		1	55	334
28	28	0	0	3/8	2	1	1/8		1/8	1		5	59	330
28	28	0	0	3/8	1	1	1/8		1/8	1		2	74	326
28	28	1/16	1/16	3/8	4	1	1/16		1/16	1		1	55	339
28	28	1/8	1/8	3/8	4	1	1/16		1/16	1		1	55	340
28	28	3/16	3/16	3/8	4	1	1/16		1/16	1		1	55	341
28	28	3/16	3/16	3/8	2	1	1/16		1/16	1		5	59	331
28	28	3/16	3/16	3/8	3	1	1/16		1/16	1		2	62	335
28	28	3/16	3/16	3/8	1	1	1/16		1/16	1		1	67	327
28	28	1/4	1/4	3/8	4	1	1/16		1/16	1		4	52	342
28	28	1/4	1/4	3/8	3	1	1/16		1/16	1		1	55	336
28	28	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	332
28	28	1/4	1/4	3/8	1	1	1/16		1/16	1		0	72	328
28	28	5/16	5/16	3/8	4	1	1/16		1/16	1		0	48	343
28	28	5/16	5/16	3/8	3	1	1/16		1/16	1		0	60	337
28	28	5/16	5/16	3/8	2	1	1/16		1/16	1		1	67	333
28	28	5/16	5/16	3/8	1	1	1/16		1/16	1		4	76	329
29	29	0	0	3/8	4	1	1/16		1/16	1		1	43	356
29	29	0	0	3/8	3	1	1/8		1/8	1		5	59	352
29	29	0	0	3/8	2	1	1/8		1/8	1		1	67	348
29	29	0	0	3/8	1	1	1/8		1/8	1		2	74	344
29	29	1/16	1/16	3/8	4	1	1/16		1/16	1		1	55	357
29	29	1/8	1/8	3/8	4	1	1/16		1/16	1		1	55	358
29	29	3/16	3/16	3/8	4	1	1/16		1/16	1		1	55	359
29	29	3/16	3/16	3/8	2	1	1/16		1/16	1		5	59	349
29	29	3/16	3/16	3/8	3	1	1/16		1/16	1		2	62	353
29	29	3/16	3/16	3/8	1	1	1/16		1/16	1		1	67	345
29	29	1/4	1/4	3/8	4	1	1/16		1/16	1		4	52	360
29	29	1/4	1/4	3/8	3	1	1/16		1/16	1		1	55	354
29	29	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	350
29	29	1/4	1/4	3/8	1	1	1/16		1/16	1		0	72	346
29	29	5/16	5/16	3/8	4	1	1/16		1/16	1		0	48	361
29	29	5/16	5/16	3/8	3	1	1/16		1/16	1		0	60	355
29	29	5/16	5/16	3/8	2	1	1/16		1/16	1		1	67	351
29	29	5/16	5/16	3/8	1	1	1/16		1/16	1		4	76	347
30	30	0	0	3/8	4	1	1/16		1/16	1		1	43	380
30	30	0	0	3/8	3	1	1/16		1/16	1		5	59	374
30	30	0	0	3/8	2	1	1/16		1/16	1		1	67	368
30	30	0	0	3/8	1	1	1/16		1/16	1		2	74	362
30	30	1/16	1/16	3/8	4	1	1/16		1/16	1		1	55	381
30	30	1/16	1/16	3/8	2	1	1/16		1/16	1		5	59	369
30	30	1/16	1/16	3/8	3	1	1/16		1/16	1		2	62	375
30	30	1/16	1/16	3/8	1	1	1/16		1/16	1		1	67	363
30	30	1/8	1/8	3/8	4	1	1/16		1/16	1		4	52	382
30	30	1/8	1/8	3/8	3	1	1/16		1/16	1		1	55	376
30	30	1/8	1/8	3/8	2	1	1/16		1/16	1		1	67	370
30	30	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	364
30	30	3/16	3/16	3/8	4	1	1/16		1/16	1		0	48	383
30	30	3/16	3/16	3/8	3	1	1/16		1/16	1		0	60	377
30	30	3/16	3/16	3/8	2	1	1/16		1/16	1		1	67	371
30	30	3/16	3/16	3/8	1	1	1/16		1/16	1		4	76	365
30	30	1/4	1/4	3/8	4	1	1/16		1/16	1		1	43	384
30	30	1/4	1/4	3/8	3	1	1/16		1/16	1		5	59	378
30	30	1/4	1/4	3/8	2	1	1/16		1/16	1		1	67	372
30	30	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	366
30	30	5/16	5/16	3/8	4	1	1/16		1/16	1		1	55	385
30	30	5/16	5/16	3/8	2	1	1/16		1/16	1		5	59	373
30	30	5/16	5/16	3/8	3	1	1/16		1/16	1		2	62	379
30	30	5/16	5/16	3/8	1	1	1/16		1/16	1		1	67	367
31	31	0	0	3/8	4	1	1/16		1/16	1		4	52	404
31	31	0	0	3/8	3	1	1/16		1/16	1		1	55	398
31	31	0	0	3/8	2	1	1/16		1/16	1		1	67	392
31	31	0	0	3/8	1	1	1/16		1/16	1		0	72	386
31	31	1/16	1/16	3/8	4	1	1/16		1/16	1		0	48	405
31	31	1/16	1/16	3/8	3	1	1/16		1/16	1		0	60	399
