mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
14	14	1	1	9/8	3	1	1/8		1/8	1		4	52	387
14	14	1	1	9/8	2	1	1/8		1/8	1		1	67	378
14	14	1	1	9/8	1	1	1/8		1/8	1		7	73	369
15	15	0	0	9/8	3	1	1/8		1/8	1		2	50	408
15	15	0	0	9/8	4	1	3/8		1/4	3/2	-1	3	57	417
15	15	0	0	9/8	2	1	1/8		1/8	1		-1	65	399
15	15	0	0	9/8	1	1	1/8		1/8	1		2	74	390
15	15	1/8	1/8	9/8	3	1	1/8		1/8	1		2	50	409
15	15	1/8	1/8	9/8	2	1	1/8		1/8	1		-1	65	400
15	15	1/8	1/8	9/8	1	1	1/8		1/8	1		3	69	391
15	15	1/4	1/4	9/8	3	1	1/8		1/8	1		2	50	410
15	15	1/4	1/4	9/8	2	1	1/8		1/8	1		-1	65	401
15	15	1/4	1/4	9/8	1	1	1/8		1/8	1		3	69	392
15	15	3/8	3/8	9/8	3	1	1/8		1/8	1		-1	53	411
15	15	3/8	3/8	9/8	2	1	1/8		1/8	1		2	62	402
15	15	3/8	3/8	9/8	4	1	3/8		1/4	3/2		2	62	418
15	15	3/8	3/8	9/8	1	1	1/8		1/8	1		3	69	393
15	15	1/2	1/2	9/8	3	1	1/8		1/8	1		-1	53	412
15	15	1/2	1/2	9/8	2	1	1/8		1/8	1		2	62	403
15	15	1/2	1/2	9/8	1	1	1/8		1/8	1		3	69	394
15	15	5/8	5/8	9/8	3	1	1/8		1/8	1		-1	53	413
15	15	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62	404
15	15	5/8	5/8	9/8	1	1	1/8		1/8	1		3	69	395
15	15	3/4	3/4	9/8	3	1	1/8		1/8	1		3	57	414
15	15	3/4	3/4	9/8	4	1	3/8		1/4	3/2		4	64	419
15	15	3/4	3/4	9/8	2	1	1/8		1/8	1		1	67	405
15	15	3/4	3/4	9/8	1	1	1/8		1/8	1		7	73	396
15	15	7/8	7/8	9/8	3	1	1/8		1/8	1		3	57	415
15	15	7/8	7/8	9/8	2	1	1/8		1/8	1		1	67	406
15	15	7/8	7/8	9/8	1	1	1/8		1/8	1		7	73	397
15	15	1	1	9/8	3	1	1/8		1/8	1		3	57	416
15	15	1	1	9/8	2	1	1/8		1/8	1		1	67	407
15	15	1	1	9/8	1	1	1/8		1/8	1		7	73	398
16	16	0	0	9/8	3	1	1/8		1/8	1		2	50	424
16	16	0	0	9/8	4	1	3/4		1/2	3/2	1	-1	65	433
16	16	0	0	9/8	2	1	3/8		1/4	3/2		3	69	421
16	16	0	0	9/8	1	1	1/4		1/4	1		2	74	420
16	16	1/8	1/8	9/8	3	1	1/8		1/8	1		2	62	425
16	16	1/4	1/4	9/8	3	1	1/8		1/8	1		2	62	426
16	16	3/8	3/8	9/8	3	1	1/8		1/8	1		2	62	427
16	16	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-2	70	422
16	16	1/2	1/2	9/8	3	1	1/8		1/8	1		2	62	428
16	16	5/8	5/8	9/8	3	1	1/8		1/8	1		2	62	429
16	16	3/4	3/4	9/8	3	1	1/8		1/8	1		-5	61	430
16	16	3/4	3/4	9/8	4	1	1/8		1/8	1	-1	-1	65	434
16	16	3/4	3/4	9/8	2	1	3/8		1/4	3/2		5	71	423
16	16	7/8	7/8	9/8	3	1	1/8		1/8	1		-5	61	431
16	16	7/8	7/8	9/8	4	1	1/8		1/8	1		-4	68	435
16	16	1	1	9/8	3	1	1/8		1/8	1		-5	61	432
16	16	1	1	9/8	4	1	1/8		1/8	1		1	67	436
17	17	0	0	9/8	3	1	1/8		1/8	1		0	48	450
17	17	0	0	9/8	4	1	3/8		1/4	3/2	1	-1	65	459
17	17	0	0	9/8	2	1	1/8		1/8	1		0	72	441
17	17	0	0	9/8	1	1	3/4		1/2	3/2	1	-2	82	437
17	17	1/8	1/8	9/8	3	1	1/8		1/8	1		0	48	451
17	17	1/8	1/8	9/8	2	1	1/8		1/8	1		1	67	442
17	17	1/4	1/4	9/8	3	1	1/8		1/8	1		0	48	452
17	17	1/4	1/4	9/8	2	1	1/8		1/8	1		1	67	443
17	17	3/8	3/8	9/8	3	1	1/8		1/8	1		0	48	453
17	17	3/8	3/8	9/8	4	1	1/8		1/8	1	-1	-1	65	460
17	17	3/8	3/8	9/8	2	1	1/8		1/8	1		1	67	444
17	17	1/2	1/2	9/8	3	1	1/8		1/8	1		0	48	454
17	17	1/2	1/2	9/8	4	1	1/8		1/8	1		4	64	461
17	17	1/2	1/2	9/8	2	1	1/8		1/8	1		1	67	445
17	17	5/8	5/8	9/8	3	1	1/8		1/8	1		0	48	455
17	17	5/8	5/8	9/8	4	1	1/8		1/8	1		-5	61	462
17	17	5/8	5/8	9/8	2	1	1/8		1/8	1		1	67	446
17	17	3/4	3/4	9/8	3	1	1/8		1/8	1		0	48	456
17	17	3/4	3/4	9/8	4	1	1/8		1/8	1		0	60	463
17	17	3/4	3/4	9/8	2	1	1/8		1/8	1		1	67	447
17	17	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	-2	82	438
17	17	7/8	7/8	9/8	3	1	1/8		1/8	1		0	48	457
17	17	7/8	7/8	9/8	4	1	1/8		1/8	1		-2	58	464
17	17	7/8	7/8	9/8	2	1	1/8		1/8	1		4	76	448
17	17	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	85	439
17	17	1	1	9/8	3	1	1/8		1/8	1		0	48	458
17	17	1	1	9/8	4	1	1/8		1/8	1		1	55	465
17	17	1	1	9/8	2	1	1/8		1/8	1		4	76	449
17	17	1	1	9/8	1	1	1/8		1/8	1		0	84	440
18	18	0	0	9/8	4	1	3/8		1/4	3/2		-6	54	486
18	18	0	0	9/8	3	1	1/8		1/8	1		0	60	477
18	18	0	0	9/8	2	1	3/4		1/2	3/2	1	-3	75	473
18	18	0	0	9/8	1	1	3/8		1/4	3/2		-2	82	466
18	18	1/8	1/8	9/8	3	1	1/8		1/8	1		0	60	478
18	18	1/4	1/4	9/8	3	1	1/8		1/8	1		0	60	479
18	18	3/8	3/8	9/8	4	1	1/8		1/8	1		-1	53	487
18	18	3/8	3/8	9/8	3	1	1/8		1/8	1		0	60	480
18	18	3/8	3/8	9/8	1	1	1/8		1/8	1		3	81	467
18	18	1/2	1/2	9/8	4	1	1/8		1/8	1		-1	41	488
18	18	1/2	1/2	9/8	3	1	1/8		1/8	1		0	60	481
18	18	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	78	468
18	18	5/8	5/8	9/8	4	1	1/8		1/8	1		-1	41	489
18	18	5/8	5/8	9/8	3	1	1/8		1/8	1		0	60	482
18	18	5/8	5/8	9/8	1	1	1/8		1/8	1		-1	77	469
18	18	3/4	3/4	9/8	4	1	1/8		1/8	1		-1	41	490
18	18	3/4	3/4	9/8	3	1	1/8		1/8	1		0	60	483
18	18	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	75	470
18	18	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-3	75	474
18	18	7/8	7/8	9/8	4	1	1/8		1/8	1		-1	41	491
18	18	7/8	7/8	9/8	3	1	1/8		1/8	1		-3	63	484
18	18	7/8	7/8	9/8	1	1	1/8		1/8	1		0	72	471
18	18	7/8	7/8	9/8	2	1	1/8		1/8	1		-6	78	475
18	18	1	1	9/8	4	1	1/8		1/8	1		-1	41	492
18	18	1	1	9/8	3	1	1/8		1/8	1		0	60	485
18	18	1	1	9/8	1	1	1/8		1/8	1		3	69	472
18	18	1	1	9/8	2	1	1/8		1/8	1		-1	77	476
19	19	0	0	9/8	4	1	1/8		1/8	1		-2	46	510
19	19	0	0	9/8	3	1	1/2		1/2	1	1	-1	53	506
19	19	0	0	9/8	1	1	3/8		1/4	3/2		-4	68	493
19	19	0	0	9/8	2	1	3/8		1/4	3/2		-3	75	501
19	19	1/8	1/8	9/8	4	1	1/8		1/8	1		-2	46	511
19	19	1/4	1/4	9/8	4	1	1/8		1/8	1		-2	46	512
19	19	3/8	3/8	9/8	4	1	1/8		1/8	1		-2	46	513
19	19	3/8	3/8	9/8	2	1	1/4		1/4	1	1	2	74	502
19	19	3/8	3/8	9/8	1	1	1/4		1/4	1	1	-4	80	494
19	19	1/2	1/2	9/8	4	1	1/8		1/8	1		-2	46	514
19	19	1/2	1/2	9/8	3	1	1/8		1/8	1	-1	-1	53	507
19	19	5/8	5/8	9/8	4	1	1/8		1/8	1		-2	46	515
19	19	5/8	5/8	9/8	3	1	1/8		1/8	1		2	62	508
19	19	5/8	5/8	9/8	2	1	1/8		1/8	1	-1	2	74	503
19	19	5/8	5/8	9/8	1	1	1/16		1/16	1	-1	-4	80	495
19	19	11/16	11/16	9/8	1	1	1/16		1/16	1		1	79	496
19	19	3/4	3/4	9/8	4	1	1/8		1/8	1		5	47	516
19	19	3/4	3/4	9/8	2	1	1/8		1/8	1		-4	56	504
19	19	3/4	3/4	9/8	3	1	1/8		1/8	1		2	62	509
19	19	3/4	3/4	9/8	2	1	1/8		1/8	1		-1	65	504
19	19	3/4	3/4	9/8	1	1	1/16		1/16	1		-2	82	497
19	19	13/16	13/16	9/8	1	1	1/16		1/16	1		-4	80	498
19	19	7/8	7/8	9/8	4	1	1/8		1/8	1		5	47	517
19	19	7/8	7/8	9/8	2	1	1/8		1/8	1		-4	56	505
19	19	7/8	7/8	9/8	2	1	1/8		1/8	1		-1	65	505
19	19	7/8	7/8	9/8	1	1	1/16		1/16	1		1	79	499
19	19	15/16	15/16	9/8	1	1	1/16		1/16	1		-1	77	500
19	19	1	1	9/8	4	1	1/8		1/8	1		5	47	518
20	20	0	0	9/8	4	1	1/4		1/4	1		0	48	530
20	20	0	0	9/8	2	1	1/8		1/8	1		1	55	520
20	20	0	0	9/8	3	1	1/4		1/4	1		0	60	529
20	20	0	0	9/8	2	1	1/8		1/8	1		4	64	520
20	20	0	0	9/8	1	1	1/4		1/4	1		4	76	519
20	20	1/8	1/8	9/8	2	1	1/8		1/8	1		5	71	521
20	20	1/4	1/4	9/8	2	1	1/8		1/8	1		0	72	522
20	20	3/8	3/8	9/8	2	1	1/8		1/8	1		6	66	523
20	20	1/2	1/2	9/8	2	1	1/8		1/8	1		1	67	524
20	20	5/8	5/8	9/8	2	1	1/8		1/8	1		9	63	525
20	20	3/4	3/4	9/8	2	1	1/8		1/8	1		4	64	526
20	20	7/8	7/8	9/8	2	1	1/8		1/8	1		5	59	527
20	20	1	1	9/8	2	1	1/8		1/8	1		0	60	528
21	21	0	0	9/8	2	1	3/4		1/2	3/2	1	-5	61	538
21	21	1/8	1/8	9/8	1	1	1/8		1/8	1		4	76	531
21	21	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	532
21	21	3/8	3/8	9/8	1	1	1/8		1/8	1		3	69	533
21	21	1/2	1/2	9/8	3	1	1/8		1/8	1		4	64	542
21	21	1/2	1/2	9/8	1	1	1/4		1/4	1	1	-2	70	534
21	21	5/8	5/8	9/8	3	1	1/8		1/8	1		-1	65	543
21	21	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-5	61	539
21	21	3/4	3/4	9/8	3	1	1/8		1/8	1		1	67	544
21	21	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	-2	70	535
21	21	7/8	7/8	9/8	2	1	1/8		1/8	1		-5	61	540
21	21	7/8	7/8	9/8	3	1	1/8		1/8	1		-4	68	545
21	21	7/8	7/8	9/8	1	1	1/8		1/8	1		5	71	536
21	21	1	1	9/8	2	1	1/8		1/8	1		-5	61	541
21	21	1	1	9/8	3	1	1/8		1/8	1		-1	65	546
21	21	1	1	9/8	1	1	1/8		1/8	1		5	71	537
22	22	0	0	9/8	4	1	1/8		1/8	1		0	48	550
22	22	0	0	9/8	2	1	1/4		1/4	1		0	60	548
22	22	0	0	9/8	3	1	1/4		1/4	1		4	64	549
22	22	0	0	9/8	1	1	1/4		1/4	1		0	72	547
22	22	1/8	1/8	9/8	4	1	1/8		1/8	1		5	59	551
22	22	1/4	1/4	9/8	4	1	1/8		1/8	1		0	60	552
22	22	3/8	3/8	9/8	4	1	1/8		1/8	1		6	54	553
22	22	1/2	1/2	9/8	4	1	1/8		1/8	1		1	55	554
22	22	5/8	5/8	9/8	4	1	1/8		1/8	1		9	51	555
22	22	3/4	3/4	9/8	4	1	1/8		1/8	1		4	52	556
22	22	7/8	7/8	9/8	4	1	1/8		1/8	1		5	47	557
22	22	1	1	9/8	4	1	1/8		1/8	1		0	48	558
23	23	0	0	9/8	4	1	3/4		1/2	3/2	1	-2	46	581
23	23	0	0	9/8	3	1	1/8		1/8	1		0	48	572
23	23	1/8	1/8	9/8	3	1	1/8		1/8	1		4	52	573
23	23	1/8	1/8	9/8	1	1	1/8		1/8	1		5	83	559
23	23	1/4	1/4	9/8	3	1	1/8		1/8	1		1	55	574
23	23	1/4	1/4	9/8	1	1	1/8		1/8	1		0	84	560
23	23	3/8	3/8	9/8	3	1	1/8		1/8	1		0	48	575
23	23	3/8	3/8	9/8	1	1	1/8		1/8	1		6	78	561
23	23	1/2	1/2	9/8	3	1	1/8		1/8	1		4	52	576
23	23	1/2	1/2	9/8	1	1	1/8		1/8	1		1	79	562
23	23	5/8	5/8	9/8	3	1	1/8		1/8	1		1	55	577
23	23	5/8	5/8	9/8	1	1	1/8		1/8	1		9	75	563
23	23	3/4	3/4	9/8	4	1	3/8		1/4	3/2	-1	-2	46	582
23	23	3/4	3/4	9/8	3	1	1/8		1/8	1		0	48	578
23	23	3/4	3/4	9/8	1	1	1/8		1/8	1		4	76	564
23	23	13/16	13/16	9/8	2	1	1/16		1/16	1		0	60	567
23	23	7/8	7/8	9/8	3	1	1/8		1/8	1		4	52	579
23	23	7/8	7/8	9/8	2	1	1/16		1/16	1		5	59	568
23	23	7/8	7/8	9/8	1	1	1/8		1/8	1		5	71	565
23	23	15/16	15/16	9/8	2	1	1/16		1/16	1		0	60	569
23	23	1	1	9/8	3	1	1/8		1/8	1		1	55	580
23	23	1	1	9/8	2	1	1/16		1/16	1		4	64	570
23	23	1	1	9/8	1	1	1/8		1/8	1		0	72	566
23	23	17/16	17/16	9/8	2	1	1/16		1/16	1		1	67	571
24	24	0	0	9/8	4	1	3/4		1/2	3/2		3	45	606
24	24	0	0	9/8	3	1	1/8		1/8	1		0	48	597
24	24	0	0	9/8	2	1	1/4		1/4	1		3	69	591
24	24	1/8	1/8	9/8	3	1	1/8		1/8	1		-1	53	598
24	24	1/8	1/8	9/8	1	1	1/8		1/8	1		5	83	583
24	24	1/4	1/4	9/8	3	1	1/8		1/8	1		3	57	599
24	24	1/4	1/4	9/8	1	1	1/8		1/8	1		0	84	584
24	24	3/8	3/8	9/8	3	1	1/8		1/8	1		0	48	600
24	24	3/8	3/8	9/8	1	1	1/8		1/8	1		8	80	585
24	24	1/2	1/2	9/8	3	1	1/8		1/8	1		-1	53	601
24	24	1/2	1/2	9/8	1	1	1/8		1/8	1		3	81	586
24	24	5/8	5/8	9/8	3	1	1/8		1/8	1		3	57	602
24	24	5/8	5/8	9/8	1	1	1/8		1/8	1		4	76	587
24	24	3/4	3/4	9/8	4	1	3/8		1/4	3/2		3	45	607
24	24	3/4	3/4	9/8	3	1	1/8		1/8	1		0	48	603
24	24	3/4	3/4	9/8	1	1	1/8		1/8	1		-1	77	588
24	24	13/16	13/16	9/8	2	1	1/16		1/16	1		0	60	592
24	24	7/8	7/8	9/8	3	1	1/8		1/8	1		-1	53	604
24	24	7/8	7/8	9/8	2	1	1/16		1/16	1		5	59	593
24	24	7/8	7/8	9/8	1	1	1/8		1/8	1		5	71	589
24	24	15/16	15/16	9/8	2	1	1/16		1/16	1		0	60	594
24	24	1	1	9/8	3	1	1/8		1/8	1		3	57	605
24	24	1	1	9/8	2	1	1/16		1/16	1		-1	65	595
24	24	1	1	9/8	1	1	1/8		1/8	1		0	72	590
24	24	17/16	17/16	9/8	2	1	1/16		1/16	1		3	69	596
25	25	0	0	9/8	4	1	3/4		1/2	3/2		4	40	631
25	25	0	0	9/8	3	1	1/8		1/8	1		0	48	622
25	25	0	0	9/8	2	1	1/4		1/4	1		-2	70	616
25	25	1/8	1/8	9/8	3	1	1/8		1/8	1		1	55	623
25	25	1/8	1/8	9/8	1	1	1/8		1/8	1		3	81	608
25	25	1/4	1/4	9/8	3	1	1/8		1/8	1		-2	58	624
25	25	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	82	609
25	25	3/8	3/8	9/8	3	1	1/8		1/8	1		0	48	625
25	25	3/8	3/8	9/8	1	1	1/8		1/8	1		1	79	610
25	25	1/2	1/2	9/8	3	1	1/8		1/8	1		1	55	626
25	25	1/2	1/2	9/8	1	1	1/8		1/8	1		4	76	611
25	25	5/8	5/8	9/8	3	1	1/8		1/8	1		-2	58	627
25	25	5/8	5/8	9/8	1	1	1/8		1/8	1		-2	70	612
25	25	3/4	3/4	9/8	4	1	3/8		1/4	3/2		0	36	632
25	25	3/4	3/4	9/8	3	1	1/8		1/8	1		0	48	628
25	25	3/4	3/4	9/8	1	1	1/8		1/8	1		1	67	613
25	25	13/16	13/16	9/8	2	1	1/16		1/16	1		4	64	617
25	25	7/8	7/8	9/8	3	1	1/8		1/8	1		1	55	629
25	25	7/8	7/8	9/8	1	1	1/8		1/8	1		4	64	614
25	25	7/8	7/8	9/8	2	1	1/16		1/16	1		0	72	618
25	25	15/16	15/16	9/8	2	1	1/16		1/16	1		-2	70	619
25	25	1	1	9/8	1	1	1/8		1/8	1		-2	58	615
25	25	1	1	9/8	3	1	1/8		1/8	1		-2	58	630
25	25	1	1	9/8	2	1	1/16		1/16	1		0	72	620
25	25	17/16	17/16	9/8	2	1	1/16		1/16	1		-2	70	621
26	26	0	0	9/8	4	1	1/4		1/4	1		-1	41	651
26	26	0	0	9/8	3	1	1/8		1/8	1		4	52	642
26	26	0	0	9/8	1	1	1/4		1/4	1		3	57	633
26	26	0	0	9/8	2	1	3/8		1/4	3/2		0	72	634
26	26	1/8	1/8	9/8	3	1	1/8		1/8	1		0	60	643
26	26	1/4	1/4	9/8	3	1	1/8		1/8	1		0	60	644
26	26	3/8	3/8	9/8	3	1	1/8		1/8	1		1	67	645
26	26	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-2	70	635
26	26	1/2	1/2	9/8	3	1	1/8		1/8	1		0	60	646
26	26	5/8	5/8	9/8	3	1	1/8		1/8	1		0	60	647
26	26	3/4	3/4	9/8	3	1	1/8		1/8	1		-1	65	648
26	26	3/4	3/4	9/8	2	1	1/8		1/8	1		3	69	636
26	26	7/8	7/8	9/8	2	1	0	grace32	1/32	1		-2	70	637
26	26	7/8	7/8	9/8	3	1	1/8		1/8	1		0	60	649
26	26	7/8	7/8	9/8	2	1	1/16		1/16	1		3	69	638
26	26	15/16	15/16	9/8	2	1	1/16		1/16	1		1	67	639
26	26	1	1	9/8	3	1	1/8		1/8	1		0	60	650
26	26	1	1	9/8	2	1	1/16		1/16	1		3	69	640
26	26	17/16	17/16	9/8	2	1	1/16		1/16	1		-2	70	641
27	27	0	0	9/8	4	1	3/8		1/4	3/2		-2	58	670
27	27	0	0	9/8	3	1	1/8		1/8	1		4	64	661
27	27	0	0	9/8	2	1	1/4		1/4	1		1	67	660
27	27	0	0	9/8	1	1	3/8		1/4	3/2		2	86	652
27	27	1/8	1/8	9/8	3	1	1/8		1/8	1		0	60	662
27	27	1/4	1/4	9/8	3	1	1/8		1/8	1		0	60	663
27	27	3/8	3/8	9/8	4	1	3/8		1/4	3/2		3	57	671
27	27	3/8	3/8	9/8	3	1	1/8		1/8	1		-1	65	664
27	27	3/8	3/8	9/8	1	1	3/8		1/4	3/2		0	84	653
27	27	1/2	1/2	9/8	3	1	1/8		1/8	1		0	60	665
27	27	5/8	5/8	9/8	3	1	1/8		1/8	1		0	60	666
27	27	3/4	3/4	9/8	1	1	0	appoggiatura	1/8	1		0	84	654
27	27	3/4	3/4	9/8	4	1	3/8		1/4	3/2		4	52	672
27	27	3/4	3/4	9/8	3	1	1/8		1/8	1		1	67	667
27	27	3/4	3/4	9/8	1	1	1/8		1/8	1		-2	82	655
27	27	7/8	7/8	9/8	3	1	1/8		1/8	1		0	60	668
27	27	7/8	7/8	9/8	1	1	1/16		1/16	1		-2	82	656
27	27	15/16	15/16	9/8	1	1	1/16		1/16	1		3	81	657
27	27	1	1	9/8	3	1	1/8		1/8	1		0	60	669
27	27	1	1	9/8	1	1	1/16		1/16	1		-2	82	658
27	27	17/16	17/16	9/8	1	1	1/16		1/16	1		0	84	659
28	28	0	0	9/8	4	1	1/4		1/4	1		-1	53	700
28	28	0	0	9/8	3	1	1/8		1/8	1		3	69	691
28	28	0	0	9/8	2	1	1/8		1/8	1		0	72	674
28	28	0	0	9/8	1	1	1/4		1/4	1		3	81	673
28	28	1/8	1/8	9/8	3	1	1/8		1/8	1		0	60	692
28	28	1/8	1/8	9/8	2	1	1/16		1/16	1		-1	77	675
28	28	3/16	3/16	9/8	2	1	1/16		1/16	1		4	76	676
28	28	1/4	1/4	9/8	3	1	1/8		1/8	1		0	60	693
28	28	1/4	1/4	9/8	2	1	1/16		1/16	1		2	74	677
28	28	5/16	5/16	9/8	2	1	1/16		1/16	1		0	72	678
28	28	3/8	3/8	9/8	3	1	1/8		1/8	1		4	64	694
28	28	3/8	3/8	9/8	2	1	1/16		1/16	1		0	72	679
28	28	7/16	7/16	9/8	2	1	1/16		1/16	1		-2	70	680
28	28	1/2	1/2	9/8	3	1	1/8		1/8	1		0	60	695
28	28	1/2	1/2	9/8	2	1	1/16		1/16	1		1	79	681
28	28	9/16	9/16	9/8	2	1	1/16		1/16	1		4	76	682
28	28	5/8	5/8	9/8	3	1	1/8		1/8	1		0	60	696
28	28	5/8	5/8	9/8	2	1	1/16		1/16	1		0	72	683
28	28	11/16	11/16	9/8	2	1	1/16		1/16	1		-2	70	684
28	28	3/4	3/4	9/8	3	1	1/8		1/8	1		-1	65	697
28	28	3/4	3/4	9/8	2	1	1/16		1/16	1		-2	70	685
28	28	13/16	13/16	9/8	2	1	1/16		1/16	1		3	69	686
28	28	7/8	7/8	9/8	3	1	1/8		1/8	1		0	60	698
28	28	7/8	7/8	9/8	2	1	1/16		1/16	1		-1	77	687
28	28	15/16	15/16	9/8	2	1	1/16		1/16	1		0	72	688
28	28	1	1	9/8	3	1	1/8		1/8	1		0	60	699
28	28	1	1	9/8	2	1	1/16		1/16	1		-2	70	689
28	28	17/16	17/16	9/8	2	1	1/16		1/16	1		3	69	690
29	29	0	0	9/8	4	1	3/8		1/4	3/2		-2	58	730
29	29	0	0	9/8	3	1	3/8		1/4	3/2		4	64	727
29	29	0	0	9/8	2	1	1/8		1/8	1		1	67	718
29	29	0	0	9/8	1	1	1/8		1/8	1		2	86	701
29	29	1/8	1/8	9/8	2	1	1/8		1/8	1		0	60	719
29	29	1/8	1/8	9/8	1	1	1/16		1/16	1		1	91	702
29	29	3/16	3/16	9/8	1	1	1/16		1/16	1		-1	89	703
29	29	1/4	1/4	9/8	2	1	1/8		1/8	1		0	60	720
29	29	1/4	1/4	9/8	1	1	1/16		1/16	1		4	88	704
29	29	5/16	5/16	9/8	1	1	1/16		1/16	1		2	86	705
29	29	3/8	3/8	9/8	4	1	3/8		1/4	3/2		3	57	731
29	29	3/8	3/8	9/8	3	1	3/8		1/4	3/2		-1	65	728
29	29	3/8	3/8	9/8	2	1	1/8		1/8	1		3	69	721
29	29	3/8	3/8	9/8	1	1	1/16		1/16	1		2	86	706
29	29	7/16	7/16	9/8	1	1	1/16		1/16	1		0	84	707
29	29	1/2	1/2	9/8	2	1	1/8		1/8	1		0	60	722
29	29	1/2	1/2	9/8	1	1	1/16		1/16	1		-1	89	708
29	29	9/16	9/16	9/8	1	1	1/16		1/16	1		4	88	709
29	29	5/8	5/8	9/8	2	1	1/8		1/8	1		0	60	723
29	29	5/8	5/8	9/8	1	1	1/16		1/16	1		2	86	710
29	29	11/16	11/16	9/8	1	1	1/16		1/16	1		0	84	711
29	29	3/4	3/4	9/8	4	1	3/8		1/4	3/2		4	52	732
29	29	3/4	3/4	9/8	3	1	3/8		1/4	3/2		1	67	729
29	29	3/4	3/4	9/8	2	1	1/8		1/8	1		-2	70	724
29	29	3/4	3/4	9/8	1	1	1/16		1/16	1		0	84	712
29	29	13/16	13/16	9/8	1	1	1/16		1/16	1		-2	82	713
29	29	7/8	7/8	9/8	2	1	1/8		1/8	1		0	60	725
29	29	7/8	7/8	9/8	1	1	1/16		1/16	1		1	91	714
29	29	15/16	15/16	9/8	1	1	1/16		1/16	1		4	88	715
29	29	1	1	9/8	2	1	1/8		1/8	1		0	60	726
29	29	1	1	9/8	1	1	1/16		1/16	1		0	84	716
29	29	17/16	17/16	9/8	1	1	1/16		1/16	1		-2	82	717
30	30	0	0	9/8	4	1	1/4		1/4	1		-1	53	753
30	30	0	0	9/8	2	1	1/4		1/4	1		0	60	751
30	30	0	0	9/8	3	1	1/4		1/4	1		-1	65	752
30	30	0	0	9/8	2	1	1/4		1/4	1		3	69	751
30	30	0	0	9/8	1	1	1/16		1/16	1		3	81	733
30	30	1/16	1/16	9/8	1	1	1/16		1/16	1		8	80	734
30	30	1/8	1/8	9/8	1	1	1/16		1/16	1		3	81	735
30	30	3/16	3/16	9/8	1	1	1/16		1/16	1		1	79	736
30	30	1/4	1/4	9/8	1	1	1/16		1/16	1		-1	77	737
30	30	5/16	5/16	9/8	1	1	1/16		1/16	1		4	76	738
30	30	3/8	3/8	9/8	1	1	1/16		1/16	1		2	74	739
30	30	7/16	7/16	9/8	1	1	1/16		1/16	1		7	73	740
30	30	1/2	1/2	9/8	1	1	1/16		1/16	1		2	74	741
30	30	9/16	9/16	9/8	1	1	1/16		1/16	1		0	72	742
30	30	5/8	5/8	9/8	1	1	1/16		1/16	1		-2	70	743
30	30	11/16	11/16	9/8	1	1	1/16		1/16	1		3	69	744
30	30	3/4	3/4	9/8	1	1	1/16		1/16	1		1	67	745
30	30	13/16	13/16	9/8	1	1	1/16		1/16	1		6	66	746
30	30	7/8	7/8	9/8	1	1	1/16		1/16	1		1	67	747
30	30	15/16	15/16	9/8	1	1	1/16		1/16	1		-1	65	748
30	30	1	1	9/8	1	1	1/16		1/16	1		4	64	749
30	30	17/16	17/16	9/8	1	1	1/16		1/16	1		2	62	750
31	31	0	0	9/8	4	1	1/16		1/16	1		3	57	775
31	31	0	0	9/8	3	1	3/8		1/4	3/2	1	3	57	765
31	31	0	0	9/8	1	1	1/4		1/4	1		7	61	754
31	31	1/16	1/16	9/8	4	1	1/16		1/16	1		8	56	776
31	31	1/8	1/8	9/8	4	1	1/16		1/16	1		3	57	777
31	31	3/16	3/16	9/8	4	1	1/16		1/16	1		1	55	778
31	31	1/4	1/4	9/8	4	1	1/16		1/16	1		-1	53	779
31	31	1/4	1/4	9/8	1	1	1/16		1/16	1		2	62	755
31	31	5/16	5/16	9/8	4	1	1/16		1/16	1		4	52	780
31	31	5/16	5/16	9/8	1	1	1/16		1/16	1		4	64	756
31	31	3/8	3/8	9/8	4	1	1/16		1/16	1		2	50	781
31	31	3/8	3/8	9/8	3	1	1/4		1/4	1	-1	3	57	766
31	31	3/8	3/8	9/8	2	1	1/4		1/4	1		2	62	761
31	31	3/8	3/8	9/8	1	1	1/4		1/4	1		-1	65	757
31	31	7/16	7/16	9/8	4	1	1/16		1/16	1		7	49	782
31	31	1/2	1/2	9/8	4	1	1/16		1/16	1		2	50	783
31	31	9/16	9/16	9/8	4	1	1/16		1/16	1		0	48	784
31	31	5/8	5/8	9/8	4	1	1/16		1/16	1		-2	46	785
31	31	5/8	5/8	9/8	3	1	1/16		1/16	1		2	62	767
31	31	5/8	5/8	9/8	2	1	1/16		1/16	1		4	64	762
