2.387625000,1.1
3.585020833,1.2
4.640395833,1.3
5.858750000,1.4
7.075312500,2.1
8.308395833,2.2
9.453770833,2.3
10.631416667,2.4
11.785583333,3.1
13.010062500,3.2
14.111187500,3.3
15.253041667,3.4
16.424187500,4.1
17.536000000,4.2
18.758437500,4.3
19.941791667,4.4
21.113479167,5.1
22.385770833,5.2
23.623708333,5.3
24.943937500,5.4
26.102770833,6.1
27.228479167,6.2
28.365687500,6.3
29.581104167,6.4
30.746916667,7.1
31.934645833,7.2
33.100625000,7.3
34.216750000,7.4
35.331166667,8.1
36.544000000,8.2
37.672916667,8.3
39.392000000,8.4
40.585875000,9.1
41.797812500,9.2
42.995520833,9.3
44.243020833,9.4
45.458375000,10.1
46.706770833,10.2
47.917166667,10.3
49.144208333,10.4
50.423916667,11.1
52.409125000,11.2
53.552000000,11.3
54.738875000,11.4
55.906041667,12.1
57.061020833,12.2
58.255062500,12.3
59.406916667,12.4
60.586145833,13.1
61.752854167,13.2
62.900291667,13.3
64.067375000,13.4
65.223604167,14.1
66.376166667,14.2
67.542270833,14.3
68.664729167,14.4
69.816520833,15.1
71.066041667,15.2
72.409250000,15.3
73.620229167,15.4
74.837916667,16.1
75.984375000,16.2
77.121187500,16.3
78.400000000,16.4
79.835645833,17.1
81.094083333,17.2
82.307479167,17.3
83.496750000,17.4
84.642125000,18.1
85.754291667,18.2
86.971791667,18.3
88.126812500,18.4
89.349145833,19.1
90.447833333,19.2
91.530125000,19.3
92.682458333,19.4
93.783729167,20.1
94.920979167,20.2
96.176000000,20.3
97.296000000,20.4
98.759500000,21.1
100.656000000,21.2
101.916437500,21.3
103.053770833,21.4
104.182645833,22.1
105.358500000,22.2
106.562812500,22.3
107.804125000,22.4
109.008604167,23.1
110.152937500,23.2
111.297187500,23.3
112.442833333,23.4
113.587770833,24.1
114.705583333,24.2
115.890020833,24.3
117.055812500,24.4
118.213875000,25.1
119.433208333,25.2
120.615458333,25.3
121.888437500,25.4
123.094437500,26.1
124.412125000,26.2
125.653083333,26.3
126.790145833,26.4
127.910229167,27.1
129.086708333,27.2
130.222354167,27.3
131.401395833,27.4
132.580479167,28.1
133.747875000,28.2
134.899250000,28.3
136.013375000,28.4
137.178812500,29.1
138.880000000,29.2
140.139812500,29.3
141.314625000,29.4
142.498895833,30.1
143.709291667,30.2
144.918000000,30.3
146.169125000,30.4
147.391520833,31.1
148.617375000,31.2
149.917916667,31.3
151.818687500,31.4
153.074895833,32.1
154.232375000,32.2
155.356625000,32.3
156.529791667,32.4
157.697833333,33.1
158.941479167,33.2
160.095833333,33.3
161.329250000,33.4
162.443854167,34.1
163.669291667,34.2
164.844333333,34.3
165.999666667,34.4
167.123250000,35.1
168.232666667,35.2
169.383229167,35.3
170.620083333,35.4
171.894416667,36.1
173.202104167,36.2
174.383187500,36.3
175.550291667,36.4
176.714312500,37.1
177.994708333,37.2
179.424395833,37.3
180.723937500,37.4
181.958125000,38.1
183.122687500,38.2
184.272625000,38.3
185.426250000,38.4
186.595187500,39.1
187.761145833,39.2
188.943750000,39.3
190.058125000,39.4
191.170625000,40.1
192.315979167,40.2
193.472041667,40.3
194.625541667,40.4
195.768854167,41.1
196.902333333,41.2
198.466145833,41.3
200.134583333,41.4
201.275541667,42.1
202.504708333,42.2
203.742750000,42.3
204.982854167,42.4
206.225187500,43.1
207.615000000,43.2
208.954854167,43.3
210.178187500,43.4
211.516562500,44.1
212.772104167,44.2
214.144604167,44.3
215.412062500,44.4
216.593729167,45.1
217.701583333,45.2
218.888958333,45.3
220.022645833,45.4
221.111791667,46.1
222.285895833,46.2
223.447750000,46.3
224.671541667,46.4
225.817562500,47.1
226.993604167,47.2
228.112125000,47.3
229.254000000,47.4
230.395104167,48.1
231.483750000,48.2
232.624041667,48.3
233.783958333,48.4
234.949333333,49.1
236.109729167,49.2
237.259812500,49.3
238.470270833,49.4
