4.933291667,1.1
7.554437500,1.2
10.275395833,1.3
13.188000000,1.4
15.838666667,2.1
18.501937500,2.2
21.110750000,2.3
23.917333333,2.4
26.656000000,3.1
29.372000000,3.2
32.675604167,3.3
35.605333333,3.4
38.466854167,4.2
41.267395833,4.3
43.997333333,4.4
47.021333333,5.1
49.793333333,5.2
52.547979167,5.3
55.162791667,5.4
57.826916667,6.1
60.473020833,6.2
63.172583333,6.3
65.893458333,6.4
68.488000000,7.1
71.154604167,7.2
73.602666667,7.3
76.206666667,7.4
78.767937500,8.1
81.395395833,8.2
84.233333333,8.3
86.923875000,8.4
89.596187500,9.1
92.605333333,9.2
95.630437500,9.3
98.854500000,10.1
102.125333333,10.3
104.748000000,10.4
107.408562500,11.1
109.842041667,11.2
112.576291667,11.3
115.137729167,11.4
117.655041667,12.1
120.219020833,12.2
122.985520833,12.3
125.471937500,12.4
128.764541667,13.1
131.832458333,13.2
134.550312500,13.3
137.178541667,13.4
140.052020833,14.1
142.817854167,14.2
145.309229167,14.3
148.034041667,14.4
150.798354167,15.1
153.630625000,15.2
156.415375000,15.3
159.489937500,15.4
162.726666667,16.1
165.643041667,16.2
168.498979167,16.3
171.189062500,16.4
174.449333333,17.1
177.388333333,17.2
180.431458333,17.3
183.262875000,17.4
186.047291667,18.1
188.763083333,18.2
191.391041667,18.3
194.082375000,18.4
196.803062500,19.1
199.892000000,19.2
202.726354167,19.3
205.412145833,19.4
208.207645833,20.1
211.007500000,20.2
213.709520833,20.3
216.197333333,20.4
218.905791667,21.1
221.707000000,21.2
224.392000000,21.3
226.921333333,21.4
229.609333333,22.1
232.230666667,22.2
234.863395833,22.3
237.620354167,22.4
240.330791667,23.1
242.901500000,23.2
245.542583333,23.3
248.448395833,23.4
251.295729167,24.1
253.981375000,24.2
256.597250000,24.3
259.259166667,24.4
261.940000000,25.1
264.627229167,25.2
267.363145833,25.3
270.100125000,25.4
272.696291667,26.1
275.157833333,26.2
277.696208333,26.3
280.202625000,26.4
282.819020833,27.1
285.684000000,27.2
288.507291667,27.3
291.289916667,27.4
294.373333333,28.1
297.230833333,28.2
300.364583333,28.3
303.650666667,28.4
306.345208333,29.1
308.979979167,29.2
311.635583333,29.3
314.468833333,29.4
317.130229167,30.1
319.659208333,30.2
322.282666667,30.3
325.079625000,30.4
327.729375000,31.1
330.445791667,31.2
333.013333333,32.2
335.522083333,32.3
338.081333333,32.4
341.450666667,33.1
344.456895833,33.2
347.150062500,33.3
349.700729167,33.4
352.555750000,34.1
355.073125000,34.2
357.562541667,35.2
359.970708333,35.3
362.299208333,35.4
364.921458333,36.1
368.052208333,36.2
372.077333333,36.3
375.151770833,36.4
378.154104167,37.1
380.996000000,37.2
384.113333333,37.3
386.829333333,37.4
389.680208333,38.1
392.364583333,38.2
395.282145833,38.3
398.256708333,38.4
401.459229167,39.1
404.636020833,39.2
407.527458333,39.3
410.776854167,39.4
414.334666667,40.1
418.077333333,40.2
422.240000000,40.3
426.170750000,40.4
